#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
#Type,TimeGet,TimeStamp,Index,Hour,Min,Sec,Latitude,Longitude,BAlt,MeasuredFL,GroudSpeed,TrackAngle,Mode3A,ModeSIdent,TimeOfDay,TrackNo,X(m),Y(m),SpeedX(m/s),SpeedY(m/s),VRate(m/s),AccelX(m/s2),AccelY(m/s2),SAC,SIC,CODE,FDPCallSign
MLAT,2019.12.26 17:00:14.798840,2019.12.26 17:00:14.798840,15,17,0,14,37.32535243,126.57524049,944,1099,82.052194,323.549077,2661,THY6442,61214,660,12062.500000,-15215.500000,-48.750000,66.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:14.684728,2019.12.26 17:00:14.684728,16,17,0,14,37.46762753,126.47163749,-53,59,4.527693,173.659808,3763,CKK257,61214,22,2872.500000,570.000000,0.500000,-4.500000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:15.798840,2019.12.26 17:00:15.798840,17,17,0,15,37.32592642,126.57473087,937,1099,81.259615,324.011506,2661,THY6442,61215,660,12017.000000,-15151.500000,-47.750000,65.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:15.422584,2019.12.26 17:00:15.422584,18,17,0,15,37.46761680,126.47163212,-53,----,3.000000,180.000000,3763,CKK257,61215,22,2872.000000,568.000000,0.000000,-3.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:16.798840,2019.12.26 17:00:16.798840,19,17,0,16,37.32651114,126.57414079,929,1082,80.908899,322.280289,2661,THY6442,61216,660,11964.500000,-15087.000000,-49.500000,64.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:16.684728,2019.12.26 17:00:16.684728,20,17,0,16,37.46760070,126.47162139,-53,57,2.549510,191.309932,3763,CKK257,61216,22,2871.000000,566.500000,-0.500000,-2.500000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:17.798840,2019.12.26 17:00:17.798840,21,17,0,17,37.32705832,126.57363653,929,1055,80.150250,322.987131,2661,THY6442,61217,660,11920.000000,-15026.000000,-48.250000,64.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:17.684728,2019.12.26 17:00:17.684728,22,17,0,17,37.46760070,126.47162676,-53,57,1.500000,180.000000,3763,CKK257,61217,22,2871.500000,566.500000,0.000000,-1.500000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:18.798840,2019.12.26 17:00:18.798840,23,17,0,18,37.32771277,126.57311082,922,1078,81.780957,324.706652,2661,THY6442,61218,660,11873.500000,-14953.500000,-47.250000,66.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:18.684728,2019.12.26 17:00:18.684728,24,17,0,18,37.46765435,126.47162139,-53,55,0.353553,315.000000,3763,CKK257,61218,22,2871.000000,572.500000,-0.250000,0.250000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:19.798840,2019.12.26 17:00:19.798840,25,17,0,19,37.32832432,126.57257974,914,1072,81.555196,325.238198,2661,THY6442,61219,660,11826.000000,-14885.500000,-46.500000,67.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:19.684728,2019.12.26 17:00:19.684728,26,17,0,19,37.46765435,126.47162139,-53,53,0.353553,315.000000,3763,CKK257,61219,22,2871.000000,572.500000,-0.250000,0.250000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:20.798840,2019.12.26 17:00:20.798840,27,17,0,20,37.32893050,126.57206476,914,1043,82.378699,325.634761,2661,THY6442,61220,660,11780.000000,-14818.000000,-46.500000,68.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:20.684728,2019.12.26 17:00:20.684728,28,17,0,20,37.46765435,126.47162676,-53,53,0.000000,0.000000,3763,CKK257,61220,22,2871.500000,572.500000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:21.798840,2019.12.26 17:00:21.798840,29,17,0,21,37.32954741,126.57153904,906,1030,82.932578,325.687177,2661,THY6442,61221,660,11733.500000,-14750.000000,-46.750000,68.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:21.684728,2019.12.26 17:00:21.684728,30,17,0,21,37.46765435,126.47162676,-53,55,0.000000,0.000000,3763,CKK257,61221,22,2871.500000,573.000000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:22.798840,2019.12.26 17:00:22.798840,31,17,0,22,37.33016431,126.57105088,906,992,82.031244,326.939531,2661,THY6442,61222,660,11690.000000,-14681.000000,-44.750000,68.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:22.684728,2019.12.26 17:00:22.684728,32,17,0,22,37.46767581,126.47163749,-53,57,0.500000,0.000000,3763,CKK257,61222,22,2872.500000,575.000000,0.000000,0.500000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:23.798840,2019.12.26 17:00:23.798840,33,17,0,23,37.33074903,126.57055736,899,977,81.541401,326.504815,2661,THY6442,61223,660,11646.500000,-14616.500000,-45.000000,68.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:23.684728,2019.12.26 17:00:23.684728,34,17,0,23,37.46768117,126.47163749,-53,57,0.559017,26.565051,3763,CKK257,61223,22,2872.500000,575.500000,0.250000,0.500000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:24.798840,2019.12.26 17:00:24.798840,35,17,0,24,37.33137667,126.56998336,899,977,83.357663,325.261375,2661,THY6442,61224,660,11595.500000,-14547.000000,-47.500000,68.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:24.684728,2019.12.26 17:00:24.684728,36,17,0,24,37.46768117,126.47163749,-53,57,0.250000,0.000000,3763,CKK257,61224,22,2872.500000,575.500000,0.000000,0.250000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:25.798840,2019.12.26 17:00:25.798840,37,17,0,25,37.33200431,126.56943083,891,1003,83.234608,324.782407,2661,THY6442,61225,660,11546.500000,-14477.500000,-48.000000,68.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:25.684728,2019.12.26 17:00:25.684728,38,17,0,25,37.46769190,126.47164285,-53,59,0.250000,0.000000,3763,CKK257,61225,22,2873.000000,576.500000,0.000000,0.250000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:26.798840,2019.12.26 17:00:26.798840,39,17,0,26,37.33255148,126.56889439,891,986,81.851237,323.445103,2661,THY6442,61226,660,11498.500000,-14417.000000,-48.750000,65.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:26.684728,2019.12.26 17:00:26.684728,40,17,0,26,37.46768653,126.47164285,-53,59,0.000000,0.000000,3763,CKK257,61226,22,2873.000000,576.000000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:27.798840,2019.12.26 17:00:27.798840,41,17,0,27,37.33310938,126.56836867,883,954,81.100247,323.271399,2661,THY6442,61227,660,11451.500000,-14355.000000,-48.500000,65.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:27.684728,2019.12.26 17:00:27.684728,42,17,0,27,37.46769726,126.47164285,-53,59,0.250000,0.000000,3763,CKK257,61227,22,2873.000000,577.000000,0.000000,0.250000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:28.798840,2019.12.26 17:00:28.798840,43,17,0,28,37.33375311,126.56786978,876,927,81.336492,325.772648,2661,THY6442,61228,660,11407.000000,-14283.500000,-45.750000,67.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:28.684728,2019.12.26 17:00:28.684728,44,17,0,28,37.46769190,126.47164285,-53,60,0.000000,0.000000,3763,CKK257,61228,22,2873.000000,576.500000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:29.798840,2019.12.26 17:00:29.798840,45,17,0,29,37.33431637,126.56741381,868,925,79.807973,326.110817,2661,THY6442,61229,660,11367.000000,-14221.000000,-44.500000,66.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:29.684728,2019.12.26 17:00:29.684728,46,17,0,29,37.46770799,126.47164285,-53,59,0.250000,0.000000,3763,CKK257,61229,22,2873.000000,578.500000,0.000000,0.250000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:30.798840,2019.12.26 17:00:30.798840,47,17,0,30,37.33485281,126.56687200,868,923,78.906986,323.892549,2661,THY6442,61230,660,11319.000000,-14161.500000,-46.500000,63.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:30.684728,2019.12.26 17:00:30.684728,48,17,0,30,37.46769190,126.47163749,-53,55,0.250000,180.000000,3763,CKK257,61230,22,2872.500000,576.500000,0.000000,-0.250000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:31.536696,2019.12.26 17:00:31.536696,49,17,0,31,37.33543754,126.56634629,861,----,78.613374,324.186966,2661,THY6442,61231,660,11272.000000,-14096.000000,-46.000000,63.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:31.684728,2019.12.26 17:00:31.684728,50,17,0,31,37.46769190,126.47163749,-53,57,0.000000,0.000000,3763,CKK257,61231,22,2872.500000,577.000000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:32.798840,2019.12.26 17:00:32.798840,51,17,0,32,37.33595252,126.56583130,861,878,77.350259,323.278249,2661,THY6442,61232,660,11226.000000,-14039.000000,-46.250000,62.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:32.684728,2019.12.26 17:00:32.684728,52,17,0,32,37.46770263,126.47164285,-53,57,0.000000,0.000000,3763,CKK257,61232,22,2873.000000,578.000000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:34.323128,2019.12.26 17:00:34.323128,53,17,0,34,37.33659089,126.56539679,853,840,79.191224,327.112623,2661,THY6442,61234,660,11187.500000,-13968.500000,-43.000000,66.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:33.684728,2019.12.26 17:00:33.684728,54,17,0,33,37.46770263,126.47164285,-53,57,0.000000,0.000000,3763,CKK257,61233,22,2873.000000,578.000000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:35.323128,2019.12.26 17:00:35.323128,55,17,0,35,37.33720779,126.56487107,845,859,78.906590,326.108542,2661,THY6442,61235,660,11141.500000,-13900.500000,-44.000000,65.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:34.684728,2019.12.26 17:00:34.684728,56,17,0,34,37.46769190,126.47164285,-53,57,0.000000,0.000000,3763,CKK257,61234,22,2873.000000,577.000000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:36.323128,2019.12.26 17:00:36.323128,57,17,0,36,37.33782470,126.56431854,845,845,80.717486,325.473198,2661,THY6442,61236,660,11092.000000,-13831.500000,-45.750000,66.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:35.684728,2019.12.26 17:00:35.684728,58,17,0,35,37.46769190,126.47164285,-53,59,0.000000,0.000000,3763,CKK257,61235,22,2873.000000,577.000000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:37.323128,2019.12.26 17:00:37.323128,59,17,0,37,37.33835578,126.56374454,838,849,79.856903,322.376726,2661,THY6442,61237,660,11041.000000,-13773.000000,-48.750000,63.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:36.488120,2019.12.26 17:00:36.488120,60,17,0,36,37.46769190,126.47164285,----,59,0.000000,0.000000,3763,CKK257,61236,22,2873.000000,577.000000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:38.060984,2019.12.26 17:00:38.060984,61,17,0,38,37.33891368,126.56321883,838,----,78.302698,322.654478,2661,THY6442,61238,660,10994.000000,-13710.500000,-47.500000,62.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:37.488120,2019.12.26 17:00:37.488120,62,17,0,37,37.46769190,126.47164285,----,59,0.000000,0.000000,3763,CKK257,61237,22,2873.000000,576.500000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:39.060984,2019.12.26 17:00:39.060984,63,17,0,39,37.33950377,126.56270921,830,----,78.853107,323.638739,2661,THY6442,61239,660,10949.000000,-13645.000000,-46.750000,63.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:38.488120,2019.12.26 17:00:38.488120,64,17,0,38,37.46769190,126.47164822,----,59,0.000000,0.000000,3763,CKK257,61238,22,2873.000000,576.500000,0.000000,0.000000,----,----,----,116,101,78037C,----
MLAT,2019.12.26 17:00:40.060984,2019.12.26 17:00:40.060984,65,17,0,40,37.34011531,126.56216204,822,----,80.414940,324.234548,2661,THY6442,61240,660,10900.500000,-13577.500000,-47.000000,65.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:41.323128,2019.12.26 17:00:41.323128,66,17,0,41,37.34065711,126.56159878,822,849,78.913323,322.077257,2661,THY6442,61241,660,10850.500000,-13517.500000,-48.500000,62.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:42.323128,2019.12.26 17:00:42.323128,67,17,0,42,37.34122038,126.56106234,815,843,78.957663,322.331859,2661,THY6442,61242,660,10803.000000,-13455.500000,-48.250000,62.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:43.060984,2019.12.26 17:00:43.060984,68,17,0,43,37.34180510,126.56048298,815,----,79.180569,321.537957,2661,THY6442,61243,660,10751.500000,-13390.500000,-49.250000,62.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:43.536696,2019.12.26 17:00:43.536696,69,17,0,43,37.34233081,126.55994117,807,----,78.557304,320.941520,2661,THY6442,61243,660,10703.000000,-13332.000000,-49.500000,61.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:44.536696,2019.12.26 17:00:44.536696,70,17,0,44,37.34288871,126.55939400,800,----,78.789673,321.311799,2661,THY6442,61244,660,10655.000000,-13270.000000,-49.250000,61.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:45.274552,2019.12.26 17:00:45.274552,71,17,0,45,37.34349489,126.55892193,800,880,77.307826,323.945382,2661,THY6442,61245,660,10613.000000,-13203.000000,-45.500000,62.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:46.274552,2019.12.26 17:00:46.274552,72,17,0,46,37.34421909,126.55840158,792,937,82.096361,326.551890,2661,THY6442,61246,660,10566.500000,-13122.500000,-45.250000,68.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:47.274552,2019.12.26 17:00:47.274552,73,17,0,47,37.34483063,126.55793488,792,975,81.203833,327.190584,2661,THY6442,61247,660,10525.500000,-13055.000000,-44.000000,68.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:48.798840,2019.12.26 17:00:48.798840,74,17,0,48,37.34543681,126.55741990,784,1011,79.600565,326.010480,2661,THY6442,61248,660,10479.500000,-12988.000000,-44.500000,66.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:49.798840,2019.12.26 17:00:49.798840,75,17,0,49,37.34595716,126.55696392,784,1040,76.290973,325.007980,2661,THY6442,61249,660,10439.500000,-12930.500000,-43.750000,62.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:50.798840,2019.12.26 17:00:50.798840,76,17,0,50,37.34646142,126.55650258,777,1074,74.166199,324.327615,2661,THY6442,61250,660,10398.500000,-12874.500000,-43.250000,60.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:51.798840,2019.12.26 17:00:51.798840,77,17,0,51,37.34701395,126.55596077,777,1097,74.450067,323.053144,2661,THY6442,61251,660,10350.500000,-12813.000000,-44.750000,59.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:52.798840,2019.12.26 17:00:52.798840,78,17,0,52,37.34758258,126.55542970,769,1102,76.100263,323.280682,2661,THY6442,61252,660,10303.500000,-12750.000000,-45.500000,61.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:53.798840,2019.12.26 17:00:53.798840,79,17,0,53,37.34816194,126.55495763,769,1078,77.397109,325.129273,2661,THY6442,61253,660,10261.000000,-12685.500000,-44.250000,63.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:54.798840,2019.12.26 17:00:54.798840,80,17,0,54,37.34873593,126.55450702,762,1019,76.969150,326.929322,2661,THY6442,61254,660,10221.500000,-12621.500000,-42.000000,64.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:55.798840,2019.12.26 17:00:55.798840,81,17,0,55,37.34927237,126.55403495,754,986,76.549412,326.050442,2661,THY6442,61255,660,10179.000000,-12562.500000,-42.750000,63.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:56.798840,2019.12.26 17:00:56.798840,82,17,0,56,37.34974980,126.55361652,754,962,73.649508,325.231043,2661,THY6442,61256,660,10142.000000,-12509.000000,-42.000000,60.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:57.536696,2019.12.26 17:00:57.536696,83,17,0,57,37.35030234,126.55313909,746,----,73.431090,325.823011,2661,THY6442,61257,660,10099.500000,-12448.000000,-41.250000,60.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:58.798840,2019.12.26 17:00:58.798840,84,17,0,58,37.35083878,126.55267239,746,950,73.096255,325.168517,2661,THY6442,61258,660,10058.000000,-12389.000000,-41.750000,60.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:00:59.798840,2019.12.26 17:00:59.798840,85,17,0,59,37.35138059,126.55216813,739,946,73.963251,324.214680,2661,THY6442,61259,660,10013.500000,-12328.500000,-43.250000,60.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:00.798840,2019.12.26 17:01:00.798840,86,17,1,0,37.35191703,126.55171752,739,935,72.133557,324.877836,2661,THY6442,61260,660,9973.500000,-12269.000000,-41.500000,59.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:01.536696,2019.12.26 17:01:01.536696,87,17,1,1,37.35245883,126.55124009,731,----,73.444282,325.119823,2661,THY6442,61261,660,9931.000000,-12208.500000,-42.000000,60.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:02.798840,2019.12.26 17:01:02.798840,88,17,1,2,37.35293627,126.55079484,731,914,71.260964,324.135188,2661,THY6442,61262,660,9891.500000,-12156.000000,-41.750000,57.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:04.323128,2019.12.26 17:01:04.323128,89,17,1,4,37.35344052,126.55030131,723,906,70.350018,323.089380,2661,THY6442,61264,660,9847.500000,-12100.000000,-42.250000,56.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:05.323128,2019.12.26 17:01:05.323128,90,17,1,5,37.35394478,126.54986143,723,891,69.923172,324.605204,2661,THY6442,61265,660,9808.500000,-12044.000000,-40.500000,57.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:06.323128,2019.12.26 17:01:06.323128,91,17,1,6,37.35452950,126.54937327,716,864,73.159500,325.441058,2661,THY6442,61266,660,9765.500000,-11979.000000,-41.500000,60.250000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:07.323128,2019.12.26 17:01:07.323128,92,17,1,7,37.35509276,126.54884756,716,840,74.224322,324.596924,2661,THY6442,61267,660,9718.500000,-11916.500000,-43.000000,60.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:08.323128,2019.12.26 17:01:08.323128,93,17,1,8,37.35562384,126.54833257,708,830,74.701071,323.436904,2661,THY6442,61268,660,9672.500000,-11858.000000,-44.500000,60.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:09.323128,2019.12.26 17:01:09.323128,94,17,1,9,37.35616565,126.54790342,708,828,72.464215,325.542379,2661,THY6442,61269,660,9635.000000,-11798.000000,-41.000000,59.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:10.323128,2019.12.26 17:01:10.323128,95,17,1,10,37.35675037,126.54744208,701,824,74.055722,326.846394,2661,THY6442,61270,660,9593.500000,-11732.500000,-40.500000,62.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:11.323128,2019.12.26 17:01:11.323128,96,17,1,11,37.35723853,126.54700220,701,790,72.182494,325.869628,2661,THY6442,61271,660,9555.000000,-11678.500000,-40.500000,59.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:12.323128,2019.12.26 17:01:12.323128,97,17,1,12,37.35780180,126.54650867,693,765,72.748282,325.217676,2661,THY6442,61272,660,9511.000000,-11616.000000,-41.500000,59.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:13.323128,2019.12.26 17:01:13.323128,98,17,1,13,37.35831678,126.54604733,693,741,72.073747,324.600941,2661,THY6442,61273,660,9470.000000,-11559.000000,-41.750000,58.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:13.798840,2019.12.26 17:01:13.798840,99,17,1,13,37.35885322,126.54555917,685,727,73.119765,324.462322,2661,THY6442,61273,660,9426.500000,-11499.000000,-42.500000,59.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:14.798840,2019.12.26 17:01:14.798840,100,17,1,14,37.35938966,126.54510856,678,725,71.151247,325.304846,2661,THY6442,61274,660,9387.000000,-11440.000000,-40.500000,58.500000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:15.798840,2019.12.26 17:01:15.798840,101,17,1,15,37.35993147,126.54465795,678,741,71.421723,325.698059,2661,THY6442,61275,660,9346.500000,-11379.500000,-40.250000,59.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:16.798840,2019.12.26 17:01:16.798840,102,17,1,16,37.36048400,126.54411614,670,742,73.451089,323.442125,2661,THY6442,61276,660,9298.500000,-11318.500000,-43.750000,59.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:17.798840,2019.12.26 17:01:17.798840,103,17,1,17,37.36103117,126.54353142,670,721,74.616101,321.939812,2661,THY6442,61277,660,9246.500000,-11257.500000,-46.000000,58.750000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:18.798840,2019.12.26 17:01:18.798840,104,17,1,18,37.36154616,126.54315054,662,729,71.990017,325.040581,2661,THY6442,61278,660,9213.000000,-11200.500000,-41.250000,59.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:19.798840,2019.12.26 17:01:19.798840,105,17,1,19,37.36210406,126.54265165,662,720,73.527206,324.688787,2661,THY6442,61279,660,9168.500000,-11138.500000,-42.500000,60.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:20.798840,2019.12.26 17:01:20.798840,106,17,1,20,37.36265123,126.54219031,655,701,72.811829,325.491477,2661,THY6442,61280,660,9127.500000,-11078.000000,-41.250000,60.000000,----,----,----,116,101,4BB14E,----
MLAT,2019.12.26 17:01:21.798840,2019.12.26 17:01:21.798840,107,17,1,21,37.36317694,126.54170215,647,691,72.916476,324.348142,2661,THY6442,61281,660,9084.500000,-11020.000000,-42.500000,59.250000,----,----,----,116,101,4BB14E,----
