,#Type,TimeGet,TimeStamp,Index,Hour,Min,Sec,Latitude,Longitude,BAlt,MeasuredFL,GroudSpeed,TrackAngle,Mode3A,ModeSIdent,TimeOfDay,TrackNo,X(m),Y(m),SpeedX(m/s),SpeedY(m/s),VRate(m/s),AccelX(m/s2),AccelY(m/s2),SAC,SIC,CODE,FDPCallSign,ops,dir,rwy,dist,ac,rot1,rot2
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,MLAT,2019-12-21 15:41:48.536696,2019.12.21 15:41:48.536696,50746,15,41,48,37.45650172,126.46456182,-83.0,----,71.376642,324.69561,2722,CEB188,56508,724,2247.0,-665.5,-41.25,58.25,----,----,----,116,101,758433,----,arrival,north,33R,16.6,A333,2019-12-21 15:40:32.323128,2019-12-21 15:41:48.536696
0,MLAT,2019-12-21 15:05:04.323128,2019.12.21 15:05:04.323128,6255,15,5,4,37.45732784,126.4638108,-83.0,15,76.205315,323.806793,2672,EVA150,54304,1655,2180.5,-574.0,-45.0,61.5,----,----,----,116,101,899071,----,arrival,north,33R,129.89999999999998,A321,2019-12-21 15:03:50.536696,2019-12-21 15:05:01.798840
0,MLAT,2019-12-21 15:45:01.798840,2019.12.21 15:45:01.798840,53801,15,45,1,37.45668948,126.46440625,-83.0,66,77.950305,325.188628,3253,GEC8384,56701,1380,2233.0,-644.5,-44.5,64.0,----,----,----,116,101,3C70C4,----,arrival,north,33R,41.6,B77L,2019-12-21 15:43:51.323128,2019-12-21 15:45:00.798840
0,MLAT,2019-12-21 15:01:53.684728,2019.12.21 15:01:53.684728,2358,15,1,53,37.45897472,126.46242142,-83.0,62,73.220557,326.418447,3771,JJA8404,54113,224,2057.5,-391.0,-40.5,61.0,----,----,----,116,101,71C063,----,arrival,north,33R,350.3,B738,2019-12-21 15:00:41.323128,2019-12-21 15:01:49.536696
0,MLAT,2019-12-21 15:48:24.323128,2019.12.21 15:48:24.323128,56640,15,48,24,37.45724201,126.46390736,-83.0,57,70.392649,325.124672,3004,KAL854,56904,484,2189.0,-583.5,-40.25,57.75,----,----,----,116,101,71BF02,----,arrival,north,33R,117.2,A333,2019-12-21 15:47:05.798840,2019-12-21 15:48:22.323128
0,MLAT,2019-12-21 15:37:19.536696,2019.12.21 15:37:19.536696,45948,15,37,19,37.45763361,126.46354795,-83.0,----,65.112403,325.638767,4412,MMA801,56239,487,2157.5,-540.0,-36.75,53.75,----,----,----,116,101,704458,----,arrival,north,33R,171.1,A319,2019-12-21 15:35:55.798840,2019-12-21 15:37:16.274552
0,MLAT,2019-12-21 16:22:41.798840,2019.12.21 16:22:41.798840,7904,16,22,41,37.46423185,126.45772219,-83.0,102,67.136056,325.00798,3613,AJX8475,58961,1414,1641.5,192.5,-38.5,55.0,----,----,----,116,101,86D9AE,----,arrival,north,33R,1067.0,B763,2019-12-21 16:21:19.798840,2019-12-21 16:22:27.536696
0,MLAT,2019-12-21 17:01:25.798840,2019.12.21 17:01:25.798840,314,17,1,25,37.45735466,126.46379471,-83.0,66,73.006849,323.914927,1314,SOO7950,61285,1362,2179.0,-570.5,-43.0,59.0,----,----,----,116,101,A98C7A,----,arrival,north,33R,133.20000000000002,B772,2019-12-21 17:00:12.798840,2019-12-21 17:01:23.798840
0,MLAT,2019-12-21 17:22:29.798840,2019.12.21 17:22:29.798840,5461,17,22,29,37.45649636,126.46456718,-83.0,24,82.39425,325.00798,0012,BOX580,62549,901,2247.5,-666.0,-47.25,67.5,----,----,----,116,101,3C4583,----,arrival,north,33R,15.9,B772,2019-12-21 17:21:23.323128,2019-12-21 17:22:29.798840
0,MLAT,2019-12-21 17:01:25.798840,2019.12.21 17:01:25.798840,314,17,1,25,37.45735466,126.46379471,-83.0,66,73.006849,323.914927,1314,SOO7950,61285,1362,2179.0,-570.5,-43.0,59.0,----,----,----,116,101,A98C7A,----,arrival,north,33R,133.20000000000002,B772,2019-12-21 17:00:12.798840,2019-12-21 17:01:23.798840
0,MLAT,2019-12-21 18:54:48.798840,2019.12.21 18:54:48.798840,31046,18,54,48,37.45900154,126.46234095,-76.0,81,69.203053,323.668269,3710,HVN440,68088,1958,2050.0,-388.0,-41.0,55.75,----,----,----,116,101,88816A,----,arrival,north,33R,356.8,A21N,2019-12-21 18:53:31.323128,2019-12-21 18:54:43.798840
0,MLAT,2019-12-21 18:44:21.684728,2019.12.21 18:44:21.684728,24089,18,44,21,37.46137798,126.46029174,-83.0,76,76.764657,325.481867,2747,JJA2306,67461,424,1869.0,-124.0,-43.5,63.25,----,----,----,116,101,71C321,----,arrival,north,33R,677.0,B738,2019-12-21 18:43:10.060984,2019-12-21 18:44:13.798840
0,MLAT,2019-12-21 18:28:25.012408,2019.12.21 18:28:25.012408,13221,18,28,25,37.45761752,126.46356404,-83.0,----,69.404611,323.790543,3213,KAL118,66505,222,2159.0,-541.5,-41.0,56.0,----,----,----,116,101,71BD39,----,arrival,north,33R,168.8,A332,2019-12-21 18:27:09.323128,2019-12-21 18:28:23.274552
0,MLAT,2019-12-21 18:05:01.060984,2019.12.21 18:05:01.060984,2122,18,5,1,37.45763361,126.46357477,-83.0,----,74.632433,324.819301,3626,KAL164,65101,997,2159.5,-540.0,-43.0,61.0,----,----,----,116,101,71C272,----,arrival,north,33R,169.7,B739,2019-12-21 18:03:46.798840,2019-12-21 18:04:59.060984
0,MLAT,2019-12-21 19:21:14.536696,2019.12.21 19:21:14.536696,12457,19,21,14,37.46063232,126.46086574,-76.0,----,63.950176,323.264494,3057,AAR223,69674,1432,1919.5,-207.5,-38.25,51.25,----,----,----,116,101,71C359,----,arrival,north,33R,580.0,A359,2019-12-21 19:19:54.274552,2019-12-21 19:21:06.323128
0,MLAT,2019-12-21 19:59:06.274552,2019.12.21 19:59:06.274552,41547,19,59,6,37.45795012,126.46327972,-76.0,57,75.581082,325.784298,3270,AAR326,71946,1331,2133.5,-504.5,-42.5,62.5,----,----,----,116,101,71C257,----,arrival,north,33R,213.5,A321,2019-12-21 19:57:54.323128,2019-12-21 19:59:03.536696
0,MLAT,2019-12-21 19:30:01.323128,2019.12.21 19:30:01.323128,19532,19,30,1,37.45799303,126.46323681,-76.0,55,70.475616,324.674965,2736,AAR704,70201,2040,2129.5,-500.0,-40.75,57.5,----,----,----,116,101,71BF94,----,arrival,north,33R,219.5,A333,2019-12-21 19:28:44.798840,2019-12-21 19:29:58.323128
0,MLAT,2019-12-21 19:31:55.798840,2019.12.21 19:31:55.798840,21037,19,31,55,37.45704889,126.46406829,-76.0,87,72.748282,325.217676,3557,AAR746,70315,1139,2203.0,-604.5,-41.5,59.75,----,----,----,116,101,71BF92,----,arrival,north,33R,91.5,A333,2019-12-21 19:30:41.864376,2019-12-21 19:31:54.798840
0,MLAT,2019-12-21 19:16:53.864376,2019.12.21 19:16:53.864376,9442,19,16,53,37.45920002,126.46218538,-76.0,95,71.81269,324.207264,6556,AAV600,69413,842,2036.5,-366.0,-42.0,58.25,----,----,----,116,101,7585F6,----,arrival,north,33R,382.7,A320,2019-12-21 19:15:37.798840,2019-12-21 19:16:48.012408
0,MLAT,2019-12-21 19:13:01.798840,2019.12.21 19:13:01.798840,7139,19,13,1,37.45792329,126.46331191,-76.0,85,72.389571,325.98065,6543,AAV700,69181,84,2136.5,-508.0,-40.5,60.0,----,----,----,116,101,758505,----,arrival,north,33R,209.4,A320,2019-12-21 19:11:46.060984,2019-12-21 19:12:58.798840
0,MLAT,2019-12-21 19:46:48.798840,2019.12.21 19:46:48.798840,32658,19,46,48,37.45859921,126.46267354,-76.0,89,80.940179,324.93549,3760,ESR504,71208,1676,2080.0,-432.5,-46.5,66.25,----,----,----,116,101,71C029,----,arrival,north,33R,303.3,B738,2019-12-21 19:45:39.798840,2019-12-21 19:46:44.798840
0,MLAT,2019-12-21 19:52:22.060984,2019.12.21 19:52:22.060984,36794,19,52,22,37.4587065,126.46262527,-76.0,----,78.789673,324.948405,3772,ESR592,71542,762,2075.5,-421.0,-45.25,64.5,----,----,----,116,101,71C342,----,arrival,north,33R,315.5,B738,2019-12-21 19:51:12.798840,2019-12-21 19:52:18.323128
0,MLAT,2019-12-21 19:44:32.012408,2019.12.21 19:44:32.012408,30894,19,44,32,37.45797157,126.463269,-76.0,----,77.160952,324.095462,1310,KAL006,71072,1002,2132.5,-502.5,-45.25,62.5,----,----,----,116,101,71C210,----,arrival,north,33R,216.0,B77W,2019-12-21 19:43:24.798840,2019-12-21 19:44:29.798840
0,MLAT,2019-12-21 19:49:22.274552,2019.12.21 19:49:22.274552,34615,19,49,22,37.45828807,126.46295786,-76.0,45,72.161711,324.162347,7341,KAL012,71362,1227,2104.5,-467.5,-42.25,58.5,----,----,----,116,101,71BE19,----,arrival,north,33R,260.6,A388,2019-12-21 19:48:07.274552,2019-12-21 19:49:18.798840
0,MLAT,2019-12-21 19:27:32.012408,2019.12.21 19:27:32.012408,17371,19,27,32,37.45817006,126.46308124,-76.0,----,78.321852,324.483582,1611,KAL086,70052,254,2116.0,-480.0,-45.5,63.75,----,----,----,116,101,71BE43,----,arrival,north,33R,243.5,B748,2019-12-21 19:26:23.798840,2019-12-21 19:27:29.012408
0,MLAT,2019-12-21 20:01:23.798840,2019.12.21 20:01:23.798840,1009,20,1,23,37.45802522,126.46321535,-76.0,89,78.525474,324.589552,3562,KAL608,72083,619,2128.0,-496.5,-45.5,64.0,----,----,----,116,101,71C083,----,arrival,north,33R,223.6,B789,2019-12-21 20:00:15.798840,2019-12-21 20:01:20.798840
0,MLAT,2019-12-21 19:25:40.798840,2019.12.21 19:25:40.798840,15799,19,25,40,37.45769262,126.46351039,-76.0,60,74.515099,324.283553,6141,KAL658,69940,715,2153.5,-533.5,-43.5,60.5,----,----,----,116,101,71C275,----,arrival,north,33R,178.29999999999998,B77W,2019-12-21 19:24:29.798840,2019-12-21 19:25:38.536696
0,MLAT,2019-12-21 19:42:27.798840,2019.12.21 19:42:27.798840,29306,19,42,27,37.4575156,126.4636445,-76.0,60,75.65423,323.735984,3255,KAL680,70947,544,2166.0,-553.0,-44.75,61.0,----,----,----,116,101,71C011,----,arrival,north,33R,155.4,B77W,2019-12-21 19:41:18.323128,2019-12-21 19:42:25.536696
0,MLAT,2019-12-21 19:54:15.274552,2019.12.21 19:54:15.274552,38149,19,54,15,37.45781064,126.46340311,-76.0,108,70.360234,324.107334,3663,KAL696,71655,1020,2144.5,-520.5,-41.25,57.0,----,----,----,116,101,71BF15,----,arrival,north,33R,194.5,B772,2019-12-21 19:52:59.798840,2019-12-21 19:54:13.060984
0,MLAT,2019-12-21 19:36:25.798840,2019.12.21 19:36:25.798840,24543,19,36,25,37.45919466,126.4621532,-76.0,68,85.365757,325.379132,3265,KAL720,70585,1957,2033.5,-366.5,-48.5,70.25,----,----,----,116,101,71BF19,----,arrival,north,33R,383.90000000000003,B739,2019-12-21 19:35:17.798840,2019-12-21 19:36:20.798840
0,MLAT,2019-12-21 19:34:36.060984,2019.12.21 19:34:36.060984,23129,19,34,36,37.45764434,126.46353185,-76.0,----,76.72353,324.549134,0044,KAL860,70476,238,2155.5,-538.5,-44.5,62.5,----,----,----,116,101,71C223,----,arrival,north,33R,172.9,B739,2019-12-21 19:33:23.798840,2019-12-21 19:34:34.060984
0,MLAT,2019-12-21 19:22:56.323128,2019.12.21 19:22:56.323128,13659,19,22,56,37.45767117,126.4634943,-76.0,32,80.327455,324.628156,0077,THY6544,69776,679,2152.5,-535.5,-46.5,65.5,----,----,----,116,101,4BB14E,----,arrival,north,33R,177.2,B772,2019-12-21 19:21:50.323128,2019-12-21 19:22:54.323128
0,MLAT,2019-12-21 19:56:29.602232,2019.12.21 19:56:29.602232,39738,19,56,29,37.45867431,126.46264136,-76.0,----,80.782501,325.719782,3601,TWB132,71789,1986,2077.0,-424.5,-45.5,66.75,----,----,----,116,101,71C047,----,arrival,north,33R,311.7,B738,2019-12-21 19:55:21.323128,2019-12-21 19:56:26.323128
0,MLAT,2019-12-21 19:38:26.798840,2019.12.21 19:38:26.798840,26142,19,38,26,37.45848119,126.46279693,-76.0,62,79.342612,325.00798,3725,TWB302,70706,1747,2091.0,-446.0,-45.5,65.0,----,----,----,116,101,71C354,----,arrival,north,33R,286.3,B738,2019-12-21 19:37:17.323128,2019-12-21 19:38:22.798840
0,MLAT,2019-12-21 19:40:24.798840,2019.12.21 19:40:24.798840,27685,19,40,24,37.45921612,126.46214783,-76.0,66,78.914907,325.454084,5341,TWB614,70824,501,2033.5,-364.5,-44.75,65.0,----,----,----,116,101,71C024,----,arrival,north,33R,386.1,B738,2019-12-21 19:39:13.798840,2019-12-21 19:40:19.798840
0,MLAT,2019-12-21 20:27:27.536696,2019.12.21 20:27:27.536696,23553,20,27,27,37.44486094,126.44042194,-68.0,----,75.512416,326.888658,7314,AAR203,73647,411,111.0,-1958.0,-41.25,63.25,----,----,----,116,101,71BE25,----,arrival,north,34R,197.9,A388,2019-12-21 20:26:15.798840,2019-12-21 20:27:24.798840
0,MLAT,2019-12-21 20:25:00.012408,2019.12.21 20:25:00.012408,21222,20,25,0,37.44482875,126.44047022,-68.0,----,73.382985,324.84807,3266,AAR211,73500,1035,115.5,-1961.0,-42.25,60.0,----,----,----,116,101,71BD78,----,arrival,north,34R,192.6,A359,2019-12-21 20:23:46.798840,2019-12-21 20:24:57.536696
0,MLAT,2019-12-21 20:12:09.274552,2019.12.21 20:12:09.274552,10074,20,12,9,37.45666802,126.46441698,-68.0,91,77.859248,324.013204,3757,AAR356,72729,940,2234.0,-647.0,-45.75,63.0,----,----,----,116,101,71C038,----,arrival,north,33R,39.1,A321,2019-12-21 20:10:58.798840,2019-12-21 20:12:08.274552
0,MLAT,2019-12-21 20:32:27.012408,2019.12.21 20:32:27.012408,29121,20,32,27,37.44452834,126.44067407,-68.0,----,75.967921,324.374647,3004,AAR568,73947,1272,133.0,-1994.5,-44.25,61.75,----,----,----,116,101,71BF54,----,arrival,north,34R,155.0,A333,2019-12-21 20:31:14.798840,2019-12-21 20:32:25.536696
0,MLAT,2019-12-21 20:51:45.684728,2019.12.21 20:51:45.684728,47855,20,51,45,37.48180568,126.44203663,-68.0,106,74.718221,144.395466,3745,AAR756,75105,373,254.0,2142.5,43.5,-60.75,----,----,----,116,101,71BC28,----,arrival,south,15L,290.0,B744,2019-12-21 20:50:25.815800,2019-12-21 20:51:41.684728
0,MLAT,2019-12-21 20:31:37.536696,2019.12.21 20:31:37.536696,28112,20,31,37,37.45811641,126.46314025,-68.0,----,75.125312,324.617475,2741,APG036,73897,555,2121.5,-486.5,-43.5,61.25,----,----,----,116,101,758395,----,arrival,north,33R,235.7,A320,2019-12-21 20:30:24.536696,2019-12-21 20:31:34.536696
0,MLAT,2019-12-21 20:03:40.012408,2019.12.21 20:03:40.012408,2938,20,3,40,37.46112585,126.46043658,-68.0,----,84.954767,325.187547,3056,AZG128,72220,609,1882.0,-152.5,-48.5,69.75,----,----,----,116,101,600B20,----,arrival,north,33R,646.7,B744,2019-12-21 20:02:31.798840,2019-12-21 20:03:32.798840
0,MLAT,2019-12-21 20:34:56.536696,2019.12.21 20:34:56.536696,32170,20,34,56,37.44460344,126.44063115,-68.0,----,74.614426,325.511251,1773,DAL27,74096,1287,129.5,-1986.0,-42.25,61.5,----,----,----,116,101,A661C7,----,arrival,north,34R,163.89999999999998,A359,2019-12-21 20:33:40.323128,2019-12-21 20:34:54.536696
0,MLAT,2019-12-21 21:00:53.012408,2019.12.21 21:00:53.012408,889,21,0,53,37.48291075,126.44105494,-68.0,----,68.713627,146.425565,3764,HVN416,75653,1985,167.0,2265.5,38.0,-57.25,----,----,----,116,101,888124,----,arrival,south,15L,139.7,A359,2019-12-21 20:59:28.798840,2019-12-21 21:00:51.536696
0,MLAT,2019-12-21 20:30:10.012408,2019.12.21 20:30:10.012408,26470,20,30,10,37.44416893,126.44099057,-68.0,----,82.565504,324.240481,0735,JNA004,73810,494,161.0,-2034.5,-48.25,67.0,----,----,----,116,101,71C225,----,arrival,north,34R,106.2,B738,2019-12-21 20:29:03.798840,2019-12-21 20:30:09.012408
0,MLAT,2019-12-21 20:37:37.536696,2019.12.21 20:37:37.536696,35478,20,37,37,37.4439168,126.44122124,-68.0,----,74.300067,323.207216,3625,JNA062,74257,667,181.5,-2063.0,-44.5,59.5,----,----,----,116,101,71BF33,----,arrival,north,34R,71.6,B772,2019-12-21 20:36:25.323128,2019-12-21 20:37:37.060984
0,MLAT,2019-12-21 20:06:08.536696,2019.12.21 20:06:08.536696,5073,20,6,8,37.45706499,126.46404147,-68.0,----,76.057955,323.95878,3322,KAL026,72368,756,2201.0,-603.0,-44.75,61.5,----,----,----,116,101,71C008,----,arrival,north,33R,94.3,B77W,2019-12-21 20:04:59.323128,2019-12-21 20:06:07.274552
0,MLAT,2019-12-21 21:04:46.388664,2019.12.21 21:04:46.388664,5080,21,4,46,37.48336136,126.44069552,-68.0,81,69.619053,145.682215,3201,KAL482,75886,1280,135.0,2315.5,39.25,-57.5,----,----,----,116,101,71C025,----,arrival,south,15L,80.5,A333,2019-12-21 21:03:22.864376,2019-12-21 21:04:44.602232
0,MLAT,2019-12-21 20:01:21.864376,2019.12.21 20:01:21.864376,981,20,1,21,37.45686114,126.46422923,-68.0,102,80.617926,324.338395,3562,KAL608,72081,619,2217.5,-625.5,-47.0,65.5,----,----,----,116,101,71C083,----,arrival,north,33R,66.19999999999999,B789,2019-12-21 20:00:13.798840,2019-12-21 20:01:20.798840
0,MLAT,2019-12-21 21:02:49.012408,2019.12.21 21:02:49.012408,3012,21,2,49,37.48373151,126.44035757,-68.0,----,64.661136,142.06673,6536,KAL632,75769,1319,105.0,2356.5,39.75,-51.0,----,----,----,116,101,71BD50,----,arrival,south,15L,29.6,A333,2019-12-21 21:01:23.798840,2019-12-21 21:02:49.012408
0,MLAT,2019-12-21 20:35:34.798840,2019.12.21 20:35:34.798840,32944,20,35,34,37.45812714,126.46307051,-68.0,57,82.013718,324.178079,3613,KAL644,74134,1675,2115.0,-485.0,-48.0,66.5,----,----,----,116,101,71BD33,----,arrival,north,33R,240.2,B773,2019-12-21 20:34:28.798840,2019-12-21 20:35:32.323128
0,MLAT,2019-12-21 20:56:49.012408,2019.12.21 20:56:49.012408,52613,20,56,49,37.48340964,126.44067407,-68.0,----,66.25,143.130102,3725,KAL668,75409,967,133.0,2321.0,39.75,-53.0,----,----,----,116,101,71BF09,----,arrival,south,15L,75.0,A333,2019-12-21 20:55:26.798840,2019-12-21 20:56:48.012408
0,MLAT,2019-12-21 20:53:54.536696,2019.12.21 20:53:54.536696,49835,20,53,54,37.48388171,126.44023418,-68.0,----,71.555049,143.810733,3203,KAL684,75234,1561,94.5,2373.0,42.25,-57.75,----,----,----,116,101,71C007,----,arrival,south,15L,9.799999999999999,B77W,2019-12-21 20:52:37.929912,2019-12-21 20:53:54.536696
0,MLAT,2019-12-21 20:08:42.060984,2019.12.21 20:08:42.060984,7209,20,8,42,37.45804131,126.4631778,-68.0,----,70.417061,324.391382,3423,KZR959,72522,848,2124.5,-494.5,-41.0,57.25,----,----,----,116,101,484339,----,arrival,north,33R,226.89999999999998,B752,2019-12-21 20:07:24.798840,2019-12-21 20:08:39.323128
0,MLAT,2019-12-21 20:19:43.798840,2019.12.21 20:19:43.798840,16634,20,19,43,37.45746732,126.46369278,-68.0,87,72.861598,322.107774,6501,PAL466,73183,1240,2170.0,-558.5,-44.75,57.5,----,----,----,116,101,758305,----,arrival,north,33R,148.60000000000002,A321,2019-12-21 20:18:30.798840,2019-12-21 20:19:42.323128
0,MLAT,2019-12-21 20:21:30.798840,2019.12.21 20:21:30.798840,18133,20,21,30,37.45661438,126.4644438,-68.0,93,79.262617,325.407711,6547,PAL484,73290,339,2236.5,-652.5,-45.0,65.25,----,----,----,116,101,7583ED,----,arrival,north,33R,32.9,A321,2019-12-21 20:20:22.323128,2019-12-21 20:21:30.798840
0,MLAT,2019-12-21 20:58:43.274552,2019.12.21 20:58:43.274552,54600,20,58,43,37.4831897,126.44082963,-68.0,104,74.224322,144.596924,3277,TWB308,75523,892,147.0,2296.5,43.0,-60.5,----,----,----,116,101,71C220,----,arrival,south,15L,102.9,B738,2019-12-21 20:57:26.323128,2019-12-21 20:58:42.012408
0,MLAT,2019-12-21 20:33:32.536696,2019.12.21 20:33:32.536696,30467,20,33,32,37.45871186,126.46257699,-68.0,----,73.017977,325.602613,3637,VJC864,74012,120,2071.0,-420.5,-41.25,60.25,----,----,----,116,101,888159,----,arrival,north,33R,318.40000000000003,A21N,2019-12-21 20:32:18.323128,2019-12-21 20:33:28.798840
0,MLAT,2019-12-21 20:14:49.798840,2019.12.21 20:14:49.798840,12390,20,14,49,37.45746195,126.46364987,-68.0,41,72.052498,323.607225,4364,VJC926,72889,1007,2166.5,-558.5,-42.75,58.0,----,----,----,116,101,8880EE,----,arrival,north,33R,150.29999999999998,A320,2019-12-21 20:13:32.323128,2019-12-21 20:14:47.536696
0,MLAT,2019-12-21 20:23:48.798840,2019.12.21 20:23:48.798840,20148,20,23,48,37.4566251,126.46442771,-68.0,74,74.808088,323.972627,3771,VJC962,73428,11,2235.0,-652.0,-44.0,60.5,----,----,----,116,101,888134,----,arrival,north,33R,34.7,A321,2019-12-21 20:22:37.323128,2019-12-21 20:23:48.798840
0,MLAT,2019-12-21 21:38:07.274552,2019.12.21 21:38:07.274552,54761,21,38,7,37.4719727,126.41629279,-76.0,76,70.945842,145.189923,3722,AAR626,77887,392,-2023.5,1051.5,40.5,-58.25,----,----,----,116,101,71C060,----,arrival,south,16L,112.60000000000001,A321,2019-12-21 21:36:52.798840,2019-12-21 21:38:05.012408
0,MLAT,2019-12-21 21:42:12.684728,2019.12.21 21:42:12.684728,61379,21,42,12,37.48379052,126.44029319,-76.0,93,71.702946,143.649506,2771,AAR708,78132,1302,99.5,2363.0,42.5,-57.75,----,----,----,116,101,71C018,----,arrival,south,15L,21.0,A321,2019-12-21 21:40:55.798840,2019-12-21 21:42:12.684728
0,MLAT,2019-12-21 21:32:15.684728,2019.12.21 21:32:15.684728,44503,21,32,15,37.47218192,126.41608894,-76.0,60,68.022974,145.784298,3637,AAR734,77535,1792,-2041.5,1075.0,38.25,-56.25,----,----,----,116,101,71BF47,----,arrival,south,16L,83.3,A333,2019-12-21 21:30:58.798840,2019-12-21 21:32:14.684728
0,MLAT,2019-12-21 21:52:21.012408,2019.12.21 21:52:21.012408,77979,21,52,21,37.48344719,126.44062042,-76.0,----,70.0,143.130102,3752,AAR752,78741,512,128.5,2325.0,42.0,-56.0,----,----,----,116,101,71BF41,----,arrival,south,15L,68.8,A333,2019-12-21 21:51:03.798840,2019-12-21 21:52:20.274552
0,MLAT,2019-12-21 21:23:50.536696,2019.12.21 21:23:50.536696,29545,21,23,50,37.47093737,126.41721547,-76.0,----,70.127117,144.723511,1057,AMX090,77030,1304,-1941.5,937.0,40.5,-57.25,----,----,----,116,101,D085C,----,arrival,south,16L,253.6,B788,2019-12-21 21:22:26.798840,2019-12-21 21:23:46.798840
0,MLAT,2019-12-21 21:41:05.012408,2019.12.21 21:41:05.012408,59533,21,41,5,37.47101247,126.417135,-76.0,----,63.531488,144.934097,6561,CEB180,78065,129,-1949.0,945.0,36.5,-52.0,----,----,----,116,101,7583B7,----,arrival,south,16L,242.7,A320,2019-12-21 21:39:43.798840,2019-12-21 21:41:01.798840
0,MLAT,2019-12-21 21:26:07.012408,2019.12.21 21:26:07.012408,33245,21,26,7,37.48284101,126.44117832,-76.0,----,66.464746,144.337058,3613,CES2023,77167,887,178.0,2258.0,38.75,-54.0,----,----,----,116,101,780301,----,arrival,south,15L,152.29999999999998,A333,2019-12-21 21:24:43.323128,2019-12-21 21:26:04.422584
0,MLAT,2019-12-21 21:31:07.798840,2019.12.21 21:31:07.798840,42363,21,31,7,37.48219728,126.44167721,-76.0,89,74.399681,146.096342,3271,ESR502,77467,642,222.0,2186.0,41.5,-61.75,----,----,----,116,101,71C269,----,arrival,south,15L,236.2,B738,2019-12-21 21:29:49.274552,2019-12-21 21:31:04.012408
0,MLAT,2019-12-21 21:06:39.274552,2019.12.21 21:06:39.274552,7302,21,6,39,37.48166621,126.44219756,-76.0,121,72.952896,143.640606,3216,ESR512,75999,788,268.0,2127.0,43.25,-58.75,----,----,----,116,101,71C343,----,arrival,south,15L,310.90000000000003,B738,2019-12-21 21:05:20.798840,2019-12-21 21:06:35.274552
0,MLAT,2019-12-21 21:44:52.274552,2019.12.21 21:44:52.274552,65706,21,44,52,37.48295367,126.44106567,-76.0,85,72.567641,144.393485,6540,ESR572,78292,553,167.5,2270.5,42.25,-59.0,----,----,----,116,101,71C053,----,arrival,south,15L,136.3,B738,2019-12-21 21:43:35.798840,2019-12-21 21:44:50.012408
0,MLAT,2019-12-21 21:19:27.536696,2019.12.21 21:19:27.536696,22791,21,19,27,37.48268008,126.44126415,-76.0,----,72.106258,143.884996,3701,HVN408,76767,1398,185.5,2239.5,42.5,-58.25,----,----,----,116,101,88818E,----,arrival,south,15L,171.3,B78X,2019-12-21 21:18:11.798840,2019-12-21 21:19:25.536696
0,MLAT,2019-12-21 21:00:55.536696,2019.12.21 21:00:55.536696,927,21,0,55,37.48194516,126.44190788,-76.0,----,63.863624,145.687853,3764,HVN416,75655,1985,242.5,2158.0,36.0,-52.75,----,----,----,116,101,888124,----,arrival,south,15L,270.8,A359,2019-12-21 21:00:08.323128,2019-12-21 21:00:51.536696
0,MLAT,2019-12-21 21:57:24.536696,2019.12.21 21:57:24.536696,86335,21,57,24,37.48330235,126.44077063,-76.0,----,67.952649,142.624193,3251,HVN430,79044,1776,142.0,2309.0,41.25,-54.0,----,----,----,116,101,88809D,----,arrival,south,15L,89.7,A321,2019-12-21 21:56:06.323128,2019-12-21 21:57:23.536696
0,MLAT,2019-12-21 22:01:07.012408,2019.12.21 22:01:07.012408,1693,22,1,7,37.47128069,126.41691506,-76.0,----,74.404301,143.746162,6560,JJA2406,79267,1248,-1968.5,975.0,44.0,-60.0,----,----,----,116,101,71C090,----,arrival,south,16L,207.1,B738,2019-12-21 21:59:53.798840,2019-12-21 22:01:03.422584
0,MLAT,2019-12-21 21:15:50.274552,2019.12.21 21:15:50.274552,17948,21,15,50,37.48229384,126.44162357,-76.0,89,73.919297,145.611238,3225,JJA4206,76550,1359,217.0,2196.5,41.75,-61.0,----,----,----,116,101,71C333,----,arrival,south,15L,224.6,B738,2019-12-21 21:14:59.798840,2019-12-21 21:15:47.012408
0,MLAT,2019-12-21 21:43:30.422584,2019.12.21 21:43:30.422584,63459,21,43,30,37.47125924,126.41689897,-76.0,----,76.316774,144.331411,3256,JJA4304,78210,439,-1969.5,972.5,44.5,-62.0,----,----,----,116,101,71C303,----,arrival,south,16L,208.3,B738,2019-12-21 21:42:23.323128,2019-12-21 21:43:27.684728
0,MLAT,2019-12-21 21:59:40.274552,2019.12.21 21:59:40.274552,90054,21,59,40,37.48298049,126.44102275,-76.0,160,76.558801,145.375845,2727,JNA024,79180,1081,164.0,2273.0,43.5,-63.0,----,----,----,116,101,71BD64,----,arrival,south,15L,131.70000000000002,B738,2019-12-21 21:58:27.323128,2019-12-21 21:59:38.274552
0,MLAT,2019-12-21 22:02:51.422584,2019.12.21 22:02:51.422584,4592,22,2,51,37.48362422,126.44044876,-76.0,----,74.404301,143.746162,3203,JNA058,79371,388,113.5,2344.5,44.0,-60.0,----,----,----,116,101,71BD62,----,arrival,south,15L,44.0,B738,2019-12-21 22:01:40.798840,2019-12-21 22:02:50.684728
