,Type,Port,STS,VIS,WD,WS,Temp,Original Message,IssueTime,Pressure,DuePoint,DensityAltitude,Headwind,Crosswind,Wet
239,METAR,RKSI,0,10000,310,13,-1,261430Z 31013KT CAVOK M01/M07 Q1020 NOSIG=,2019-12-26 23:30:00,1020.0,-7.0,-2102.475797701278,12.576780755625501,3.2900738327472303,0.0
240,METAR,RKSI,0,10000,330,13,-1,261500Z 33013KT CAVOK M01/M06 Q1020 NOSIG=,2019-12-27 00:00:00,1020.0,-6.0,-2098.7586665592808,12.943579593131744,1.2098542541411632,0.0
241,METAR,RKSI,0,10000,310,13,-1,261530Z 31013KT CAVOK M01/M07 Q1020 NOSIG=,2019-12-27 00:30:00,1020.0,-7.0,-2102.475797701278,12.576780755625501,3.2900738327472303,0.0
242,METAR,RKSI,0,10000,310,11,-2,261600Z 31011KT CAVOK M02/M07 Q1021 NOSIG=,2019-12-27 01:00:00,1021.0,-7.0,-2264.141618959138,10.641891408606194,2.7839086277091947,0.0
243,METAR,RKSI,0,10000,310,10,-2,261630Z 31010KT CAVOK M02/M08 Q1021 NOSIG=,2019-12-27 01:30:00,1021.0,-8.0,-2267.6129277224522,9.67444673509654,2.5308260251901773,0.0
244,METAR,RKSI,0,10000,310,10,-2,261700Z 31010KT CAVOK M02/M08 Q1021 NOSIG=,2019-12-27 02:00:00,1021.0,-8.0,-2267.6129277224522,9.67444673509654,2.5308260251901773,0.0
245,METAR,RKSI,0,10000,320,9,-2,261730Z 32009KT CAVOK M02/M07 Q1022 NOSIG=,2019-12-27 02:30:00,1022.0,-7.0,-2298.1539898674414,8.970249130283728,0.7311843410823543,0.0
246,METAR,RKSI,0,10000,320,10,-3,261800Z 32010KT CAVOK M03/M08 Q1022 NOSIG=,2019-12-27 03:00:00,1022.0,-8.0,-2429.8953760196746,9.96694347809303,0.8124270456470604,0.0
247,METAR,RKSI,0,10000,320,9,-2,261830Z 32009KT CAVOK M02/M08 Q1022 NOSIG=,2019-12-27 03:30:00,1022.0,-8.0,-2301.622696589824,8.970249130283728,0.7311843410823543,0.0
248,METAR,RKSI,0,10000,320,10,-3,261900Z 32010KT CAVOK M03/M08 Q1022 NOSIG=,2019-12-27 04:00:00,1022.0,-8.0,-2429.8953760196746,9.96694347809303,0.8124270456470604,0.0
249,METAR,RKSI,0,10000,320,10,-3,261930Z 32010KT CAVOK M03/M08 Q1022 NOSIG=,2019-12-27 04:30:00,1022.0,-8.0,-2429.8953760196746,9.96694347809303,0.8124270456470604,0.0
250,METAR,RKSI,0,10000,320,6,-3,262000Z 32006KT CAVOK M03/M08 Q1022 NOSIG=,2019-12-27 05:00:00,1022.0,-8.0,-2429.8953760196746,5.980166086855818,0.4874562273882362,0.0
251,METAR,RKSI,0,10000,320,5,-3,262030Z 32005KT CAVOK M03/M08 Q1022 NOSIG=,2019-12-27 05:30:00,1022.0,-8.0,-2429.8953760196746,4.983471739046515,0.4062135228235302,0.0
252,METAR,RKSI,0,10000,310,8,-3,262100Z 31008KT CAVOK M03/M08 Q1022 NOSIG=,2019-12-27 06:00:00,1022.0,-8.0,-2429.8953760196746,7.739557388077231,2.0246608201521417,0.0
253,METAR,RKSI,0,10000,360,5,-3,262130Z 36005KT 330V030 CAVOK M03/M08 Q1023 NOSIG=,2019-12-27 06:30:00,1023.0,-8.0,-2463.909186156722,4.078669852495138,2.8921362752033812,0.0
254,METAR,RKSI,0,10000,360,6,-3,262200Z 36006KT CAVOK M03/M09 Q1023 NOSIG=,2019-12-27 07:00:00,1023.0,-9.0,-2467.146475308755,4.894403822994166,3.470563530244058,0.0
255,METAR,RKSI,0,10000,360,6,-3,262230Z 36006KT CAVOK M03/M09 Q1024 NOSIG=,2019-12-27 07:30:00,1024.0,-9.0,-2501.1324062463996,4.894403822994166,3.470563530244058,0.0
256,METAR,RKSI,0,10000,360,5,-4,262300Z 36005KT CAVOK M04/M09 Q1024 NOSIG=,2019-12-27 08:00:00,1024.0,-9.0,-2630.0549434459986,4.078669852495138,2.8921362752033812,0.0
257,METAR,RKSI,0,10000,20,3,-3,262330Z 02003KT CAVOK M03/M09 Q1024 NOSIG=,2019-12-27 08:30:00,1024.0,-9.0,-2501.1324062463996,1.7061162597895216,2.4676238181866,0.0
258,METAR,RKSI,0,10000,10,6,-2,270000Z 01006KT CAVOK M02/M09 Q1025 NOSIG=,2019-12-27 09:00:00,1025.0,-9.0,-2406.7289468935014,4.217389798753054,4.267742176534763,0.0
259,METAR,RKSI,0,10000,340,7,-1,270030Z 34007KT CAVOK M01/M09 Q1025 NOSIG=,2019-12-27 09:30:00,1025.0,-9.0,-2278.948294914442,6.750610756923679,1.851824616022345,0.0
260,METAR,RKSI,0,10000,330,7,-1,270100Z 33007KT 300V360 CAVOK M01/M09 Q1026 NOSIG=,2019-12-27 10:00:00,1026.0,-9.0,-2312.8246796266244,6.969619780917093,0.6514599829990879,0.0
261,METAR,RKSI,0,10000,340,7,0,270130Z 34007KT CAVOK 00/M08 Q1026 NOSIG=,2019-12-27 10:30:00,1026.0,-8.0,-2182.371726167995,6.750610756923679,1.851824616022345,0.0
262,METAR,RKSI,0,10000,340,6,0,270200Z 34006KT 310V010 CAVOK M00/M08 Q1026 NOSIG=,2019-12-27 11:00:00,1026.0,-8.0,-2182.371726167995,5.786237791648868,1.5872782423048672,0.0
263,METAR,RKSI,0,10000,340,6,0,270230Z 34006KT 310V010 CAVOK 00/M09 Q1026 NOSIG=,2019-12-27 11:30:00,1026.0,-9.0,-2185.593390930426,5.786237791648868,1.5872782423048672,0.0
264,METAR,RKSI,0,10000,350,7,1,270300Z 35007KT CAVOK 01/M12 Q1025 NOSIG=,2019-12-27 12:00:00,1025.0,-12.0,-2033.5293696315798,6.326487841055006,2.9959224951562367,0.0
265,METAR,RKSI,0,10000,330,6,1,270330Z 33006KT 300V360 CAVOK 01/M11 Q1025 NOSIG=,2019-12-27 12:30:00,1025.0,-11.0,-2030.92178555539,5.973959812214652,0.5583942711420753,0.0
266,METAR,RKSI,0,10000,340,6,1,270400Z 34006KT 290V010 CAVOK 01/M12 Q1025 NOSIG=,2019-12-27 13:00:00,1025.0,-12.0,-2033.5293696315798,5.786237791648868,1.5872782423048672,0.0
267,METAR,RKSI,0,10000,290,9,1,270430Z 29009KT 260V320 CAVOK 01/M14 Q1025 NOSIG=,2019-12-27 13:30:00,1025.0,-14.0,-2038.2137267432292,7.402871454559798,5.118348779368567,0.0
268,METAR,RKSI,0,10000,300,9,1,270500Z 30009KT CAVOK 01/M12 Q1025 NOSIG=,2019-12-27 14:00:00,1025.0,-12.0,-2033.5293696315798,8.17919714120436,3.755094422955888,0.0
269,METAR,RKSI,0,10000,280,8,1,270530Z 28008KT 260V320 CAVOK 01/M12 Q1025 NOSIG=,2019-12-27 14:30:00,1025.0,-12.0,-2033.5293696315798,5.69032290204635,5.623186398337406,0.0
270,METAR,RKSI,0,10000,300,7,2,270600Z 30007KT 270V340 CAVOK 02/M10 Q1025 NOSIG=,2019-12-27 15:00:00,1025.0,-10.0,-1902.060342450155,6.361597776492281,2.920628995632357,0.0
271,METAR,RKSI,0,10000,310,7,2,270630Z 31007KT CAVOK 02/M10 Q1025 NOSIG=,2019-12-27 15:30:00,1025.0,-10.0,-1902.060342450155,6.7721127145675775,1.7715782176331238,0.0
272,METAR,RKSI,0,10000,310,6,2,270700Z 31006KT 9999 FEW030 02/M10 Q1025 NOSIG=,2019-12-27 16:00:00,1025.0,-10.0,-1902.060342450155,5.804668041057924,1.5184956151141062,0.0
273,METAR,RKSI,0,10000,310,6,1,"270730Z 31006KT 270V330 9999 FEW030 01/M10 Q1025_x000d_
          NOSIG=",2019-12-27 16:30:00,1025.0,-10.0,-2028.1220302918043,5.804668041057924,1.5184956151141062,0.0
274,METAR,RKSI,0,10000,300,7,1,270800Z 30007KT 9999 FEW030 01/M10 Q1026 NOSIG=,2019-12-27 17:00:00,1026.0,-10.0,-2061.937932279574,6.361597776492281,2.920628995632357,0.0
275,METAR,RKSI,0,10000,300,6,1,270830Z 30006KT 9999 FEW030 01/M09 Q1026 NOSIG=,2019-12-27 17:30:00,1026.0,-9.0,-2058.9360598476387,5.452798094136241,2.5033962819705917,0.0
276,METAR,RKSI,0,10000,300,2,1,270900Z 30002KT 9999 SCT040 01/M08 Q1026 NOSIG=,2019-12-27 18:00:00,1026.0,-8.0,-2055.717160541345,1.8175993647120803,0.8344654273235306,0.0
277,METAR,RKSI,0,10000,330,1,0,270930Z 33001KT 9999 SCT040 00/M08 Q1026 NOSIG=,2019-12-27 18:30:00,1026.0,-8.0,-2182.371726167995,0.9956599687024419,0.09306571185701255,0.0
278,METAR,RKSI,0,10000,30,1,0,271000Z 03001KT 9999 FEW040 M00/M08 Q1026 NOSIG=,2019-12-27 19:00:00,1026.0,-8.0,-2182.371726167995,0.4172327136617651,0.9087996823560401,0.0
279,METAR,RKSI,0,10000,150,2,-1,271030Z 15002KT 9999 FEW040 M01/M09 Q1026 NOSIG=,2019-12-27 19:30:00,1026.0,-9.0,-2312.8246796266244,1.9913199374048838,0.1861314237140255,0.0
280,METAR,RKSI,0,10000,150,3,-1,271100Z 15003KT 9999 FEW040 M01/M08 Q1026 NOSIG=,2019-12-27 20:00:00,1026.0,-8.0,-2309.600236876161,2.986979906107326,0.27919713557103826,0.0
281,METAR,RKSI,0,10000,110,3,-1,271130Z 11003KT 080V150 CAVOK M01/M08 Q1026 NOSIG=,2019-12-27 20:30:00,1026.0,-8.0,-2309.600236876161,2.4676238181866,1.7061162597895214,0.0
282,METAR,RKSI,0,10000,140,3,-1,271200Z 14003KT CAVOK M01/M07 Q1026 NOSIG=,2019-12-27 21:00:00,1026.0,-7.0,-2306.144883948738,2.9900830434279095,0.2437281136941168,0.0
283,METAR,RKSI,0,10000,140,2,-1,271230Z 14002KT CAVOK M01/M08 Q1027 NOSIG=,2019-12-27 21:30:00,1027.0,-8.0,-2343.453748415647,1.9933886956186062,0.1624854091294112,0.0
284,METAR,RKSI,0,10000,70,2,-2,271300Z 07002KT CAVOK M02/M08 Q1027 NOSIG=,2019-12-27 22:00:00,1027.0,-8.0,-2471.2902272211513,0.5290927474349565,1.9287459305496226,0.0
285,METAR,RKSI,0,10000,110,2,-3,271330Z 11002KT CAVOK M03/M08 Q1027 NOSIG=,2019-12-27 22:30:00,1027.0,-8.0,-2599.7102897290956,1.6450825454577334,1.137410839859681,0.0
286,METAR,RKSI,0,10000,140,2,-2,271400Z 14002KT CAVOK M02/M07 Q1027 NOSIG=,2019-12-27 23:00:00,1027.0,-7.0,-2467.834463511153,1.9933886956186062,0.1624854091294112,0.0
287,METAR,RKSI,0,10000,120,1,-3,271430Z 12001KT CAVOK M03/M08 Q1027 NOSIG=,2019-12-27 23:30:00,1027.0,-8.0,-2599.7102897290956,0.9087996823560401,0.41723271366176523,0.0
288,METAR,RKSI,0,10000,120,5,-1,271500Z 12005KT CAVOK M01/M06 Q1027 NOSIG=,2019-12-28 00:00:00,1027.0,-6.0,-2336.303266234019,4.5439984117802,2.086163568308826,0.0
289,METAR,RKSI,0,10000,120,5,-1,271530Z 12005KT CAVOK M01/M06 Q1027 NOSIG=,2019-12-28 00:30:00,1027.0,-6.0,-2336.303266234019,4.5439984117802,2.086163568308826,0.0
290,METAR,RKSI,0,10000,140,5,-1,271600Z 14005KT CAVOK M01/M05 Q1027 NOSIG=,2019-12-28 01:00:00,1027.0,-5.0,-2332.345712962528,4.983471739046515,0.406213522823528,0.0
291,METAR,RKSI,0,10000,130,6,-2,271630Z 13006KT CAVOK M02/M06 Q1027 NOSIG=,2019-12-28 01:30:00,1027.0,-6.0,-2464.1335565902255,5.8046680410579246,1.518495615114105,0.0
292,METAR,RKSI,0,10000,150,8,-3,271700Z 15008KT CAVOK M03/M06 Q1027 NOSIG=,2019-12-28 02:00:00,1027.0,-6.0,-2592.547402398107,7.965279749619535,0.744525694856102,0.0
293,METAR,RKSI,0,10000,160,10,-1,271730Z 16010KT CAVOK M01/M06 Q1028 NOSIG=,2019-12-28 02:30:00,1028.0,-6.0,-2370.136867814275,9.643729652748114,2.6454637371747824,0.0
294,METAR,RKSI,0,10000,150,9,-1,271800Z 15009KT 9999 FEW030 M01/M06 Q1028 NOSIG=,2019-12-28 03:00:00,1028.0,-6.0,-2370.136867814275,8.960939718321978,0.8375914067131147,0.0
295,METAR,RKSI,0,10000,150,9,-2,271830Z 15009KT 9999 FEW030 M02/M05 Q1027 NOSIG=,2019-12-28 03:30:00,1027.0,-5.0,-2460.1725782185804,8.960939718321978,0.8375914067131147,0.0
296,METAR,RKSI,0,10000,150,9,-1,271900Z 15009KT 9999 FEW030 M01/M05 Q1027 NOSIG=,2019-12-28 04:00:00,1027.0,-5.0,-2332.345712962528,8.960939718321978,0.8375914067131147,0.0
297,METAR,RKSI,0,10000,150,9,-1,271930Z 15009KT 9999 FEW030 M01/M05 Q1028 NOSIG=,2019-12-28 04:30:00,1028.0,-5.0,-2366.1822643553087,8.960939718321978,0.8375914067131147,0.0
298,METAR,RKSI,0,10000,150,8,-1,272000Z 15008KT 9999 FEW030 M01/M05 Q1027 NOSIG=,2019-12-28 05:00:00,1027.0,-5.0,-2332.345712962528,7.965279749619535,0.744525694856102,0.0
299,METAR,RKSI,0,10000,150,7,-1,272030Z 15007KT CAVOK M01/M04 Q1027 NOSIG=,2019-12-28 05:30:00,1027.0,-4.0,-2328.1126475356637,6.969619780917093,0.6514599829990892,0.0
300,METAR,RKSI,0,10000,140,7,-1,272100Z 14007KT CAVOK M01/M04 Q1027 NOSIG=,2019-12-28 06:00:00,1027.0,-4.0,-2328.1126475356637,6.976860434665122,0.5686989319529392,0.0
301,METAR,RKSI,0,10000,140,9,-1,272130Z 14009KT CAVOK M01/M04 Q1027 NOSIG=,2019-12-28 06:30:00,1027.0,-4.0,-2328.1126475356637,8.970249130283728,0.7311843410823504,0.0
302,METAR,RKSI,0,10000,130,9,-1,272200Z 13009KT CAVOK M01/M04 Q1027 NOSIG=,2019-12-28 07:00:00,1027.0,-4.0,-2328.1126475356637,8.707002061586886,2.2777434226711573,0.0
303,METAR,RKSI,0,10000,140,9,-1,272230Z 14009KT CAVOK M01/M05 Q1028 NOSIG=,2019-12-28 07:30:00,1028.0,-5.0,-2366.1822643553087,8.970249130283728,0.7311843410823504,0.0
304,METAR,RKSI,0,10000,140,9,-1,272300Z 14009KT CAVOK M01/M06 Q1028 NOSIG=,2019-12-28 08:00:00,1028.0,-6.0,-2370.136867814275,8.970249130283728,0.7311843410823504,0.0
305,METAR,RKSI,0,10000,130,8,0,272330Z 13008KT CAVOK M00/M05 Q1028 NOSIG=,2019-12-28 08:30:00,1028.0,-5.0,-2238.905005938777,7.739557388077232,2.02466082015214,0.0
306,METAR,RKSI,0,10000,130,8,0,280000Z 13008KT CAVOK 00/M06 Q1028 NOSIG=,2019-12-28 09:00:00,1028.0,-6.0,-2242.8562023467184,7.739557388077232,2.02466082015214,0.0
307,METAR,RKSI,0,10000,140,13,1,280030Z 14013KT CAVOK 01/M06 Q1028 NOSIG=,2019-12-28 09:30:00,1028.0,-6.0,-2116.1497172378727,12.957026521520941,1.0561551593411729,0.0
308,METAR,RKSI,0,10000,140,13,1,280100Z 14013KT CAVOK 01/M07 Q1028 NOSIG=,2019-12-28 10:00:00,1028.0,-7.0,-2119.8383157771245,12.957026521520941,1.0561551593411729,0.0
309,METAR,RKSI,0,10000,150,14,2,280130Z 15014KT CAVOK 02/M06 Q1028 NOSIG=,2019-12-28 10:30:00,1028.0,-6.0,-1990.0127420059146,13.939239561834187,1.3029199659981785,0.0
310,METAR,RKSI,0,10000,140,13,3,280200Z 14013KT CAVOK 03/M06 Q1028 NOSIG=,2019-12-28 11:00:00,1028.0,-6.0,-1864.4406609581529,12.957026521520941,1.0561551593411729,0.0
311,METAR,RKSI,0,10000,140,13,3,280230Z 14013KT CAVOK 03/M06 Q1028 NOSIG=,2019-12-28 11:30:00,1028.0,-6.0,-1864.4406609581529,12.957026521520941,1.0561551593411729,0.0
312,METAR,RKSI,0,10000,140,12,4,280300Z 14012KT CAVOK 04/M05 Q1028 NOSIG=,2019-12-28 12:00:00,1028.0,-5.0,-1735.4911916950234,11.960332173711638,0.9749124547764672,0.0
313,METAR,RKSI,0,10000,150,13,4,280330Z 15013KT CAVOK 04/M05 Q1027 NOSIG=,2019-12-28 12:30:00,1027.0,-5.0,-1701.7990936675783,12.943579593131744,1.2098542541411657,0.0
314,METAR,RKSI,0,10000,160,11,4,"280400Z 16011KT 9999 FEW040 SCT070 BKN200 04/M05_x000d_
          Q1027 NOSIG=",2019-12-28 13:00:00,1027.0,-5.0,-1701.7990936675783,10.608102618022924,2.9100101108922605,0.0
315,METAR,RKSI,0,10000,160,11,5,"280430Z 16011KT 9999 FEW045 BKN070 05/M04 Q1027_x000d_
          NOSIG=",2019-12-28 13:30:00,1027.0,-4.0,-1573.163577118767,10.608102618022924,2.9100101108922605,0.0
316,METAR,RKSI,0,10000,140,10,5,"280500Z 14010KT 9999 FEW045 BKN070 05/M03 Q1027_x000d_
          NOSIG=",2019-12-28 14:00:00,1027.0,-3.0,-1568.6616844294783,9.96694347809303,0.812427045647056,0.0
317,METAR,RKSI,0,10000,150,9,5,"280530Z 15009KT 9999 BKN040 OVC070 05/M03 Q1027_x000d_
          NOSIG=",2019-12-28 14:30:00,1027.0,-3.0,-1568.6616844294783,8.960939718321978,0.8375914067131147,0.0
318,METAR,RKSI,0,10000,150,10,5,280600Z 15010KT 9999 OVC040 05/M03 Q1027 NOSIG=,2019-12-28 15:00:00,1027.0,-3.0,-1568.6616844294783,9.956599687024418,0.9306571185701275,0.0
319,METAR,RKSI,0,10000,140,9,5,280630Z 14009KT 9999 OVC045 05/M03 Q1027 NOSIG=,2019-12-28 15:30:00,1027.0,-3.0,-1568.6616844294783,8.970249130283728,0.7311843410823504,0.0
320,METAR,RKSI,0,10000,150,11,5,"280700Z 15011KT 9999 BKN045 BKN070 05/M03 Q1027_x000d_
          NOSIG=",2019-12-28 16:00:00,1027.0,-3.0,-1568.6616844294783,10.952259655726861,1.0237228304271402,0.0
321,METAR,RKSI,0,10000,150,10,5,"280730Z 15010KT 9999 SCT030 BKN070 05/M03 Q1027_x000d_
          NOSIG=",2019-12-28 16:30:00,1027.0,-3.0,-1568.6616844294783,9.956599687024418,0.9306571185701275,0.0
322,METAR,RKSI,0,10000,150,7,4,"280800Z 15007KT 9999 SCT030 BKN070 04/M03 Q1027_x000d_
          NOSIG=",2019-12-28 17:00:00,1027.0,-3.0,-1693.078395178085,6.969619780917093,0.6514599829990892,0.0
323,METAR,RKSI,0,10000,140,7,5,280830Z 14007KT 9999 BKN030 05/M03 Q1027 NOSIG=,2019-12-28 17:30:00,1027.0,-3.0,-1568.6616844294783,6.976860434665122,0.5686989319529392,0.0
324,METAR,RKSI,0,10000,140,8,4,280900Z 14008KT 9999 BKN035 04/M03 Q1028 NOSIG=,2019-12-28 18:00:00,1028.0,-3.0,-1726.7769944784766,7.973554782474425,0.6499416365176448,0.0
325,METAR,RKSI,0,10000,150,9,5,280930Z 15009KT 9999 BKN030 05/M03 Q1028 NOSIG=,2019-12-28 18:30:00,1028.0,-3.0,-1602.331773630871,8.960939718321978,0.8375914067131147,0.0
326,METAR,RKSI,0,10000,140,8,4,"281000Z 14008KT 9999 SCT030 BKN060 04/M03 Q1028_x000d_
          NOSIG=",2019-12-28 19:00:00,1028.0,-3.0,-1726.7769944784766,7.973554782474425,0.6499416365176448,0.0
327,METAR,RKSI,0,10000,140,9,4,281030Z 14009KT 9999 SCT030 04/M03 Q1027 NOSIG=,2019-12-28 19:30:00,1027.0,-3.0,-1693.078395178085,8.970249130283728,0.7311843410823504,0.0
328,METAR,RKSI,0,10000,150,10,4,"281100Z 15010KT 9999 FEW030 SCT060 04/M03 Q1028_x000d_
          NOSIG=",2019-12-28 20:00:00,1028.0,-3.0,-1726.7769944784766,9.956599687024418,0.9306571185701275,0.0
329,METAR,RKSI,0,10000,150,11,5,"281130Z 15011KT 9999 FEW030 BKN060 05/M02 Q1028_x000d_
          NOSIG=",2019-12-28 20:30:00,1028.0,-2.0,-1597.525835853649,10.952259655726861,1.0237228304271402,0.0
330,METAR,RKSI,0,10000,160,10,5,"281200Z 16010KT 9999 SCT030 BKN065 05/M01 Q1028_x000d_
          NOSIG=",2019-12-28 21:00:00,1028.0,-1.0,-1592.3945076966352,9.643729652748114,2.6454637371747824,0.0
331,METAR,RKSI,0,9000,160,11,5,281230Z 16011KT 9000 NSC 05/M01 Q1028 NOSIG=,2019-12-28 21:30:00,1028.0,-1.0,-1592.3945076966352,10.608102618022924,2.9100101108922605,0.0
332,METAR,RKSI,0,8000,150,9,4,281300Z 15009KT 8000 NSC 04/M01 Q1029 NOSIG=,2019-12-28 22:00:00,1029.0,-1.0,-1750.5122095461443,8.960939718321978,0.8375914067131147,0.0
333,METAR,RKSI,0,9000,150,7,4,281330Z 15007KT 9000 NSC 04/M02 Q1029 NOSIG=,2019-12-28 22:30:00,1029.0,-2.0,-1755.6440564379116,6.969619780917093,0.6514599829990892,0.0
334,METAR,RKSI,0,10000,120,6,4,281400Z 12006KT 090V160 CAVOK 04/M03 Q1028 NOSIG=,2019-12-28 23:00:00,1028.0,-3.0,-1726.7769944784766,5.452798094136241,2.5033962819705913,0.0
335,METAR,RKSI,0,10000,140,9,4,281430Z 14009KT CAVOK 04/M03 Q1028 NOSIG=,2019-12-28 23:30:00,1028.0,-3.0,-1726.7769944784766,8.970249130283728,0.7311843410823504,0.0
