#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
#Type,TimeGet,TimeStamp,Index,Hour,Min,Sec,Latitude,Longitude,BAlt,MeasuredFL,GroudSpeed,TrackAngle,Mode3A,ModeSIdent,TimeOfDay,TrackNo,X(m),Y(m),SpeedX(m/s),SpeedY(m/s),VRate(m/s),AccelX(m/s2),AccelY(m/s2),SAC,SIC,CODE,FDPCallSign
MLAT,2019.12.21 17:00:14.798840,2019.12.21 17:00:14.798840,30,17,0,14,37.41804957,126.49879217,220,327,71.725170,324.648045,1314,SOO7950,61214,1362,5278.500000,-4931.500000,-41.500000,58.500000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:13.422584,2019.12.21 17:00:13.422584,31,17,0,13,37.45696306,126.45841956,-68,----,36.356739,324.233324,4115,VJC839,61213,1729,1703.500000,-614.500000,-21.250000,29.500000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:15.798840,2019.12.21 17:00:15.798840,32,17,0,15,37.45657146,126.44872606,-83,40,0.750000,180.000000,7117,CEB187,61215,258,846.000000,-658.000000,0.000000,-0.750000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:14.684728,2019.12.21 17:00:14.684728,33,17,0,14,37.46187687,126.44608140,-83,83,0.790569,108.434949,2000,TEST,61214,1249,611.500000,-69.500000,0.750000,-0.250000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:15.798840,2019.12.21 17:00:15.798840,34,17,0,15,37.41854846,126.49836302,213,308,70.392649,325.124672,1314,SOO7950,61215,1362,5240.000000,-4876.500000,-40.250000,57.750000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:14.422584,2019.12.21 17:00:14.422584,35,17,0,14,37.45723665,126.45816743,-68,----,37.404044,323.972627,4115,VJC839,61214,1729,1681.000000,-584.000000,-22.000000,30.250000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:16.798840,2019.12.21 17:00:16.798840,36,17,0,16,37.45657146,126.44872069,-83,40,0.559017,206.565051,7117,CEB187,61216,258,845.500000,-658.000000,-0.250000,-0.500000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:15.684728,2019.12.21 17:00:15.684728,37,17,0,15,37.46187687,126.44606531,-83,80,0.559017,296.565051,2000,TEST,61215,1249,610.500000,-69.000000,-0.500000,0.250000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:16.798840,2019.12.21 17:00:16.798840,38,17,0,16,37.41903126,126.49796069,205,280,67.404099,325.425809,1314,SOO7950,61216,1362,5205.000000,-4823.000000,-38.250000,55.500000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:15.684728,2019.12.21 17:00:15.684728,39,17,0,15,37.45757461,126.45787776,-68,51,41.268935,324.865807,4115,VJC839,61215,1729,1655.500000,-546.500000,-23.750000,33.750000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:17.798840,2019.12.21 17:00:17.798840,40,17,0,17,37.45655000,126.44873679,-83,41,1.346291,158.198591,7117,CEB187,61217,258,846.500000,-660.500000,0.500000,-1.250000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:16.684728,2019.12.21 17:00:16.684728,41,17,0,16,37.46187150,126.44606531,-83,80,0.750000,270.000000,2000,TEST,61216,1249,610.000000,-70.000000,-0.750000,-0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:17.798840,2019.12.21 17:00:17.798840,42,17,0,17,37.41949260,126.49756908,205,264,65.454660,326.370627,1314,SOO7950,61217,1362,5170.000000,-4772.000000,-36.250000,54.500000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:16.422584,2019.12.21 17:00:16.422584,43,17,0,16,37.45789647,126.45759344,-68,----,42.866800,324.734232,4115,VJC839,61216,1729,1630.500000,-511.000000,-24.750000,35.000000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:19.323128,2019.12.21 17:00:19.323128,44,17,0,19,37.45651245,126.44873679,-83,43,2.549510,191.309932,7117,CEB187,61219,258,847.000000,-664.500000,-0.500000,-2.500000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:17.684728,2019.12.21 17:00:17.684728,45,17,0,17,37.46187150,126.44607067,-83,80,0.250000,90.000000,2000,TEST,61217,1249,611.000000,-70.000000,0.250000,0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:19.323128,2019.12.21 17:00:19.323128,46,17,0,19,37.42002904,126.49710774,198,300,68.297602,326.193596,1314,SOO7950,61219,1362,5129.000000,-4712.500000,-38.000000,56.750000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:17.422584,2019.12.21 17:00:17.422584,47,17,0,17,37.45822906,126.45732522,-68,----,43.829214,325.222169,4115,VJC839,61217,1729,1607.000000,-474.000000,-25.000000,36.000000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:20.323128,2019.12.21 17:00:20.323128,48,17,0,20,37.45650172,126.44874215,-83,43,1.000000,180.000000,7117,CEB187,61220,258,847.000000,-666.000000,0.000000,-1.000000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:18.684728,2019.12.21 17:00:18.684728,49,17,0,18,37.46188223,126.44604385,-83,78,0.901388,303.690068,2000,TEST,61218,1249,608.500000,-68.500000,-0.750000,0.500000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:20.323128,2019.12.21 17:00:20.323128,50,17,0,20,37.42066741,126.49646938,198,310,75.157335,323.930590,1314,SOO7950,61220,1362,5073.000000,-4641.500000,-44.250000,60.750000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:18.422584,2019.12.21 17:00:18.422584,51,17,0,18,37.45861530,126.45696580,-68,----,49.260151,324.293309,4115,VJC839,61218,1729,1574.500000,-431.000000,-28.750000,40.000000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:21.323128,2019.12.21 17:00:21.323128,52,17,0,21,37.45650709,126.44872606,-83,43,0.500000,270.000000,7117,CEB187,61221,258,846.000000,-665.000000,-0.500000,-0.000000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:19.684728,2019.12.21 17:00:19.684728,53,17,0,19,37.46187687,126.44606531,-83,81,0.559017,296.565051,2000,TEST,61219,1249,610.500000,-69.000000,-0.500000,0.250000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:21.323128,2019.12.21 17:00:21.323128,54,17,0,21,37.42126286,126.49597049,198,318,77.540312,324.977713,1314,SOO7950,61221,1362,5028.000000,-4575.500000,-44.500000,63.500000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:19.684728,2019.12.21 17:00:19.684728,55,17,0,19,37.45899081,126.45663857,-68,80,51.181662,325.145544,4115,VJC839,61219,1729,1546.000000,-389.500000,-29.250000,42.000000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:22.060984,2019.12.21 17:00:22.060984,56,17,0,22,37.45649636,126.44874215,-83,----,0.250000,180.000000,7117,CEB187,61222,258,847.000000,-666.000000,0.000000,-0.250000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:20.684728,2019.12.21 17:00:20.684728,57,17,0,20,37.46186614,126.44606531,-83,81,0.559017,206.565051,2000,TEST,61220,1249,610.000000,-70.000000,-0.250000,-0.500000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:22.323128,2019.12.21 17:00:22.323128,58,17,0,22,37.42180467,126.49546087,190,371,77.307826,323.945382,1314,SOO7950,61222,1362,4983.500000,-4515.500000,-45.500000,62.500000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:20.422584,2019.12.21 17:00:20.422584,59,17,0,20,37.45937705,126.45631671,-68,----,52.419581,326.082569,4115,VJC839,61220,1729,1517.000000,-346.500000,-29.250000,43.500000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:23.323128,2019.12.21 17:00:23.323128,60,17,0,23,37.45647490,126.44874752,-83,45,1.346291,158.198591,7117,CEB187,61223,258,847.500000,-669.000000,0.500000,-1.250000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:21.684728,2019.12.21 17:00:21.684728,61,17,0,21,37.46188223,126.44604921,-83,81,0.707107,315.000000,2000,TEST,61221,1249,609.000000,-68.500000,-0.500000,0.500000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:23.323128,2019.12.21 17:00:23.323128,62,17,0,23,37.42234111,126.49503708,182,382,74.060786,325.451633,1314,SOO7950,61223,1362,4945.500000,-4455.500000,-42.000000,61.000000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:21.422584,2019.12.21 17:00:21.422584,63,17,0,21,37.45980620,126.45593047,-68,----,55.893314,325.385887,4115,VJC839,61221,1729,1483.000000,-299.000000,-31.750000,46.000000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:24.323128,2019.12.21 17:00:24.323128,64,17,0,24,37.45646417,126.44874752,-83,47,0.790569,161.565051,7117,CEB187,61224,258,847.500000,-670.000000,0.250000,-0.750000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:22.684728,2019.12.21 17:00:22.684728,65,17,0,22,37.46188223,126.44605994,-83,81,0.250000,90.000000,2000,TEST,61222,1249,610.000000,-68.500000,0.250000,0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:24.323128,2019.12.21 17:00:24.323128,66,17,0,24,37.42291510,126.49439335,182,350,78.211652,322.141079,1314,SOO7950,61224,1362,4889.000000,-4392.000000,-48.000000,61.750000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:22.684728,2019.12.21 17:00:22.684728,67,17,0,22,37.46022463,126.45554960,-68,80,58.798384,326.445064,4115,VJC839,61222,1729,1449.500000,-252.500000,-32.500000,49.000000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:25.323128,2019.12.21 17:00:25.323128,68,17,0,25,37.45645344,126.44875288,-83,47,0.559017,153.434949,7117,CEB187,61225,258,848.000000,-671.000000,0.250000,-0.500000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:23.684728,2019.12.21 17:00:23.684728,69,17,0,23,37.46188223,126.44606531,-83,81,0.250000,90.000000,2000,TEST,61223,1249,610.000000,-68.500000,0.250000,0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:25.323128,2019.12.21 17:00:25.323128,70,17,0,25,37.42346764,126.49396420,175,335,76.069458,325.578759,1314,SOO7950,61225,1362,4851.000000,-4331.000000,-43.000000,62.750000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:23.422584,2019.12.21 17:00:23.422584,71,17,0,23,37.46065378,126.45517409,-68,----,58.732976,326.986357,4115,VJC839,61223,1729,1416.000000,-205.000000,-32.000000,49.250000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:26.323128,2019.12.21 17:00:26.323128,72,17,0,26,37.45644808,126.44874215,-83,49,0.500000,180.000000,7117,CEB187,61226,258,847.000000,-671.500000,0.000000,-0.500000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:24.684728,2019.12.21 17:00:24.684728,73,17,0,24,37.46187687,126.44606531,-83,81,0.000000,0.000000,2000,TEST,61224,1249,610.500000,-69.000000,0.000000,0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:25.798840,2019.12.21 17:00:25.798840,74,17,0,25,37.42398262,126.49354041,175,320,71.695537,326.088286,1314,SOO7950,61225,1362,4813.500000,-4274.000000,-40.000000,59.500000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:25.012408,2019.12.21 17:00:25.012408,75,17,0,25,37.46112585,126.45473421,-68,----,63.245553,325.304846,4115,VJC839,61225,1729,1377.000000,-152.500000,-36.000000,52.000000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:27.323128,2019.12.21 17:00:27.323128,76,17,0,27,37.45643735,126.44874215,-83,53,0.559017,206.565051,7117,CEB187,61227,258,847.000000,-673.000000,-0.250000,-0.500000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:25.684728,2019.12.21 17:00:25.684728,77,17,0,25,37.46187687,126.44607067,-83,80,0.000000,0.000000,2000,TEST,61225,1249,610.500000,-69.500000,0.000000,0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:26.798840,2019.12.21 17:00:26.798840,78,17,0,26,37.42452443,126.49297178,167,300,75.253737,322.559067,1314,SOO7950,61226,1362,4763.000000,-4213.500000,-45.750000,59.750000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:26.274552,2019.12.21 17:00:26.274552,79,17,0,26,37.46159256,126.45433724,-68,102,63.657286,325.561011,4115,VJC839,61226,1729,1342.500000,-100.500000,-36.000000,52.500000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:28.323128,2019.12.21 17:00:28.323128,80,17,0,28,37.45641589,126.44874215,-83,53,1.000000,180.000000,7117,CEB187,61228,258,847.000000,-675.500000,0.000000,-1.000000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:26.684728,2019.12.21 17:00:26.684728,81,17,0,26,37.46186614,126.44606531,-83,78,0.901388,146.309932,2000,TEST,61226,1249,610.500000,-70.000000,0.500000,-0.750000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:27.798840,2019.12.21 17:00:27.798840,82,17,0,27,37.42505550,126.49256945,167,287,73.220557,326.418447,1314,SOO7950,61227,1362,4727.000000,-4154.500000,-40.500000,61.000000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:27.012408,2019.12.21 17:00:27.012408,83,17,0,27,37.46206462,126.45392418,-68,----,64.906182,325.514209,4115,VJC839,61227,1729,1305.500000,-48.000000,-36.750000,53.500000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:27.684728,2019.12.21 17:00:27.684728,84,17,0,27,37.45639980,126.44874752,-83,49,0.559017,153.434949,7117,CEB187,61227,258,847.500000,-677.000000,0.250000,-0.500000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:27.684728,2019.12.21 17:00:27.684728,85,17,0,27,37.46187687,126.44605458,-83,78,0.250000,270.000000,2000,TEST,61227,1249,609.500000,-69.000000,-0.250000,-0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:28.274552,2019.12.21 17:00:28.274552,86,17,0,28,37.42560804,126.49204910,160,281,73.468531,324.416993,1314,SOO7950,61228,1362,4681.000000,-4093.000000,-42.750000,59.750000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:28.012408,2019.12.21 17:00:28.012408,87,17,0,28,37.46258497,126.45343602,-68,----,68.938378,325.042024,4115,VJC839,61228,1729,1262.500000,9.500000,-39.500000,56.500000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:28.684728,2019.12.21 17:00:28.684728,88,17,0,28,37.45639980,126.44873679,-83,49,0.353553,225.000000,7117,CEB187,61228,258,847.000000,-677.000000,-0.250000,-0.250000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:28.684728,2019.12.21 17:00:28.684728,89,17,0,28,37.46187687,126.44604921,-83,78,0.000000,0.000000,2000,TEST,61228,1249,609.000000,-69.000000,0.000000,0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:29.274552,2019.12.21 17:00:29.274552,90,17,0,29,37.42611229,126.49164140,160,272,71.074345,325.750967,1314,SOO7950,61229,1362,4645.000000,-4037.500000,-40.000000,58.750000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:29.274552,2019.12.21 17:00:29.274552,91,17,0,29,37.46308923,126.45299613,-68,116,69.902164,325.343726,4115,VJC839,61229,1729,1223.500000,65.500000,-39.750000,57.500000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:29.422584,2019.12.21 17:00:29.422584,92,17,0,29,37.45638907,126.44873679,-83,----,0.790569,161.565051,7117,CEB187,61229,258,846.500000,-678.000000,0.250000,-0.750000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:29.684728,2019.12.21 17:00:29.684728,93,17,0,29,37.46187687,126.44608140,-83,80,1.030776,104.036243,2000,TEST,61229,1249,612.000000,-69.000000,1.000000,-0.250000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:30.274552,2019.12.21 17:00:30.274552,94,17,0,30,37.42668629,126.49110496,152,266,74.718221,324.395466,1314,SOO7950,61230,1362,4597.500000,-3973.500000,-43.500000,60.750000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:30.274552,2019.12.21 17:00:30.274552,95,17,0,30,37.46360958,126.45252943,-68,97,71.562909,325.532712,4115,VJC839,61230,1729,1182.000000,123.000000,-40.500000,59.000000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:30.684728,2019.12.21 17:00:30.684728,96,17,0,30,37.45637834,126.44874752,-83,49,0.901388,146.309932,7117,CEB187,61230,258,847.500000,-679.500000,0.500000,-0.750000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:30.684728,2019.12.21 17:00:30.684728,97,17,0,30,37.46187150,126.44606531,-83,80,0.500000,270.000000,2000,TEST,61230,1249,610.500000,-69.500000,-0.500000,-0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:31.274552,2019.12.21 17:00:31.274552,98,17,0,31,37.42720127,126.49064362,152,280,72.052498,323.607225,1314,SOO7950,61231,1362,4556.500000,-3916.500000,-42.750000,58.000000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:31.012408,2019.12.21 17:00:31.012408,99,17,0,31,37.46416748,126.45200908,-68,----,75.452800,323.623692,4115,VJC839,61231,1729,1136.000000,185.500000,-44.750000,60.750000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:31.684728,2019.12.21 17:00:31.684728,100,17,0,31,37.45637298,126.44874215,-83,51,0.500000,180.000000,7117,CEB187,61231,258,847.500000,-680.000000,0.000000,-0.500000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:31.684728,2019.12.21 17:00:31.684728,101,17,0,31,37.46187150,126.44607604,-83,80,0.250000,90.000000,2000,TEST,61231,1249,611.500000,-70.000000,0.250000,0.000000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:32.274552,2019.12.21 17:00:32.274552,102,17,0,32,37.42774308,126.49011791,144,281,73.805488,322.431408,1314,SOO7950,61232,1362,4510.000000,-3856.500000,-45.000000,58.500000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:32.274552,2019.12.21 17:00:32.274552,103,17,0,32,37.46474147,126.45154238,-68,116,76.067815,326.936662,4115,VJC839,61232,1729,1095.000000,248.500000,-41.500000,63.750000,----,----,----,116,101,888156,----
MLAT,2019.12.21 17:00:32.684728,2019.12.21 17:00:32.684728,104,17,0,32,37.45634615,126.44873679,-83,53,1.274755,191.309932,7117,CEB187,61232,258,846.500000,-683.000000,-0.250000,-1.250000,----,----,----,116,101,758433,----
MLAT,2019.12.21 17:00:32.684728,2019.12.21 17:00:32.684728,105,17,0,32,37.46188760,126.44604921,-83,80,0.707107,315.000000,2000,TEST,61232,1249,609.000000,-68.000000,-0.500000,0.500000,----,----,----,116,101,71C078,----
MLAT,2019.12.21 17:00:33.274552,2019.12.21 17:00:33.274552,106,17,0,33,37.42829561,126.48966193,137,276,72.543091,325.105036,1314,SOO7950,61233,1362,4469.500000,-3795.000000,-41.500000,59.500000,----,----,----,116,101,A98C7A,----
MLAT,2019.12.21 17:00:33.274552,2019.12.21 17:00:33.274552,107,17,0,33,37.46529400,126.45101666,-68,133,76.205315,323.806793,4115,VJC839,61233,1729,1048.500000,310.500000,-45.000000,61.500000,----,----,----,116,101,888156,----
