#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
#Type,TimeGet,TimeStamp,Index,Hour,Min,Sec,Latitude,Longitude,BAlt,MeasuredFL,GroudSpeed,TrackAngle,Mode3A,ModeSIdent,TimeOfDay,TrackNo,X(m),Y(m),SpeedX(m/s),SpeedY(m/s),VRate(m/s),AccelX(m/s2),AccelY(m/s2),SAC,SIC,CODE,FDPCallSign
MLAT,2019.12.23 16:00:10.274552,2019.12.23 16:00:10.274552,15,16,0,10,37.45711863,126.45159602,-99,47,1.600781,141.340192,4164,APG889,57610,1844,1100.000000,-597.000000,1.000000,-1.250000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:10.684728,2019.12.23 16:00:10.684728,16,16,0,10,37.45217264,126.45889163,-106,74,0.000000,0.000000,2000,ETD873,57610,474,1745.500000,-1146.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:10.291512,2019.12.23 16:00:10.291512,17,16,0,10,37.46616304,126.45597339,----,91,5.408327,146.309932,----,CIVIL5,57610,614,1486.500000,406.500000,3.000000,-4.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:09.767224,2019.12.23 16:00:09.767224,18,16,0,9,37.48192370,126.42704844,----,621,0.500000,180.000000,2000,----,57609,1270,-1072.000000,2156.500000,0.000000,-0.500000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:11.274552,2019.12.23 16:00:11.274552,19,16,0,11,37.45709181,126.45161748,-99,45,2.150581,144.462322,4164,APG889,57611,1844,1101.500000,-600.000000,1.250000,-1.750000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:11.684728,2019.12.23 16:00:11.684728,20,16,0,11,37.45217264,126.45888627,-106,72,0.000000,0.000000,2000,ETD873,57611,474,1745.000000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:11.029368,2019.12.23 16:00:11.029368,21,16,0,11,37.46612012,126.45601630,----,----,5.700877,142.125016,----,CIVIL5,57611,614,1490.500000,401.500000,3.500000,-4.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:10.767224,2019.12.23 16:00:10.767224,22,16,0,10,37.48192370,126.42704844,----,619,0.250000,180.000000,2000,----,57610,1270,-1072.000000,2156.000000,0.000000,-0.250000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:12.274552,2019.12.23 16:00:12.274552,23,16,0,12,37.45709181,126.45163894,-99,43,1.677051,116.565051,4164,APG889,57612,1844,1103.500000,-600.000000,1.500000,-0.750000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:12.684728,2019.12.23 16:00:12.684728,24,16,0,12,37.45217800,126.45889699,-106,74,0.000000,0.000000,2000,ETD873,57612,474,1746.000000,-1145.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:12.291512,2019.12.23 16:00:12.291512,25,16,0,12,37.46608257,126.45605922,----,100,5.700877,142.125016,----,CIVIL5,57612,614,1494.500000,397.500000,3.500000,-4.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:11.767224,2019.12.23 16:00:11.767224,26,16,0,11,37.48192370,126.42705381,----,621,0.250000,90.000000,2000,----,57611,1270,-1071.500000,2156.500000,0.250000,0.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:13.274552,2019.12.23 16:00:13.274552,27,16,0,13,37.45707035,126.45164967,-99,41,1.802776,146.309932,4164,APG889,57613,1844,1104.500000,-602.500000,1.000000,-1.500000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:13.684728,2019.12.23 16:00:13.684728,28,16,0,13,37.45217264,126.45889163,-106,72,0.000000,0.000000,2000,ETD873,57613,474,1745.500000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:13.291512,2019.12.23 16:00:13.291512,29,16,0,13,37.46603966,126.45609677,----,97,5.700877,142.125016,----,CIVIL5,57613,614,1497.500000,393.000000,3.500000,-4.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:12.767224,2019.12.23 16:00:12.767224,30,16,0,12,37.48192906,126.42704308,----,621,0.500000,0.000000,2000,----,57612,1270,-1072.500000,2157.000000,0.000000,0.500000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:14.798840,2019.12.23 16:00:14.798840,31,16,0,14,37.45704889,126.45166576,-99,38,1.677051,153.434949,4164,APG889,57614,1844,1105.500000,-605.000000,0.750000,-1.500000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:14.684728,2019.12.23 16:00:14.684728,32,16,0,14,37.45217264,126.45889163,-106,72,0.000000,0.000000,2000,ETD873,57614,474,1745.000000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:14.291512,2019.12.23 16:00:14.291512,33,16,0,14,37.46599674,126.45611823,----,99,5.488625,149.931417,----,CIVIL5,57614,614,1499.500000,388.000000,2.750000,-4.750000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:13.767224,2019.12.23 16:00:13.767224,34,16,0,13,37.48192906,126.42705381,----,617,0.500000,90.000000,2000,----,57613,1270,-1071.500000,2157.000000,0.500000,0.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:15.798840,2019.12.23 16:00:15.798840,35,16,0,15,37.45701671,126.45167649,-99,34,2.236068,153.434949,4164,APG889,57615,1844,1107.000000,-608.500000,1.000000,-2.000000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:15.684728,2019.12.23 16:00:15.684728,36,16,0,15,37.45216727,126.45888627,-106,72,0.000000,0.000000,2000,ETD873,57615,474,1745.000000,-1146.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:15.291512,2019.12.23 16:00:15.291512,37,16,0,15,37.46595383,126.45614505,----,97,5.488625,149.931417,----,CIVIL5,57615,614,1502.000000,383.000000,2.750000,-4.750000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:14.767224,2019.12.23 16:00:14.767224,38,16,0,14,37.48191833,126.42704308,----,607,0.559017,206.565051,2000,----,57614,1270,-1072.000000,2155.500000,-0.250000,-0.500000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:16.798840,2019.12.23 16:00:16.798840,39,16,0,16,37.45700061,126.45170867,-99,30,2.474874,135.000000,4164,APG889,57616,1844,1109.500000,-610.500000,1.750000,-1.750000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:16.684728,2019.12.23 16:00:16.684728,40,16,0,16,37.45216727,126.45888627,-106,70,0.000000,0.000000,2000,ETD873,57616,474,1744.500000,-1146.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:16.029368,2019.12.23 16:00:16.029368,41,16,0,16,37.46591628,126.45618260,----,----,5.408327,146.309932,----,CIVIL5,57616,614,1505.500000,379.500000,3.000000,-4.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:15.767224,2019.12.23 16:00:15.767224,42,16,0,15,37.48192906,126.42704308,----,607,1.000000,0.000000,2000,----,57615,1270,-1072.000000,2157.000000,0.000000,1.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:17.798840,2019.12.23 16:00:17.798840,43,16,0,17,37.45699525,126.45171940,-99,30,1.600781,128.659808,4164,APG889,57617,1844,1110.500000,-611.000000,1.250000,-1.000000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:17.684728,2019.12.23 16:00:17.684728,44,16,0,17,37.45217264,126.45888627,-106,70,0.000000,0.000000,2000,ETD873,57617,474,1745.000000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:17.291512,2019.12.23 16:00:17.291512,45,16,0,17,37.46588945,126.45620942,----,87,4.301163,144.462322,----,CIVIL5,57617,614,1508.000000,376.500000,2.500000,-3.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:16.505080,2019.12.23 16:00:16.505080,46,16,0,16,37.48192906,126.42704308,----,----,0.000000,0.000000,2000,----,57616,1270,-1072.500000,2156.500000,0.000000,0.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:18.274552,2019.12.23 16:00:18.274552,47,16,0,18,37.45696843,126.45173550,-99,34,1.677051,153.434949,4164,APG889,57618,1844,1112.000000,-614.000000,0.750000,-1.500000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:18.684728,2019.12.23 16:00:18.684728,48,16,0,18,37.45217800,126.45890236,-106,72,0.353553,45.000000,2000,ETD873,57618,474,1746.000000,-1145.500000,0.250000,0.250000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:18.029368,2019.12.23 16:00:18.029368,49,16,0,18,37.46585727,126.45624161,----,----,4.506939,146.309932,----,CIVIL5,57618,614,1510.500000,372.500000,2.500000,-3.750000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:17.767224,2019.12.23 16:00:17.767224,50,16,0,17,37.48192906,126.42704308,----,611,0.250000,90.000000,2000,----,57617,1270,-1072.500000,2156.500000,0.250000,0.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:19.274552,2019.12.23 16:00:19.274552,51,16,0,19,37.45695233,126.45174623,-99,34,1.677051,153.434949,4164,APG889,57619,1844,1113.000000,-616.000000,0.750000,-1.500000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:19.684728,2019.12.23 16:00:19.684728,52,16,0,19,37.45217800,126.45889163,-106,72,0.000000,0.000000,2000,ETD873,57619,474,1745.500000,-1145.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:19.291512,2019.12.23 16:00:19.291512,53,16,0,19,37.46581972,126.45628452,----,76,5.153882,140.906141,----,CIVIL5,57619,614,1514.500000,368.500000,3.250000,-4.000000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:18.767224,2019.12.23 16:00:18.767224,54,16,0,18,37.48193979,126.42704308,----,613,1.030776,14.036243,2000,----,57618,1270,-1072.500000,2158.000000,0.250000,1.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:20.274552,2019.12.23 16:00:20.274552,55,16,0,20,37.45693088,126.45176232,-99,32,1.677051,153.434949,4164,APG889,57620,1844,1114.500000,-618.000000,0.750000,-1.500000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:20.684728,2019.12.23 16:00:20.684728,56,16,0,20,37.45217264,126.45889163,-106,70,0.000000,0.000000,2000,ETD873,57620,474,1745.000000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:20.029368,2019.12.23 16:00:20.029368,57,16,0,20,37.46577680,126.45632207,----,----,5.153882,140.906141,----,CIVIL5,57620,614,1518.000000,364.000000,3.250000,-4.000000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:19.767224,2019.12.23 16:00:19.767224,58,16,0,19,37.48192370,126.42705917,----,611,1.414214,135.000000,2000,----,57619,1270,-1071.000000,2156.000000,1.000000,-1.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:21.274552,2019.12.23 16:00:21.274552,59,16,0,21,37.45692551,126.45177841,-99,34,1.414214,135.000000,4164,APG889,57621,1844,1116.000000,-619.000000,1.000000,-1.000000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:21.684728,2019.12.23 16:00:21.684728,60,16,0,21,37.45217264,126.45889163,-106,70,0.000000,0.000000,2000,ETD873,57621,474,1745.000000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:21.029368,2019.12.23 16:00:21.029368,61,16,0,21,37.46573389,126.45635426,----,----,5.408327,146.309932,----,CIVIL5,57621,614,1520.500000,359.000000,3.000000,-4.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:20.767224,2019.12.23 16:00:20.767224,62,16,0,20,37.48191833,126.42704308,----,611,1.060660,225.000000,2000,----,57620,1270,-1072.000000,2155.500000,-0.750000,-0.750000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:22.274552,2019.12.23 16:00:22.274552,63,16,0,22,37.45690405,126.45178914,-99,34,1.457738,149.036243,4164,APG889,57622,1844,1116.500000,-621.500000,0.750000,-1.250000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:22.684728,2019.12.23 16:00:22.684728,64,16,0,22,37.45217264,126.45889699,-106,70,0.000000,0.000000,2000,ETD873,57622,474,1745.500000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:22.029368,2019.12.23 16:00:22.029368,65,16,0,22,37.46570170,126.45638108,----,----,4.854122,145.491477,----,CIVIL5,57622,614,1523.000000,355.500000,2.750000,-4.000000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:21.767224,2019.12.23 16:00:21.767224,66,16,0,21,37.48191297,126.42704308,----,609,1.274755,191.309932,2000,----,57621,1270,-1072.000000,2155.000000,-0.250000,-1.250000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:23.798840,2019.12.23 16:00:23.798840,67,16,0,23,37.45688260,126.45181060,-99,36,1.414214,135.000000,4164,APG889,57623,1844,1119.000000,-623.000000,1.000000,-1.000000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:23.684728,2019.12.23 16:00:23.684728,68,16,0,23,37.45217264,126.45889699,-106,70,0.000000,0.000000,2000,ETD873,57623,474,1745.500000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:23.029368,2019.12.23 16:00:23.029368,69,16,0,23,37.46566415,126.45641863,----,----,5.202163,144.782407,----,CIVIL5,57623,614,1526.000000,351.000000,3.000000,-4.250000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:22.767224,2019.12.23 16:00:22.767224,70,16,0,22,37.48192906,126.42704844,----,615,0.559017,26.565051,2000,----,57622,1270,-1072.000000,2157.000000,0.250000,0.500000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:24.798840,2019.12.23 16:00:24.798840,71,16,0,24,37.45686114,126.45183206,-99,34,1.802776,146.309932,4164,APG889,57624,1844,1120.500000,-625.500000,1.000000,-1.500000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:24.684728,2019.12.23 16:00:24.684728,72,16,0,24,37.45217264,126.45889699,-106,68,0.000000,0.000000,2000,ETD873,57624,474,1745.500000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:24.029368,2019.12.23 16:00:24.029368,73,16,0,24,37.46561587,126.45646691,----,----,5.857687,140.194429,----,CIVIL5,57624,614,1530.500000,346.000000,3.750000,-4.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:23.767224,2019.12.23 16:00:23.767224,74,16,0,23,37.48192906,126.42704308,----,611,0.250000,0.000000,2000,----,57623,1270,-1072.500000,2156.500000,0.000000,0.250000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:25.798840,2019.12.23 16:00:25.798840,75,16,0,25,37.45684505,126.45184815,-99,36,1.802776,146.309932,4164,APG889,57625,1844,1122.000000,-627.500000,1.000000,-1.500000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:25.684728,2019.12.23 16:00:25.684728,76,16,0,25,37.45217264,126.45889163,-106,68,0.000000,0.000000,2000,ETD873,57625,474,1745.500000,-1146.000000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:25.029368,2019.12.23 16:00:25.029368,77,16,0,25,37.46558368,126.45651519,----,----,5.667892,138.576334,----,CIVIL5,57625,614,1535.000000,342.500000,3.750000,-4.250000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:24.767224,2019.12.23 16:00:24.767224,78,16,0,24,37.48192906,126.42705381,----,611,0.707107,45.000000,2000,----,57624,1270,-1071.500000,2157.000000,0.500000,0.500000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:26.798840,2019.12.23 16:00:26.798840,79,16,0,26,37.45683432,126.45187497,-99,34,1.677051,116.565051,4164,APG889,57626,1844,1124.000000,-628.500000,1.500000,-0.750000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:26.684728,2019.12.23 16:00:26.684728,80,16,0,26,37.45217264,126.45889163,-106,72,0.250000,270.000000,2000,ETD873,57626,474,1745.500000,-1146.000000,-0.250000,-0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:26.291512,2019.12.23 16:00:26.291512,81,16,0,26,37.46555150,126.45656347,----,66,5.482928,133.152390,----,CIVIL5,57626,614,1539.000000,339.000000,4.000000,-3.750000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:25.767224,2019.12.23 16:00:25.767224,82,16,0,25,37.48193443,126.42704844,----,611,0.250000,270.000000,2000,----,57625,1270,-1072.000000,2157.000000,-0.250000,-0.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:27.536696,2019.12.23 16:00:27.536696,83,16,0,27,37.45681822,126.45188034,-99,----,1.457738,149.036243,4164,APG889,57627,1844,1125.000000,-630.500000,0.750000,-1.250000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:27.684728,2019.12.23 16:00:27.684728,84,16,0,27,37.45217800,126.45889699,-106,74,0.000000,0.000000,2000,ETD873,57627,474,1746.000000,-1145.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:27.029368,2019.12.23 16:00:27.029368,85,16,0,27,37.46552467,126.45660639,----,----,5.315073,131.185925,----,CIVIL5,57627,614,1542.500000,335.500000,4.000000,-3.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:26.767224,2019.12.23 16:00:26.767224,86,16,0,26,37.48191833,126.42704844,----,609,0.750000,180.000000,2000,----,57626,1270,-1072.000000,2155.500000,0.000000,-0.750000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:28.798840,2019.12.23 16:00:28.798840,87,16,0,28,37.45681286,126.45189106,-99,34,1.250000,143.130102,4164,APG889,57628,1844,1126.000000,-631.500000,0.750000,-1.000000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:28.684728,2019.12.23 16:00:28.684728,88,16,0,28,37.45217264,126.45889163,-106,74,0.250000,270.000000,2000,ETD873,57628,474,1745.000000,-1146.000000,-0.250000,-0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:28.291512,2019.12.23 16:00:28.291512,89,16,0,28,37.46548712,126.45664394,----,72,5.129571,133.025066,----,CIVIL5,57628,614,1546.500000,332.000000,3.750000,-3.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:27.767224,2019.12.23 16:00:27.767224,90,16,0,27,37.48195052,126.42705381,----,621,0.901388,56.309932,2000,----,57627,1270,-1071.500000,2159.000000,0.750000,0.500000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:29.798840,2019.12.23 16:00:29.798840,91,16,0,29,37.45676994,126.45191789,-99,38,2.236068,153.434949,4164,APG889,57629,1844,1128.000000,-635.500000,1.000000,-2.000000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:29.684728,2019.12.23 16:00:29.684728,92,16,0,29,37.45216727,126.45889163,-106,72,0.000000,0.000000,2000,ETD873,57629,474,1745.500000,-1146.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:29.291512,2019.12.23 16:00:29.291512,93,16,0,29,37.46544957,126.45669758,----,80,5.656854,135.000000,----,CIVIL5,57629,614,1551.000000,327.500000,4.000000,-4.000000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:28.767224,2019.12.23 16:00:28.767224,94,16,0,28,37.48193443,126.42704844,----,619,1.250000,180.000000,2000,----,57628,1270,-1072.000000,2157.000000,0.000000,-1.250000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:30.536696,2019.12.23 16:00:30.536696,95,16,0,30,37.45675921,126.45192862,-99,----,1.118034,153.434949,4164,APG889,57630,1844,1129.000000,-637.000000,0.500000,-1.000000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:30.684728,2019.12.23 16:00:30.684728,96,16,0,30,37.45216727,126.45889163,-106,72,0.000000,0.000000,2000,ETD873,57630,474,1745.000000,-1146.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:30.291512,2019.12.23 16:00:30.291512,97,16,0,30,37.46542811,126.45673513,----,87,5.129571,133.025066,----,CIVIL5,57630,614,1554.000000,325.000000,3.750000,-3.500000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:29.767224,2019.12.23 16:00:29.767224,98,16,0,29,37.48192906,126.42705381,----,617,0.750000,180.000000,2000,----,57629,1270,-1071.500000,2156.500000,0.000000,-0.750000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:31.798840,2019.12.23 16:00:31.798840,99,16,0,31,37.45674312,126.45193398,-99,45,1.581139,161.565051,4164,APG889,57631,1844,1129.500000,-639.000000,0.500000,-1.500000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:31.684728,2019.12.23 16:00:31.684728,100,16,0,31,37.45216727,126.45888627,-106,70,0.000000,0.000000,2000,ETD873,57631,474,1745.000000,-1146.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:31.029368,2019.12.23 16:00:31.029368,101,16,0,31,37.46537983,126.45678878,----,----,5.656854,135.000000,----,CIVIL5,57631,614,1559.000000,320.000000,4.000000,-4.000000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:30.767224,2019.12.23 16:00:30.767224,102,16,0,30,37.48192906,126.42704308,----,613,0.250000,270.000000,2000,----,57630,1270,-1072.500000,2156.500000,-0.250000,-0.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:32.798840,2019.12.23 16:00:32.798840,103,16,0,32,37.45672166,126.45196617,-99,51,1.952562,129.805571,4164,APG889,57632,1844,1132.500000,-641.000000,1.500000,-1.250000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:32.684728,2019.12.23 16:00:32.684728,104,16,0,32,37.45216727,126.45888627,-106,70,0.000000,0.000000,2000,ETD873,57632,474,1745.000000,-1146.500000,0.000000,0.000000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:32.029368,2019.12.23 16:00:32.029368,105,16,0,32,37.46535301,126.45683169,----,----,5.482928,133.152390,----,CIVIL5,57632,614,1562.500000,316.500000,4.000000,-3.750000,----,----,----,116,101,71D028,----
MLAT,2019.12.23 16:00:31.767224,2019.12.23 16:00:31.767224,106,16,0,31,37.48193979,126.42704308,----,611,1.000000,0.000000,2000,----,57631,1270,-1072.500000,2157.500000,0.000000,1.000000,----,----,----,116,101,0,----
MLAT,2019.12.23 16:00:33.798840,2019.12.23 16:00:33.798840,107,16,0,33,37.45670557,126.45198226,-99,53,1.767767,135.000000,4164,APG889,57633,1844,1134.000000,-643.000000,1.250000,-1.250000,----,----,----,116,101,758538,----
MLAT,2019.12.23 16:00:33.684728,2019.12.23 16:00:33.684728,108,16,0,33,37.45217800,126.45890236,-106,74,0.707107,45.000000,2000,ETD873,57633,474,1746.500000,-1145.500000,0.500000,0.500000,----,----,----,116,101,89649E,----
MLAT,2019.12.23 16:00:33.029368,2019.12.23 16:00:33.029368,109,16,0,33,37.46527791,126.45686388,----,----,6.731456,148.671307,----,CIVIL5,57633,614,1565.500000,308.500000,3.500000,-5.750000,----,----,----,116,101,71D028,----
