,#Type,TimeGet,TimeStamp,Index,Hour,Min,Sec,Latitude,Longitude,BAlt,MeasuredFL,GroudSpeed,TrackAngle,Mode3A,ModeSIdent,TimeOfDay,TrackNo,X(m),Y(m),SpeedX(m/s),SpeedY(m/s),VRate(m/s),AccelX(m/s2),AccelY(m/s2),SAC,SIC,CODE,FDPCallSign,ops,dir,rwy,dist,ac,rot1,rot2
818,MLAT,2019-12-24 13:01:28.012408,2019.12.24 13:01:28.012408,2820,13,1,28,37.47088373,126.44607604,-106.0,----,90.425729,325.47516,4115,AAR707,46888,553,611.5,930.5,-51.25,74.5,----,----,----,116,101,71C257,----,departure,north,33L,2265.6,C,2019-12-24 12:58:42.684728,2019-12-24 13:01:45.060984
1213,MLAT,2019-12-24 12:55:56.274552,2019.12.24 12:55:56.274552,106098,12,55,56,37.46848047,126.44816816,-99.0,131,79.256309,323.853039,4120,AAR969,46556,330,796.5,663.5,-46.75,64.0,----,----,----,116,101,71BC15,----,departure,north,33L,1940.8000000000002,A,2019-12-24 12:53:23.274552,2019-12-24 12:56:19.323128
162,MLAT,2019-12-24 13:17:54.684728,2019.12.24 13:17:54.684728,35512,13,17,54,37.4705565,126.44632816,-106.0,102,90.443352,324.904183,4133,AHK129,47874,1050,633.5,894.0,-52.0,74.0,----,----,----,116,101,7801BD,----,departure,south,15L,1585.2,C,2019-12-24 13:18:12.798840,2019-12-24 13:14:46.012408
1566,MLAT,2019-12-24 12:32:09.536696,2019.12.24 12:32:09.536696,58259,12,32,9,37.45812714,126.42860949,-106.0,----,89.19396,324.929042,4145,AMU825,45129,1558,-934.0,-485.5,-51.25,73.0,----,----,----,116,101,78178C,----,departure,north,34R,2004.3999999999999,C,2019-12-24 12:30:57.012408,2019-12-24 12:32:32.798840
532,MLAT,2019-12-24 12:46:23.684728,2019.12.24 12:46:23.684728,85065,12,46,23,37.46843755,126.44823253,-106.0,120,82.623014,324.482475,4326,APJ010,45983,1404,802.0,659.0,-48.0,67.25,----,----,----,116,101,86D31D,----,departure,north,33L,1933.6,C,2019-12-24 12:44:53.422584,2019-12-24 12:46:46.798840
948,MLAT,2019-12-24 13:09:18.274552,2019.12.24 13:09:18.274552,19275,13,9,18,37.4728471,126.44427896,-106.0,125,93.870256,324.320413,4131,ASV521,47358,1590,452.0,1148.5,-54.75,76.25,----,----,----,116,101,71BF89,----,departure,north,33L,2535.4,C,2019-12-24 13:07:53.274552,2019-12-24 13:09:32.323128
1171,MLAT,2019-12-24 12:20:52.060984,2019.12.24 12:20:52.060984,37900,12,20,52,37.46167302,126.42547131,-106.0,----,85.077171,326.263237,4126,CAL163,44452,369,-1211.5,-92.0,-47.25,70.75,----,----,----,116,101,8991AC,----,departure,north,34R,2486.3,A,2019-12-24 12:19:25.798840,2019-12-24 12:21:09.798840
836,MLAT,2019-12-24 12:32:53.684728,2019.12.24 12:32:53.684728,59603,12,32,53,37.46701598,126.44947708,-106.0,110,80.039053,324.920013,7426,CDG4778,45173,1517,912.0,501.5,-46.0,65.5,----,----,----,116,101,7806C7,----,departure,north,33L,1741.1000000000001,C,2019-12-24 12:31:05.274552,2019-12-24 12:33:18.274552
1037,MLAT,2019-12-24 13:12:58.684728,2019.12.24 13:12:58.684728,26042,13,12,58,37.46620059,126.45021737,-106.0,137,75.185188,324.883119,7401,CDG4988,47578,917,977.5,411.0,-43.25,61.5,----,----,----,116,101,780D5B,----,departure,north,33L,1629.3999999999999,C,2019-12-24 13:11:24.422584,2019-12-24 13:13:26.323128
1644,MLAT,2019-12-24 13:27:31.274552,2019.12.24 13:27:31.274552,53155,13,27,31,37.47005761,126.44677341,-99.0,116,83.090688,324.923244,4102,CPA035,48451,461,672.5,839.0,-47.75,68.0,----,----,----,116,101,780218,----,departure,north,33L,2155.0,A,2019-12-24 13:26:15.274552,2019-12-24 13:27:50.274552
169,MLAT,2019-12-24 12:20:25.798840,2019.12.24 12:20:25.798840,37152,12,20,25,37.46550858,126.45082891,-106.0,110,78.933516,324.799849,7442,CYZ202,44425,962,1032.0,334.0,-45.5,64.5,----,----,----,116,101,78052B,----,departure,north,33L,1535.4,C,2019-12-24 12:19:29.684728,2019-12-24 12:20:51.798840
2459,MLAT,2019-12-24 13:43:08.684728,2019.12.24 13:43:08.684728,77269,13,43,8,37.46758461,126.44899964,-106.0,125,82.971757,324.442254,7135,ESR513,49388,1538,870.0,564.0,-48.25,67.5,----,----,----,116,101,71C053,----,departure,north,33L,1817.1,C,2019-12-24 13:41:15.536696,2019-12-24 13:43:31.798840
514,MLAT,2019-12-24 12:09:15.798840,2019.12.24 12:09:15.798840,17719,12,9,15,37.45568633,126.43076062,-106.0,133,79.109102,323.999251,4132,ESR593,43755,1066,-744.0,-756.0,-46.5,64.0,----,----,----,116,101,71C342,----,departure,north,34R,1673.2,C,2019-12-24 12:07:35.060984,2019-12-24 12:09:43.798840
835,MLAT,2019-12-24 12:14:59.798840,2019.12.24 12:14:59.798840,27639,12,14,59,37.45835245,126.4284271,-106.0,99,82.419658,324.38151,4130,EVA171,44099,1958,-950.5,-460.5,-48.0,67.0,----,----,----,116,101,8990B4,----,departure,north,34R,2034.1999999999998,C,2019-12-24 12:13:29.536696,2019-12-24 12:15:22.274552
88,MLAT,2019-12-24 12:48:05.274552,2019.12.24 12:48:05.274552,88714,12,48,5,37.46898472,126.44773901,-99.0,102,83.911039,325.315643,4105,JJA2107,46085,1533,758.5,720.0,-47.75,69.0,----,----,----,116,101,71C260,----,departure,north,33L,2008.3999999999999,C,2019-12-24 12:47:02.274552,2019-12-24 12:48:25.536696
119,MLAT,2019-12-24 13:11:16.684728,2019.12.24 13:11:16.684728,22948,13,11,16,37.46841073,126.4482218,-99.0,118,86.057031,323.86249,4146,JJA2903,47476,1667,801.0,656.0,-50.75,69.5,----,----,----,116,101,71C304,----,departure,north,33L,1931.7,C,2019-12-24 13:09:58.422584,2019-12-24 13:11:38.798840
108,MLAT,2019-12-24 12:05:15.274552,2019.12.24 12:05:15.274552,10387,12,5,15,37.45578289,126.43068552,-106.0,104,77.603157,323.646932,4161,JJA4103,43515,1306,-750.5,-745.5,-46.0,62.5,----,----,----,116,101,71C051,----,departure,north,34R,1685.8,C,2019-12-24 12:03:40.274552,2019-12-24 12:05:42.798840
114,MLAT,2019-12-24 12:58:48.422584,2019.12.24 12:58:48.422584,112188,12,58,48,37.46860921,126.44805014,-99.0,----,82.419658,324.38151,4155,JJA4703,46728,384,786.0,678.0,-48.0,67.0,----,----,----,116,101,71C296,----,departure,north,33L,1958.5,C,2019-12-24 12:56:52.684728,2019-12-24 12:59:09.798840
1234,MLAT,2019-12-24 13:07:27.684728,2019.12.24 13:07:27.684728,15602,13,7,27,37.46879697,126.44787848,-99.0,106,84.45783,323.910281,4140,JNA023,47247,868,771.0,699.0,-49.75,68.25,----,----,----,116,101,71BD55,----,departure,north,33L,1984.3,C,2019-12-24 13:06:22.684728,2019-12-24 13:07:48.798840
1193,MLAT,2019-12-24 12:37:01.274552,2019.12.24 12:37:01.274552,67133,12,37,1,37.4571079,126.42952144,-106.0,78,80.67605,324.58616,4135,JNA059,45421,1414,-853.5,-598.5,-46.75,65.75,----,----,----,116,101,71BF33,----,departure,north,34R,1865.3999999999999,A,2019-12-24 12:35:55.012408,2019-12-24 12:37:27.274552
48,MLAT,2019-12-24 12:02:00.536696,2019.12.24 12:02:00.536696,4006,12,2,0,37.47471392,126.44268036,-106.0,----,90.731747,324.645844,4304,KAL053,43320,249,310.5,1356.0,-52.5,74.0,----,----,----,116,101,71BE33,----,departure,north,33L,2786.3,A,2019-12-24 12:00:40.274552,2019-12-24 12:02:11.060984
1395,MLAT,2019-12-24 12:23:39.536696,2019.12.24 12:23:39.536696,42848,12,23,39,37.45964527,126.42727375,-106.0,----,85.471121,324.403877,4134,KAL467,44619,414,-1052.5,-317.0,-49.75,69.5,----,----,----,116,101,71BD85,----,departure,north,34R,2210.3,A,2019-12-24 12:21:33.060984,2019-12-24 12:23:59.798840
740,MLAT,2019-12-24 12:14:18.274552,2019.12.24 12:14:18.274552,26476,12,14,18,37.46768653,126.44886553,-106.0,110,81.259615,324.011506,4315,KAL721,44058,802,858.0,575.5,-47.75,65.75,----,----,----,116,101,71BF19,----,departure,north,33L,1833.2,C,2019-12-24 12:12:26.274552,2019-12-24 12:14:41.798840
1910,MLAT,2019-12-24 12:34:51.798840,2019.12.24 12:34:51.798840,63165,12,34,51,37.45990276,126.42702162,-99.0,120,87.12778,324.57699,7417,PAC751,45291,373,-1074.5,-288.0,-50.5,71.0,----,----,----,116,101,A57719,----,departure,north,34R,2246.5,A,2019-12-24 12:33:14.536696,2019-12-24 12:35:11.798840
121,MLAT,2019-12-24 12:52:46.274552,2019.12.24 12:52:46.274552,98949,12,52,46,37.46943533,126.44738495,-99.0,112,83.009789,325.304846,7133,THA655,46366,322,727.0,769.5,-47.25,68.25,----,----,----,116,101,887801,----,departure,north,33L,2067.4,A,2019-12-24 12:51:33.684728,2019-12-24 12:53:06.798840
107,MLAT,2019-12-24 12:02:24.684728,2019.12.24 12:02:24.684728,4850,12,2,24,37.45696306,126.42962337,-106.0,93,82.711849,324.09995,4152,TWB117,43344,966,-844.5,-614.5,-48.5,67.0,----,----,----,116,101,71C329,----,departure,north,34R,1847.1,C,2019-12-24 12:00:27.536696,2019-12-24 12:02:50.798840
951,MLAT,2019-12-24 12:17:59.536696,2019.12.24 12:17:59.536696,32824,12,17,59,37.46064305,126.42637253,-106.0,----,86.924177,324.481478,4165,TWB121,44279,141,-1132.0,-206.0,-50.5,70.75,----,----,----,116,101,71C237,----,departure,north,34R,2346.8,C,2019-12-24 12:16:04.536696,2019-12-24 12:18:17.274552
1255,MLAT,2019-12-24 13:03:44.274552,2019.12.24 13:03:44.274552,7727,13,3,44,37.46716082,126.44934833,-99.0,118,84.513313,324.14708,7456,UPS195,47024,689,900.5,517.5,-49.5,68.5,----,----,----,116,101,A3D1B1,----,departure,north,33L,1760.8,B,2019-12-24 13:01:27.012408,2019-12-24 13:04:07.798840
1842,MLAT,2019-12-24 14:58:49.012408,2019.12.24 14:58:49.012408,68342,14,58,49,37.47041702,126.44644082,-99.0,----,87.602797,323.587936,4103,A7MBK,53929,1392,643.5,879.0,-52.0,70.5,----,----,----,116,101,6A0A4,----,departure,north,33L,2204.6,,2019-12-24 14:57:04.684728,2019-12-24 14:59:06.798840
51,MLAT,2019-12-24 13:01:29.012408,2019.12.24 13:01:29.012408,2855,13,1,29,37.47153282,126.44549668,-99.0,----,90.299848,325.03397,4115,AAR707,46889,553,560.0,1003.0,-51.75,74.0,----,----,----,116,101,71C257,----,departure,north,33L,2354.0,C,2019-12-24 13:00:40.323128,2019-12-24 13:01:45.060984
23,MLAT,2019-12-24 13:57:18.274552,2019.12.24 13:57:18.274552,96440,13,57,18,37.47109294,126.44585609,-99.0,114,89.278357,324.574228,4124,AAR709,50238,318,591.5,954.0,-51.75,72.75,----,----,----,116,101,71C018,----,departure,north,33L,2295.7999999999997,C,2019-12-24 13:56:03.684728,2019-12-24 13:57:35.060984
969,MLAT,2019-12-24 13:17:51.684728,2019.12.24 13:17:51.684728,35413,13,17,51,37.46858239,126.44808769,-99.0,116,86.924177,324.481478,4133,AHK129,47871,1050,789.0,675.0,-50.5,70.75,----,----,----,116,101,7801BD,----,departure,north,33L,1954.1,C,2019-12-24 13:15:15.536696,2019-12-24 13:18:12.798840
68,MLAT,2019-12-24 13:53:40.684728,2019.12.24 13:53:40.684728,91989,13,53,40,37.47086763,126.44606531,-99.0,131,86.286224,324.790385,4150,APG889,50020,1540,610.5,929.0,-49.75,70.5,----,----,----,116,101,75832F,----,departure,north,33L,2264.7,C,2019-12-24 13:52:42.422584,2019-12-24 13:53:58.536696
40,MLAT,2019-12-24 14:09:34.684728,2019.12.24 14:09:34.684728,13747,14,9,34,37.467767,126.44881725,-99.0,120,80.67605,324.58616,4317,APJ808,50974,1102,853.5,584.5,-46.75,65.75,----,----,----,116,101,86D2FB,----,departure,north,33L,1842.9,C,2019-12-24 14:08:24.684728,2019-12-24 14:09:57.798840
22,MLAT,2019-12-24 13:09:14.684728,2019.12.24 13:09:14.684728,19176,13,9,14,37.47077107,126.44614577,-99.0,89,90.238919,324.81292,4131,ASV521,47354,1590,617.5,918.0,-52.0,73.75,----,----,----,116,101,71BF89,----,departure,north,33L,2251.7999999999997,C,2019-12-24 13:07:53.274552,2019-12-24 13:09:32.323128
32,MLAT,2019-12-24 13:51:46.684728,2019.12.24 13:51:46.684728,89534,13,51,46,37.46745586,126.44906402,-99.0,121,82.450743,322.886883,7455,CDG4708,49906,1165,875.5,550.5,-49.75,65.75,----,----,----,116,101,78138E,----,departure,north,33L,1802.1000000000001,C,2019-12-24 13:50:28.684728,2019-12-24 13:52:10.798840
1027,MLAT,2019-12-24 13:35:18.684728,2019.12.24 13:35:18.684728,66079,13,35,18,37.46746659,126.44907475,-99.0,114,81.057464,323.907665,4153,CEB129,48918,1852,876.5,551.0,-47.75,65.5,----,----,----,116,101,7585E8,----,departure,north,33L,1802.5,C,2019-12-24 13:33:25.422584,2019-12-24 13:35:44.323128
1549,MLAT,2019-12-24 13:27:31.274552,2019.12.24 13:27:31.274552,53155,13,27,31,37.47005761,126.44677341,-99.0,116,83.090688,324.923244,4102,CPA035,48451,461,672.5,839.0,-47.75,68.0,----,----,----,116,101,780218,----,departure,north,33L,2155.0,A,2019-12-24 13:26:15.274552,2019-12-24 13:27:50.274552
83,MLAT,2019-12-24 13:19:38.684728,2019.12.24 13:19:38.684728,38747,13,19,38,37.46765435,126.44899964,-99.0,112,78.90659,326.108542,7431,CSN676,47978,897,870.0,572.0,-44.0,65.5,----,----,----,116,101,7809F7,----,departure,north,33L,1823.3999999999999,C,2019-12-24 13:18:24.684728,2019-12-24 13:20:04.798840
33,MLAT,2019-12-24 13:43:10.684728,2019.12.24 13:43:10.684728,77315,13,43,10,37.46882915,126.44787848,-99.0,106,86.695228,324.980909,7135,ESR513,49390,1538,771.0,702.5,-49.75,71.0,----,----,----,116,101,71C053,----,departure,north,33L,1987.2,C,2019-12-24 13:41:15.536696,2019-12-24 13:43:31.798840
342,MLAT,2019-12-24 13:05:48.422584,2019.12.24 13:05:48.422584,12086,13,5,48,37.4695909,126.44714355,-99.0,----,85.304235,323.701026,4154,ESR561,47148,2013,705.5,787.0,-50.5,68.75,----,----,----,116,101,71C375,----,departure,north,33L,2093.7999999999997,C,2019-12-24 13:04:40.422584,2019-12-24 13:06:08.798840
3492,MLAT,2019-12-24 14:06:51.684728,2019.12.24 14:06:51.684728,9930,14,6,51,37.46934414,126.44740641,-99.0,125,85.304235,323.701026,7424,FDX5231,50811,877,729.0,759.5,-50.5,68.75,----,----,----,116,101,AC3FC5,----,departure,north,33L,2058.0,A,2019-12-24 14:05:44.684728,2019-12-24 14:07:11.536696
2164,MLAT,2019-12-24 13:44:57.684728,2019.12.24 13:44:57.684728,79831,13,44,57,37.47017026,126.44668221,-99.0,110,88.149376,325.047916,4310,FDX5924,49497,711,664.5,851.0,-50.5,72.25,----,----,----,116,101,AC3857,----,departure,north,33L,2169.9,A,2019-12-24 13:43:49.684728,2019-12-24 13:45:15.798840
1009,MLAT,2019-12-24 13:24:11.422584,2019.12.24 13:24:11.422584,47261,13,24,11,37.4718976,126.44515336,-99.0,----,89.220233,324.350344,4144,HKE627,48251,972,530.0,1043.0,-52.0,72.5,----,----,----,116,101,780AB5,----,departure,north,33L,2404.6,C,2019-12-24 13:22:31.684728,2019-12-24 13:24:27.798840
82,MLAT,2019-12-24 13:50:04.684728,2019.12.24 13:50:04.684728,87167,13,50,4,37.46863067,126.44803941,-99.0,112,83.93152,324.700392,7101,JJA2003,49804,1738,785.0,680.5,-48.5,68.5,----,----,----,116,101,71C239,----,departure,north,33L,1961.0,C,2019-12-24 13:49:06.684728,2019-12-24 13:50:26.798840
119,MLAT,2019-12-24 13:11:16.684728,2019.12.24 13:11:16.684728,22948,13,11,16,37.46841073,126.4482218,-99.0,118,86.057031,323.86249,4146,JJA2903,47476,1667,801.0,656.0,-50.75,69.5,----,----,----,116,101,71C304,----,departure,north,33L,1931.7,C,2019-12-24 13:09:58.422584,2019-12-24 13:11:38.798840
33,MLAT,2019-12-24 13:25:42.684728,2019.12.24 13:25:42.684728,50049,13,25,42,37.46824443,126.44839346,-99.0,121,82.681996,324.724129,4323,JJA3106,48342,642,816.5,637.5,-47.75,67.5,----,----,----,116,101,71C332,----,departure,north,33L,1907.8999999999999,C,2019-12-24 13:24:36.422584,2019-12-24 13:26:05.798840
121,MLAT,2019-12-24 13:29:30.684728,2019.12.24 13:29:30.684728,56684,13,29,30,37.46947825,126.44728303,-99.0,110,86.575473,324.520022,4307,JJA3404,48570,288,718.0,774.5,-50.25,70.5,----,----,----,116,101,71C303,----,departure,north,33L,2076.5,C,2019-12-24 13:28:00.684728,2019-12-24 13:29:50.798840
443,MLAT,2019-12-24 14:03:40.684728,2019.12.24 14:03:40.684728,5168,14,3,40,37.46887743,126.44779801,-99.0,121,86.057031,323.86249,7124,JJA4603,50620,1200,763.5,707.5,-50.75,69.5,----,----,----,116,101,71C322,----,departure,north,33L,1995.7,C,2019-12-24 14:02:27.422584,2019-12-24 14:04:01.798840
116,MLAT,2019-12-24 13:21:29.684728,2019.12.24 13:21:29.684728,42230,13,21,29,37.4672091,126.4493376,-99.0,114,80.653968,323.698424,7111,JJA4907,48089,12,900.0,522.5,-47.75,65.0,----,----,----,116,101,71C339,----,departure,north,33L,1765.8,C,2019-12-24 13:20:04.684728,2019-12-24 13:21:53.798840
405,MLAT,2019-12-24 13:07:27.684728,2019.12.24 13:07:27.684728,15602,13,7,27,37.46879697,126.44787848,-99.0,106,84.45783,323.910281,4140,JNA023,47247,868,771.0,699.0,-49.75,68.25,----,----,----,116,101,71BD55,----,departure,north,33L,1984.3,C,2019-12-24 13:06:22.684728,2019-12-24 13:07:48.798840
33,MLAT,2019-12-24 13:31:22.422584,2019.12.24 13:31:22.422584,59984,13,31,22,37.46885598,126.44785166,-99.0,----,82.768502,324.341615,4174,JNA121,48682,670,768.5,705.5,-48.25,67.25,----,----,----,116,101,71C242,----,departure,north,33L,1991.0,C,2019-12-24 13:30:10.422584,2019-12-24 13:31:43.798840
816,MLAT,2019-12-24 13:37:08.422584,2019.12.24 13:37:08.422584,68725,13,37,8,37.46942997,126.44732058,-99.0,----,87.535707,324.766679,4335,KAL251,49028,266,721.5,769.5,-50.5,71.5,----,----,----,116,101,71C285,----,departure,north,33L,2070.2,A,2019-12-24 13:35:35.012408,2019-12-24 13:37:27.798840
1116,MLAT,2019-12-24 14:11:43.798840,2019.12.24 14:11:43.798840,16651,14,11,43,37.47388244,126.44339919,-99.0,137,92.73787,324.767562,4305,KAL271,51103,528,374.5,1263.5,-53.5,75.75,----,----,----,116,101,71BE17,----,departure,north,33L,2674.2,A,2019-12-24 14:10:09.012408,2019-12-24 14:11:55.798840
1012,MLAT,2019-12-24 13:38:49.422584,2019.12.24 13:38:49.422584,71150,13,38,49,37.46762753,126.44892454,-99.0,----,79.222787,324.504359,7116,KAL313,49129,274,863.0,569.5,-46.0,64.5,----,----,----,116,101,71BE01,----,departure,north,33L,1824.8,A,2019-12-24 13:37:15.274552,2019-12-24 13:39:14.798840
666,MLAT,2019-12-24 13:15:15.684728,2019.12.24 13:15:15.684728,30237,13,15,15,37.46874332,126.4479053,-99.0,112,82.401836,323.512532,7105,KAL611,47715,447,773.0,693.0,-49.0,66.25,----,----,----,116,101,71C273,----,departure,north,33L,1978.0,C,2019-12-24 13:13:20.422584,2019-12-24 13:15:37.536696
3739,MLAT,2019-12-24 14:30:57.060984,2019.12.24 14:30:57.060984,40113,14,30,57,37.4738127,126.44340992,-99.0,----,85.471121,324.403877,4302,PAC214,52257,259,375.5,1256.0,-49.75,69.5,----,----,----,116,101,ABC201,----,departure,north,33L,2667.3,A,2019-12-24 14:28:49.012408,2019-12-24 14:31:08.274552
46,MLAT,2019-12-24 13:46:50.684728,2019.12.24 13:46:50.684728,82611,13,46,50,37.46937096,126.44737422,-99.0,116,80.472433,324.483014,7454,SHU5435,49610,1839,726.0,762.5,-46.75,65.5,----,----,----,116,101,4000F9,----,departure,north,33L,2062.1,C,2019-12-24 13:45:22.012408,2019-12-24 13:47:12.798840
1289,MLAT,2019-12-24 14:13:26.274552,2019.12.24 14:13:26.274552,18905,14,13,26,37.4710232,126.44589901,-99.0,100,94.219159,324.285593,4164,TWB163,51206,1648,595.5,945.5,-55.0,76.5,----,----,----,116,101,71C000,----,departure,north,33L,2287.3,C,2019-12-24 14:12:09.684728,2019-12-24 14:13:41.798840
210,MLAT,2019-12-24 13:03:44.274552,2019.12.24 13:03:44.274552,7727,13,3,44,37.46716082,126.44934833,-99.0,118,84.513313,324.14708,7456,UPS195,47024,689,900.5,517.5,-49.5,68.5,----,----,----,116,101,A3D1B1,----,departure,north,33L,1760.8,B,2019-12-24 13:01:27.012408,2019-12-24 13:04:07.798840
740,MLAT,2019-12-24 13:41:02.684728,2019.12.24 13:41:02.684728,74331,13,41,2,37.47295439,126.44419849,-99.0,110,90.876633,324.517291,4303,UPS99,49262,1431,445.0,1160.5,-52.75,74.0,----,----,----,116,101,A76A3A,----,departure,north,33L,2549.2,A,2019-12-24 13:39:33.684728,2019-12-24 13:41:16.798840
230,MLAT,2019-12-24 13:59:18.422584,2019.12.24 13:59:18.422584,99182,13,59,18,37.469033,126.44770682,-99.0,----,83.500374,325.120407,4142,VJC875,50358,1304,755.5,725.0,-47.75,68.5,----,----,----,116,101,888126,----,departure,north,33L,2014.5,C,2019-12-24 13:57:38.422584,2019-12-24 13:59:41.323128
993,MLAT,2019-12-24 14:58:49.012408,2019.12.24 14:58:49.012408,68342,14,58,49,37.47041702,126.44644082,-99.0,----,87.602797,323.587936,4103,A7MBK,53929,1392,643.5,879.0,-52.0,70.5,----,----,----,116,101,6A0A4,----,departure,north,33L,2204.6,,2019-12-24 14:57:04.684728,2019-12-24 14:59:06.798840
918,MLAT,2019-12-24 14:43:30.684728,2019.12.24 14:43:30.684728,54341,14,43,30,37.47302949,126.44416094,-99.0,114,91.468915,325.354367,7445,AAR3233,53010,1983,442.0,1169.0,-52.0,75.25,----,----,----,116,101,71C060,----,departure,north,33L,2558.0,C,2019-12-24 14:41:36.684728,2019-12-24 14:43:45.323128
2536,MLAT,2019-12-24 14:51:44.274552,2019.12.24 14:51:44.274552,62350,14,51,44,37.47076035,126.44614041,-99.0,114,85.122338,324.442761,4157,APG7047,53504,738,617.0,917.0,-49.5,69.25,----,----,----,116,101,75033A,----,departure,north,33L,2251.1,C,2019-12-24 14:49:50.684728,2019-12-24 14:52:03.323128
40,MLAT,2019-12-24 14:09:34.684728,2019.12.24 14:09:34.684728,13747,14,9,34,37.467767,126.44881725,-99.0,120,80.67605,324.58616,4317,APJ808,50974,1102,853.5,584.5,-46.75,65.75,----,----,----,116,101,86D2FB,----,departure,north,33L,1842.9,C,2019-12-24 14:08:24.684728,2019-12-24 14:09:57.798840
539,MLAT,2019-12-24 14:56:50.274552,2019.12.24 14:56:50.274552,66570,14,56,50,37.46966064,126.44712746,-99.0,99,86.900086,325.075498,7412,CDG4722,53810,220,704.0,794.5,-49.75,71.25,----,----,----,116,101,78134F,----,departure,north,33L,2101.0,C,2019-12-24 14:54:51.684728,2019-12-24 14:57:09.798840
839,MLAT,2019-12-24 14:24:54.274552,2019.12.24 14:24:54.274552,32958,14,24,54,37.4684751,126.44822717,-99.0,106,82.172456,325.536366,7425,CES5086,51894,1803,801.5,663.0,-46.5,67.75,----,----,----,116,101,78132E,----,departure,north,33L,1937.3,C,2019-12-24 14:23:55.684728,2019-12-24 14:25:16.798840
672,MLAT,2019-12-24 14:17:16.684728,2019.12.24 14:17:16.684728,23483,14,17,16,37.47092128,126.44598484,-99.0,114,89.830744,324.629149,7440,CSN316,51436,302,603.0,935.0,-52.0,73.25,----,----,----,116,101,78036D,----,departure,north,33L,2273.6,C,2019-12-24 14:16:04.684728,2019-12-24 14:17:33.798840
628,MLAT,2019-12-24 15:07:25.684728,2019.12.24 15:07:25.684728,6413,15,7,25,37.46818006,126.4484632,-99.0,114,81.084061,324.790897,7435,CSN8130,54445,1835,822.5,630.5,-46.75,66.25,----,----,----,116,101,781123,----,departure,north,33L,1898.5,,2019-12-24 15:06:25.684728,2019-12-24 15:07:49.323128
835,MLAT,2019-12-24 15:01:18.684728,2019.12.24 15:01:18.684728,1035,15,1,18,37.4674505,126.44910157,-99.0,102,83.060972,324.061379,7430,ESR871,54078,165,879.0,549.5,-48.75,67.25,----,----,----,116,101,71C325,----,departure,north,33L,1799.7,,2019-12-24 14:59:48.422584,2019-12-24 15:01:42.798840
377,MLAT,2019-12-24 14:06:51.684728,2019.12.24 14:06:51.684728,9930,14,6,51,37.46934414,126.44740641,-99.0,125,85.304235,323.701026,7424,FDX5231,50811,877,729.0,759.5,-50.5,68.75,----,----,----,116,101,AC3FC5,----,departure,north,33L,2058.0,A,2019-12-24 14:05:44.684728,2019-12-24 14:07:11.536696
197,MLAT,2019-12-24 14:03:40.684728,2019.12.24 14:03:40.684728,5168,14,3,40,37.46887743,126.44779801,-99.0,121,86.057031,323.86249,7124,JJA4603,50620,1200,763.5,707.5,-50.75,69.5,----,----,----,116,101,71C322,----,departure,north,33L,1995.7,C,2019-12-24 14:02:27.422584,2019-12-24 14:04:01.798840
558,MLAT,2019-12-24 14:36:45.060984,2019.12.24 14:36:45.060984,46988,14,36,45,37.47425795,126.44301295,-99.0,----,89.627005,324.536636,4334,KAL213,52605,145,340.0,1305.0,-52.0,73.0,----,----,----,116,101,71BE39,----,departure,north,33L,2728.0,A,2019-12-24 14:35:19.684728,2019-12-24 14:36:55.536696
688,MLAT,2019-12-24 14:11:43.798840,2019.12.24 14:11:43.798840,16651,14,11,43,37.47388244,126.44339919,-99.0,137,92.73787,324.767562,4305,KAL271,51103,528,374.5,1263.5,-53.5,75.75,----,----,----,116,101,71BE17,----,departure,north,33L,2674.2,A,2019-12-24 14:10:09.012408,2019-12-24 14:11:55.798840
743,MLAT,2019-12-24 14:46:39.798840,2019.12.24 14:46:39.798840,57305,14,46,39,37.47057796,126.44632816,-99.0,118,89.603641,325.112749,4337,KAL277,53199,163,633.5,896.5,-51.25,73.5,----,----,----,116,101,71C075,----,departure,north,33L,2225.0,A,2019-12-24 14:45:24.422584,2019-12-24 14:46:55.798840
556,MLAT,2019-12-24 14:49:24.274552,2019.12.24 14:49:24.274552,60152,14,49,24,37.4693656,126.44737959,-99.0,116,84.07623,324.561347,7410,KAL319,53364,1709,726.5,762.0,-48.75,68.5,----,----,----,116,101,71C251,----,departure,north,33L,2061.3,A,2019-12-24 14:48:21.422584,2019-12-24 14:49:43.536696
678,MLAT,2019-12-24 14:54:47.798840,2019.12.24 14:54:47.798840,64945,14,54,47,37.47491241,126.44244432,-99.0,142,96.631064,324.582945,4101,KAL361,53687,1333,290.0,1377.5,-56.0,78.75,----,----,----,116,101,71BE10,----,departure,north,33L,2816.3999999999996,A,2019-12-24 14:53:30.422584,2019-12-24 14:54:58.060984
938,MLAT,2019-12-24 14:34:27.274552,2019.12.24 14:34:27.274552,44356,14,34,27,37.47008443,126.44676268,-99.0,99,86.838931,324.845822,7452,KAL859,52467,1294,672.0,841.5,-50.0,71.0,----,----,----,116,101,71C223,----,departure,north,33L,2158.0,C,2019-12-24 14:33:07.422584,2019-12-24 14:34:45.798840
