,#Type,TimeGet,TimeStamp,Index,Hour,Min,Sec,Latitude,Longitude,BAlt,MeasuredFL,GroudSpeed,TrackAngle,Mode3A,ModeSIdent,TimeOfDay,TrackNo,X(m),Y(m),SpeedX(m/s),SpeedY(m/s),VRate(m/s),AccelX(m/s2),AccelY(m/s2),SAC,SIC,CODE,FDPCallSign,ops,dir,rwy,dist,ac,rot1,rot2
28,MLAT,2019-12-22 07:01:20.684728,2019.12.22 07:01:20.684728,1849,7,1,20,37.46989667,126.44692361,-30.0,93,87.58032,325.584134,4330,JNA203,25280,1574,686.5,821.0,-49.5,72.25,----,----,----,116,101,71BD64,----,departure,north,33L,2132.8,C,2019-12-22 07:00:16.684728,2019-12-22 07:01:40.323128
722,MLAT,2019-12-22 07:45:08.012408,2019.12.22 07:45:08.012408,69988,7,45,8,37.47113585,126.44582391,-30.0,----,91.816733,325.314713,4171,KAL019,27908,1136,589.0,958.5,-52.25,75.5,----,----,----,116,101,71C218,----,departure,north,33L,2301.2999999999997,A,2019-12-22 07:43:45.684728,2019-12-22 07:45:23.798840
18,MLAT,2019-12-22 07:55:56.012408,2019.12.22 07:55:56.012408,86134,7,55,56,37.47398973,126.44331336,-30.0,----,92.474997,324.462322,4106,KAL671,28556,1503,366.5,1275.5,-53.75,75.25,----,----,----,116,101,71BE31,----,departure,north,33L,2688.2999999999997,A,2019-12-22 07:54:41.422584,2019-12-22 07:56:07.012408
22,MLAT,2019-12-22 07:34:06.012408,2019.12.22 07:34:06.012408,53426,7,34,6,37.4719137,126.44515336,-30.0,----,92.214763,324.155351,7115,KAL693,27246,611,529.5,1045.0,-54.0,74.75,----,----,----,116,101,71BE43,----,departure,north,33L,2406.1,A,2019-12-22 07:32:25.422584,2019-12-22 07:34:20.536696
19,MLAT,2019-12-22 07:02:55.012408,2019.12.22 07:02:55.012408,4491,7,2,55,37.46409774,126.45210028,-30.0,----,68.037214,325.025227,7404,KAL941,25375,617,1144.5,177.5,-39.0,55.75,----,----,----,116,101,71BD85,----,departure,north,33L,1342.5,A,2019-12-22 07:01:37.684728,2019-12-22 07:03:22.798840
20,MLAT,2019-12-22 07:10:43.422584,2019.12.22 07:10:43.422584,17194,7,10,43,37.46945143,126.44736886,-30.0,----,86.168802,324.327054,7440,SBI6272,25843,1476,725.5,771.5,-50.25,70.0,----,----,----,116,101,42448A,----,departure,north,33L,2069.7000000000003,C,2019-12-22 07:08:51.274552,2019-12-22 07:11:04.323128
24,MLAT,2019-12-22 07:50:00.684728,2019.12.22 07:50:00.684728,77158,7,50,0,37.47194052,126.44510508,-30.0,99,84.807134,323.873284,4151,SIA609,28200,1821,525.5,1047.5,-50.0,68.5,----,----,----,116,101,76CD03,----,departure,north,33L,2411.0,A,2019-12-22 07:48:33.684728,2019-12-22 07:50:16.536696
55,MLAT,2019-12-22 08:03:26.012408,2019.12.22 08:03:26.012408,5042,8,3,26,37.47363031,126.44360304,-30.0,----,90.357969,323.891042,4132,TAX709,29006,1829,392.5,1235.0,-53.25,73.0,----,----,----,116,101,88628A,----,departure,north,33L,2640.8999999999996,A,2019-12-22 08:01:48.422584,2019-12-22 08:03:38.798840
70,MLAT,2019-12-22 07:18:19.323128,2019.12.22 07:18:19.323128,28954,7,18,19,37.47557759,126.44191325,-30.0,161,95.965163,325.93735,4172,XAX505,26299,932,243.0,1451.0,-53.75,79.5,----,----,----,116,101,750074,----,departure,north,33L,2903.7999999999997,A,2019-12-22 07:16:28.422584,2019-12-22 07:18:27.536696
30,MLAT,2019-12-22 08:43:08.274552,2019.12.22 08:43:08.274552,74277,8,43,8,37.46970892,126.44705236,-30.0,118,87.970521,324.367681,4321,AAR158,31388,959,697.5,800.5,-51.25,71.5,----,----,----,116,101,71C277,----,departure,north,33L,2109.2,C,2019-12-22 08:41:23.684728,2019-12-22 08:43:26.012408
28,MLAT,2019-12-22 08:07:17.274552,2019.12.22 08:07:17.274552,11194,8,7,17,37.46918321,126.44757271,-30.0,114,85.794085,324.966947,7411,AAR307,29237,317,743.5,742.0,-49.25,70.25,----,----,----,116,101,71C279,----,departure,north,33L,2034.8999999999999,C,2019-12-22 08:06:09.684728,2019-12-22 08:07:36.798840
31,MLAT,2019-12-22 08:11:21.422584,2019.12.22 08:11:21.422584,17386,8,11,21,37.466501,126.44995451,-30.0,----,78.361343,325.397334,4170,APJ906,29481,536,954.5,444.0,-44.5,64.5,----,----,----,116,101,86D20D,----,departure,north,33L,1670.1,C,2019-12-22 08:09:41.012408,2019-12-22 08:11:47.323128
17,MLAT,2019-12-22 08:39:22.274552,2019.12.22 08:39:22.274552,67810,8,39,22,37.47023463,126.44661248,-30.0,102,92.593871,324.893921,4111,ASV703,31162,1817,659.0,858.5,-53.25,75.75,----,----,----,116,101,71C280,----,departure,north,33L,2179.3,C,2019-12-22 08:37:36.684728,2019-12-22 08:39:40.323128
31,MLAT,2019-12-22 08:35:30.274552,2019.12.22 08:35:30.274552,60434,8,35,30,37.46906519,126.44766927,-30.0,118,85.385157,324.774345,7421,CCA802,30930,1635,752.0,729.0,-49.25,69.75,----,----,----,116,101,780FDF,----,departure,north,33L,2019.3,C,2019-12-22 08:32:35.012408,2019-12-22 08:35:51.323128
34,MLAT,2019-12-22 08:55:16.684728,2019.12.22 08:55:16.684728,93971,8,55,16,37.47024536,126.44660175,-30.0,110,84.892947,324.952688,7420,CES580,32116,200,658.0,860.0,-48.75,69.5,----,----,----,116,101,78064C,----,departure,north,33L,2180.8,C,2019-12-22 08:53:26.536696,2019-12-22 08:55:36.323128
33,MLAT,2019-12-22 08:21:27.274552,2019.12.22 08:21:27.274552,33367,8,21,27,37.46734858,126.44921958,-30.0,120,79.610379,325.361744,7426,CQH8560,30087,13,889.0,538.5,-45.25,65.5,----,----,----,116,101,78060C,----,departure,north,33L,1784.5,C,2019-12-22 08:20:34.684728,2019-12-22 08:21:50.798840
22,MLAT,2019-12-22 09:47:48.684728,2019.12.22 09:47:48.684728,66207,9,47,48,37.47154891,126.4455235,-30.0,106,88.989466,324.836555,7444,CSH828,35268,1608,562.5,1004.0,-51.25,72.75,----,----,----,116,101,78025A,----,departure,north,33L,2354.1,C,2019-12-22 09:46:37.684728,2019-12-22 09:48:06.323128
21,MLAT,2019-12-22 08:41:32.684728,2019.12.22 08:41:32.684728,71611,8,41,32,37.47201025,126.44501925,-30.0,120,93.464565,324.14164,7427,CSN3062,31292,1087,517.5,1055.5,-54.75,75.75,----,----,----,116,101,78156F,----,departure,north,33L,2421.7,C,2019-12-22 08:40:10.684728,2019-12-22 08:41:48.323128
37,MLAT,2019-12-22 08:49:09.422584,2019.12.22 08:49:09.422584,84425,8,49,9,37.46874332,126.44793749,-30.0,----,83.117387,324.302055,7435,CSN696,31749,704,776.0,693.0,-48.5,67.5,----,----,----,116,101,7809F7,----,departure,north,33L,1976.3999999999999,C,2019-12-22 08:47:54.422584,2019-12-22 08:49:30.536696
34,MLAT,2019-12-22 08:59:09.012408,2019.12.22 08:59:09.012408,99057,8,59,9,37.46980011,126.44702554,-30.0,----,87.64595,325.811327,7124,ESR503,32349,1809,695.5,810.0,-49.25,72.5,----,----,----,116,101,71C342,----,departure,north,33L,2118.7999999999997,C,2019-12-22 08:57:41.798840,2019-12-22 08:59:27.798840
27,MLAT,2019-12-22 08:29:47.684728,2019.12.22 08:29:47.684728,50087,8,29,47,37.47066379,126.44627988,-30.0,108,90.876633,324.517291,7133,ESR511,30587,645,629.0,906.0,-52.75,74.0,----,----,----,116,101,71C029,----,departure,north,33L,2235.2,C,2019-12-22 08:27:44.684728,2019-12-22 08:30:05.060984
12,MLAT,2019-12-22 08:09:22.536696,2019.12.22 08:09:22.536696,14401,8,9,22,37.47113049,126.44584,-30.0,----,85.5296,324.637538,4152,ETH672,29362,1217,590.5,958.0,-49.5,69.75,----,----,----,116,101,40046,----,departure,north,33L,2300.0,A,2019-12-22 08:07:25.274552,2019-12-22 08:09:39.798840
35,MLAT,2019-12-22 09:25:44.274552,2019.12.22 09:25:44.274552,35868,9,25,44,37.47137725,126.44563615,-30.0,102,89.19396,324.929042,7121,HVN415,33944,1897,572.0,985.0,-51.25,73.0,----,----,----,116,101,8880F6,----,departure,north,33L,2332.8,A,2019-12-22 09:24:34.274552,2019-12-22 09:26:01.060984
32,MLAT,2019-12-22 08:13:18.274552,2019.12.22 08:13:18.274552,20200,8,13,18,37.46918321,126.44752443,-30.0,120,84.513313,324.14708,4121,JJA1306,29598,781,739.5,742.0,-49.5,68.5,----,----,----,116,101,71C335,----,departure,north,33L,2037.3999999999999,C,2019-12-22 08:11:58.684728,2019-12-22 08:13:39.323128
37,MLAT,2019-12-22 08:37:11.684728,2019.12.22 08:37:11.684728,63722,8,37,11,37.47133434,126.44565225,-30.0,118,92.91293,324.085971,7103,JNA003,31031,2014,574.0,980.5,-54.5,75.25,----,----,----,116,101,71C244,----,departure,north,33L,2328.1,C,2019-12-22 08:35:49.274552,2019-12-22 08:37:27.798840
32,MLAT,2019-12-22 08:47:24.684728,2019.12.22 08:47:24.684728,81538,8,47,24,37.46884525,126.44785166,-30.0,110,84.196571,325.035854,4117,JNA225,31644,263,768.5,704.0,-48.25,69.0,----,----,----,116,101,71C242,----,departure,north,33L,1990.0,C,2019-12-22 08:45:39.684728,2019-12-22 08:47:46.798840
1262,MLAT,2019-12-22 08:45:32.012408,2019.12.22 08:45:32.012408,78332,8,45,32,37.47343183,126.44375861,-38.0,----,90.791657,324.865807,4102,KAL001,31532,1771,406.5,1213.0,-52.25,74.25,----,----,----,116,101,71BD54,----,departure,north,33L,2615.0,A,2019-12-22 08:43:18.684728,2019-12-22 08:45:45.798840
68,MLAT,2019-12-22 08:32:42.012408,2019.12.22 08:32:42.012408,55261,8,32,42,37.47882307,126.43890381,-30.0,----,103.050049,323.185702,4311,KAL129,30762,383,-23.5,1811.5,-61.75,82.5,----,----,----,116,101,71BE36,----,departure,north,33L,3351.7999999999997,A,2019-12-22 08:30:06.422584,2019-12-22 08:32:46.012408
38,MLAT,2019-12-22 08:52:58.422584,2019.12.22 08:52:58.422584,90624,8,52,58,37.46993423,126.44687533,-30.0,----,85.160143,325.283571,5035,KAL1405,31978,702,682.0,825.5,-48.5,70.0,----,----,----,116,101,71C247,----,departure,north,33L,2138.7,C,2019-12-22 08:51:36.684728,2019-12-22 08:53:18.798840
391,MLAT,2019-12-22 09:04:26.798840,2019.12.22 09:04:26.798840,6018,9,4,26,37.4705404,126.44633353,-38.0,89,85.650817,325.103884,4136,KAL629,32666,162,634.0,892.5,-49.0,70.25,----,----,----,116,101,71BD24,----,departure,north,33L,2221.2999999999997,A,2019-12-22 09:02:53.422584,2019-12-22 09:04:43.060984
26,MLAT,2019-12-22 09:02:11.060984,2019.12.22 09:02:11.060984,2757,9,2,11,37.47418284,126.44313097,-30.0,----,83.643589,324.979921,7136,KAL651,32531,168,350.5,1297.0,-48.0,68.5,----,----,----,116,101,71BE21,----,departure,north,33L,2715.2,NOWGT,2019-12-22 09:00:15.422584,2019-12-22 09:02:22.798840
55,MLAT,2019-12-22 08:03:26.012408,2019.12.22 08:03:26.012408,5042,8,3,26,37.47363031,126.44360304,-30.0,----,90.357969,323.891042,4132,TAX709,29006,1829,392.5,1235.0,-53.25,73.0,----,----,----,116,101,88628A,----,departure,north,33L,2640.8999999999996,A,2019-12-22 08:01:48.422584,2019-12-22 08:03:38.798840
79,MLAT,2019-12-22 08:50:57.684728,2019.12.22 08:50:57.684728,87389,8,50,57,37.46630251,126.45012081,-30.0,131,84.528841,325.604934,4173,THA635,31857,1491,969.0,422.0,-47.75,69.75,----,----,----,116,101,885172,----,departure,north,33L,1643.6,A,2019-12-22 08:49:31.422584,2019-12-22 08:51:22.323128
40,MLAT,2019-12-22 08:57:17.274552,2019.12.22 08:57:17.274552,96618,8,57,17,37.4722302,126.44483685,-30.0,104,91.167771,324.261413,4164,TWB131,32237,131,501.5,1080.0,-53.25,74.0,----,----,----,116,101,71C220,----,departure,north,33L,2451.0,C,2019-12-22 08:55:40.684728,2019-12-22 08:57:32.060984
39,MLAT,2019-12-22 09:12:22.274552,2019.12.22 09:12:22.274552,17060,9,12,22,37.4708569,126.44609749,-30.0,104,86.962636,325.304846,7106,TWB301,33142,1306,613.5,927.0,-49.5,71.5,----,----,----,116,101,71C056,----,departure,north,33L,2262.1000000000004,C,2019-12-22 09:11:10.684728,2019-12-22 09:12:39.274552
1315,MLAT,2019-12-22 10:11:36.274552,2019.12.22 10:11:36.274552,14593,10,11,36,37.47276127,126.44434333,-38.0,121,96.300636,323.338342,4334,AAL280,36696,589,458.0,1138.5,-57.5,77.25,----,----,----,116,101,AB3FC4,----,departure,north,33L,2524.3,A,2019-12-22 10:10:26.012408,2019-12-22 10:11:49.323128
100,MLAT,2019-12-22 09:28:04.684728,2019.12.22 09:28:04.684728,39089,9,28,4,37.46829271,126.44835591,-30.0,110,79.077889,324.651833,4333,AAR136,34084,723,812.5,643.0,-45.75,64.5,----,----,----,116,101,71BF55,----,departure,north,33L,1914.1999999999998,A,2019-12-22 09:27:09.422584,2019-12-22 09:28:27.274552
89,MLAT,2019-12-22 09:30:33.684728,2019.12.22 09:30:33.684728,42689,9,30,33,37.46811569,126.44852221,-30.0,131,85.385157,324.774345,7126,AAR741,34233,1600,827.5,623.5,-49.25,69.75,----,----,----,116,101,71BF32,----,departure,north,33L,1889.6,A,2019-12-22 09:29:22.684728,2019-12-22 09:30:55.798840
1189,MLAT,2019-12-22 10:13:09.684728,2019.12.22 10:13:09.684728,16689,10,13,9,37.46651709,126.42116368,-38.0,83,95.008223,323.883951,4134,AAR755,36789,1632,-1593.0,446.0,-56.0,76.75,----,----,----,116,101,71BF41,----,departure,north,34R,3145.6,A,2019-12-22 10:11:49.060984,2019-12-22 10:13:19.798840
796,MLAT,2019-12-22 10:02:44.274552,2019.12.22 10:02:44.274552,3232,10,2,44,37.47477829,126.44256234,-38.0,125,97.416631,324.188836,7446,ACA062,36164,897,300.5,1363.0,-57.0,79.0,----,----,----,116,101,C058BB,----,departure,north,33L,2798.2,A,2019-12-22 10:01:22.274552,2019-12-22 10:02:54.798840
1277,MLAT,2019-12-22 09:34:32.422584,2019.12.22 09:34:32.422584,48401,9,34,32,37.47124314,126.44580245,-38.0,----,85.98401,325.663072,7417,CCA126,34472,1563,587.0,970.5,-48.5,71.0,----,----,----,116,101,78037B,----,departure,north,33L,2312.2,A,2019-12-22 09:32:54.422584,2019-12-22 09:34:50.798840
2839,MLAT,2019-12-22 09:47:47.340088,2019.12.22 09:47:47.340088,66165,9,47,47,37.47026682,126.44663393,-38.0,83,86.267027,325.388858,7444,CSH828,35267,1608,660.5,862.0,-49.0,71.0,----,----,----,116,101,78025A,----,departure,north,33L,2181.2,C,2019-12-22 09:46:37.684728,2019-12-22 09:48:06.323128
5096,MLAT,2019-12-22 10:45:15.422584,2019.12.22 10:45:15.422584,63414,10,45,15,37.47344255,126.4437747,-38.0,----,95.441081,324.811257,7117,DAL170,38715,666,408.0,1214.5,-55.0,78.0,----,----,----,116,101,A66935,----,departure,north,33L,2615.2000000000003,A,2019-12-22 10:43:32.684728,2019-12-22 10:45:29.060984
1019,MLAT,2019-12-22 09:44:13.012408,2019.12.22 09:44:13.012408,61414,9,44,13,37.47457445,126.44276619,-38.0,----,96.751292,324.995851,7112,DAL198,35053,2025,318.5,1340.0,-55.5,79.25,----,----,----,116,101,A4B827,----,departure,north,33L,2769.2999999999997,G,2019-12-22 09:42:48.274552,2019-12-22 09:44:24.323128
525,MLAT,2019-12-22 09:25:40.684728,2019.12.22 09:25:40.684728,35802,9,25,40,37.46941924,126.44732594,-38.0,95,83.207947,323.922001,7121,HVN415,33940,1897,721.5,768.0,-49.0,67.25,----,----,----,116,101,8880F6,----,departure,north,33L,2068.9,A,2019-12-22 09:24:34.274552,2019-12-22 09:26:01.060984
75,MLAT,2019-12-22 09:16:36.684728,2019.12.22 09:16:36.684728,22746,9,16,36,37.46963918,126.44715965,-38.0,100,83.975071,325.552972,4322,JJA1608,33396,1412,707.0,792.5,-47.5,69.25,----,----,----,116,101,71C260,----,departure,north,33L,2097.4,C,2019-12-22 09:15:42.274552,2019-12-22 09:16:56.274552
69,MLAT,2019-12-22 09:32:36.684728,2019.12.22 09:32:36.684728,45654,9,32,36,37.46784747,126.44873679,-38.0,121,84.570237,324.383565,4175,JJA2305,34356,758,846.5,594.0,-49.25,68.75,----,----,----,116,101,71C062,----,departure,north,33L,1854.3,C,2019-12-22 09:31:31.684728,2019-12-22 09:32:58.798840
896,MLAT,2019-12-22 09:41:58.684728,2019.12.22 09:41:58.684728,58503,9,41,58,37.46742904,126.44911766,-38.0,131,87.30693,323.852004,4127,JJA4205,34918,929,880.0,547.5,-51.5,70.5,----,----,----,116,101,71C321,----,departure,north,33L,1797.0,C,2019-12-22 09:40:48.684728,2019-12-22 09:42:20.798840
897,MLAT,2019-12-22 10:05:34.012408,2019.12.22 10:05:34.012408,6858,10,5,34,37.47143626,126.44557714,-38.0,----,93.37592,324.480155,4325,KAL071,36334,750,567.0,992.0,-54.25,76.0,----,----,----,116,101,71BA06,----,departure,north,33L,2341.2000000000003,A,2019-12-22 10:04:09.684728,2019-12-22 10:05:49.798840
1431,MLAT,2019-12-22 10:14:53.798840,2019.12.22 10:14:53.798840,19029,10,14,53,37.47360349,126.44363523,-38.0,144,89.337842,324.797817,4160,KAL121,36893,141,395.0,1232.0,-51.5,73.0,----,----,----,116,101,71BE15,----,departure,north,33L,2636.8999999999996,NOWGT,2019-12-22 10:13:15.274552,2019-12-22 10:15:05.798840
1202,MLAT,2019-12-22 09:59:12.060984,2019.12.22 09:59:12.060984,83090,9,59,12,37.45665193,126.42994523,-38.0,----,80.73568,324.833564,4166,KAL463,35952,1749,-816.0,-649.0,-46.5,66.0,----,----,----,116,101,71BD84,----,departure,north,34R,1802.4,A,2019-12-22 09:58:12.060984,2019-12-22 09:59:35.274552
1266,MLAT,2019-12-22 09:36:46.274552,2019.12.22 09:36:46.274552,51435,9,36,46,37.47540593,126.4420259,-38.0,177,94.131889,324.621526,4162,KAL471,34606,1892,252.5,1432.5,-54.5,76.75,----,----,----,116,101,71C227,----,departure,north,33L,2882.5,A,2019-12-22 09:35:15.422584,2019-12-22 09:36:55.274552
137,MLAT,2019-12-22 09:04:26.798840,2019.12.22 09:04:26.798840,6018,9,4,26,37.4705404,126.44633353,-38.0,89,85.650817,325.103884,4136,KAL629,32666,162,634.0,892.5,-49.0,70.25,----,----,----,116,101,71BD24,----,departure,north,33L,2221.2999999999997,A,2019-12-22 09:02:53.422584,2019-12-22 09:04:43.060984
772,MLAT,2019-12-22 10:05:11.798840,2019.12.22 10:05:11.798840,6366,10,5,11,37.45758533,126.42907083,-38.0,100,81.867652,324.319947,4107,KAL631,36311,1688,-893.0,-545.5,-47.75,66.5,----,----,----,116,101,71BD25,----,departure,north,34R,1931.7,A,2019-12-22 10:04:09.536696,2019-12-22 10:05:34.274552
81,MLAT,2019-12-22 09:02:10.323128,2019.12.22 09:02:10.323128,2734,9,2,10,37.47358203,126.44365132,-38.0,165,85.560651,324.034169,7136,KAL651,32530,168,396.5,1230.0,-50.25,69.25,----,----,----,116,101,71BE21,----,departure,north,33L,2634.1,NOWGT,2019-12-22 09:00:15.422584,2019-12-22 09:02:22.798840
864,MLAT,2019-12-22 09:19:55.274552,2019.12.22 09:19:55.274552,27638,9,19,55,37.47220874,126.44491196,-38.0,120,89.398686,325.021106,4140,KAL667,33595,409,508.5,1077.5,-51.25,73.25,----,----,----,116,101,71BD40,----,departure,north,33L,2445.2,A,2019-12-22 09:18:41.684728,2019-12-22 09:20:09.929912
1065,MLAT,2019-12-22 09:53:19.536696,2019.12.22 09:53:19.536696,74389,9,53,19,37.45514989,126.43124342,-38.0,----,76.316774,324.331411,4176,KAL689,35599,970,-701.0,-816.0,-44.5,62.0,----,----,----,116,101,71BD52,----,departure,north,34R,1599.9,A,2019-12-22 09:52:24.323128,2019-12-22 09:53:46.274552
887,MLAT,2019-12-22 10:00:44.684728,2019.12.22 10:00:44.684728,806,10,0,44,37.470873,126.44596338,-38.0,118,90.210864,324.019322,4130,KAL781,36044,1584,601.5,929.5,-53.0,73.0,----,----,----,116,101,71BD38,----,departure,north,33L,2270.4,A,2019-12-22 09:59:29.684728,2019-12-22 10:01:02.274552
918,MLAT,2019-12-22 09:53:48.274552,2019.12.22 09:53:48.274552,75155,9,53,48,37.47057796,126.44630134,-38.0,104,86.63465,324.750625,7423,KAL885,35628,4,631.5,896.5,-50.0,70.75,----,----,----,116,101,71C223,----,departure,north,33L,2226.3,C,2019-12-22 09:52:29.684728,2019-12-22 09:54:04.798840
914,MLAT,2019-12-22 09:45:49.684728,2019.12.22 09:45:49.684728,63505,9,45,49,37.46759534,126.44895136,-38.0,125,84.901781,323.501271,4163,TWB293,35149,237,865.5,565.5,-50.5,68.25,----,----,----,116,101,71C329,----,departure,north,33L,1820.5,C,2019-12-22 09:44:28.422584,2019-12-22 09:46:12.798840
694,MLAT,2019-12-22 09:12:19.274552,2019.12.22 09:12:19.274552,16994,9,12,19,37.46892571,126.44778192,-38.0,106,83.815273,324.223922,7106,TWB301,33139,1306,762.0,713.5,-49.0,68.0,----,----,----,116,101,71C056,----,departure,north,33L,2000.9,C,2019-12-22 09:11:10.684728,2019-12-22 09:12:39.274552
986,MLAT,2019-12-22 09:21:59.684728,2019.12.22 09:21:59.684728,30629,9,21,59,37.4734962,126.44372106,-38.0,123,95.441081,324.811257,4143,UAL892,33719,1614,403.0,1220.5,-55.0,78.0,----,----,----,116,101,A254D7,----,departure,north,33L,2622.7999999999997,A,2019-12-22 09:20:34.422584,2019-12-22 09:22:11.536696
661,MLAT,2019-12-22 10:11:36.274552,2019.12.22 10:11:36.274552,14593,10,11,36,37.47276127,126.44434333,-38.0,121,96.300636,323.338342,4334,AAL280,36696,589,458.0,1138.5,-57.5,77.25,----,----,----,116,101,AB3FC4,----,departure,north,33L,2524.3,A,2019-12-22 10:10:26.012408,2019-12-22 10:11:49.323128
973,MLAT,2019-12-22 10:29:47.012408,2019.12.22 10:29:47.012408,39109,10,29,47,37.47285783,126.44429505,-38.0,----,93.987366,324.745787,4337,AAR108,37787,679,453.5,1149.5,-54.25,76.75,----,----,----,116,101,71C256,----,departure,north,33L,2535.6,C,2019-12-22 10:27:45.422584,2019-12-22 10:30:00.864376
345,MLAT,2019-12-22 10:25:00.274552,2019.12.22 10:25:00.274552,32709,10,25,0,37.47041166,126.446473,-38.0,104,88.907607,325.192762,4331,AAR116,37500,1268,646.5,878.0,-50.75,73.0,----,----,----,116,101,71C004,----,departure,north,33L,2202.5,C,2019-12-22 10:22:48.422584,2019-12-22 10:25:17.798840
66,MLAT,2019-12-22 10:56:24.798840,2019.12.22 10:56:24.798840,79361,10,56,24,37.473405,126.44379079,-38.0,123,90.731747,324.645844,4105,AAR703,39384,1007,409.0,1210.5,-52.5,74.0,----,----,----,116,101,71C258,----,departure,north,33L,2610.9,A,2019-12-22 10:54:26.422584,2019-12-22 10:56:37.323128
1081,MLAT,2019-12-22 10:54:12.536696,2019.12.22 10:54:12.536696,76214,10,54,12,37.47517526,126.44223511,-38.0,----,97.430103,325.453618,7102,AAR735,39252,1113,271.5,1406.5,-55.25,80.25,----,----,----,116,101,71BF95,----,departure,north,33L,2850.9,A,2019-12-22 10:51:42.422584,2019-12-22 10:54:22.798840
89,MLAT,2019-12-22 10:58:09.684728,2019.12.22 10:58:09.684728,81941,10,58,9,37.46947289,126.4472723,-30.0,97,85.965836,324.229886,4150,AAR745,39489,1652,717.0,774.0,-50.25,69.75,----,----,----,116,101,71C254,----,departure,north,33L,2076.5,A,2019-12-22 10:56:28.684728,2019-12-22 10:58:30.060984
1011,MLAT,2019-12-22 10:22:18.274552,2019.12.22 10:22:18.274552,29214,10,22,18,37.46450007,126.42298758,-38.0,87,96.813287,325.201914,4137,AAR753,37338,1770,-1431.5,222.0,-55.25,79.5,----,----,----,116,101,71BF94,----,departure,north,34R,2869.5,A,2019-12-22 10:20:29.798840,2019-12-22 10:22:30.798840
755,MLAT,2019-12-22 10:13:09.684728,2019.12.22 10:13:09.684728,16689,10,13,9,37.46651709,126.42116368,-38.0,83,95.008223,323.883951,4134,AAR755,36789,1632,-1593.0,446.0,-56.0,76.75,----,----,----,116,101,71BF41,----,departure,north,34R,3145.6,A,2019-12-22 10:11:49.060984,2019-12-22 10:13:19.798840
1052,MLAT,2019-12-22 10:19:31.274552,2019.12.22 10:19:31.274552,25338,10,19,31,37.46074498,126.42627597,-38.0,83,94.625578,324.462322,4161,AAR771,37171,1110,-1140.5,-195.0,-55.0,77.0,----,----,----,116,101,71C364,----,departure,north,34R,2361.0,C,2019-12-22 10:18:11.798840,2019-12-22 10:19:48.274552
145,MLAT,2019-12-22 10:02:44.274552,2019.12.22 10:02:44.274552,3232,10,2,44,37.47477829,126.44256234,-38.0,125,97.416631,324.188836,7446,ACA062,36164,897,300.5,1363.0,-57.0,79.0,----,----,----,116,101,C058BB,----,departure,north,33L,2798.2,A,2019-12-22 10:01:22.274552,2019-12-22 10:02:54.798840
1225,MLAT,2019-12-22 10:38:29.274552,2019.12.22 10:38:29.274552,52326,10,38,29,37.47206926,126.44499779,-38.0,120,92.942186,324.856471,7123,ASV545,38309,815,516.0,1062.0,-53.5,76.0,----,----,----,116,101,71BF89,----,departure,north,33L,2428.2,C,2019-12-22 10:37:06.422584,2019-12-22 10:38:43.274552
2435,MLAT,2019-12-22 10:45:15.422584,2019.12.22 10:45:15.422584,63414,10,45,15,37.47344255,126.4437747,-38.0,----,95.441081,324.811257,7117,DAL170,38715,666,408.0,1214.5,-55.0,78.0,----,----,----,116,101,A66935,----,departure,north,33L,2615.2000000000003,A,2019-12-22 10:43:32.684728,2019-12-22 10:45:29.060984
196,MLAT,2019-12-22 11:17:24.798840,2019.12.22 11:17:24.798840,33052,11,17,24,37.47466028,126.44266427,-38.0,118,99.864909,325.195988,4302,DAL26,40644,248,309.5,1349.5,-57.0,82.0,----,----,----,116,101,A66CF7,----,departure,north,33L,2782.3,A,2019-12-22 11:14:32.422584,2019-12-22 11:17:34.798840
922,MLAT,2019-12-22 10:35:11.684728,2019.12.22 10:35:11.684728,47050,10,35,11,37.47067451,126.44621551,-38.0,99,87.331624,324.672056,4165,ESR501,38111,436,623.5,907.0,-50.5,71.25,----,----,----,116,101,71C269,----,departure,north,33L,2239.5,C,2019-12-22 10:32:45.274552,2019-12-22 10:35:29.323128
500,MLAT,2019-12-22 10:49:09.536696,2019.12.22 10:49:09.536696,69132,10,49,9,37.47234821,126.44475639,-38.0,----,93.086317,324.730643,4133,ESR591,38949,1827,494.5,1093.0,-53.75,76.0,----,----,----,116,101,71C048,----,departure,north,33L,2465.8,C,2019-12-22 10:47:03.422584,2019-12-22 10:49:24.323128
127,MLAT,2019-12-22 11:01:40.274552,2019.12.22 11:01:40.274552,2666,11,1,40,37.47091055,126.44601166,-30.0,112,90.731747,324.645844,7111,JJA2203,39700,1150,605.5,933.5,-52.5,74.0,----,----,----,116,101,71C090,----,departure,north,33L,2271.3,C,2019-12-22 10:59:51.684728,2019-12-22 11:01:56.798840
92,MLAT,2019-12-22 10:17:37.274552,2019.12.22 10:17:37.274552,22657,10,17,37,37.45857239,126.42820179,-38.0,102,86.40638,323.826371,4145,JJA4303,37057,104,-970.0,-436.0,-51.0,69.75,----,----,----,116,101,71C063,----,departure,north,34R,2065.6,C,2019-12-22 10:16:40.798840,2019-12-22 10:17:58.798840
