#0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
#Type,TimeGet,TimeStamp,Index,Hour,Min,Sec,Latitude,Longitude,BAlt,MeasuredFL,GroudSpeed,TrackAngle,Mode3A,ModeSIdent,TimeOfDay,TrackNo,X(m),Y(m),SpeedX(m/s),SpeedY(m/s),VRate(m/s),AccelX(m/s2),AccelY(m/s2),SAC,SIC,CODE,FDPCallSign
MLAT,2019.12.25 16:00:15.488120,2019.12.25 16:00:15.488120,47,16,0,15,37.46640980,126.43723011,----,0,0.000000,0.000000,7440,KLM856,57615,652,-171.500000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:16.798840,2019.12.25 16:00:16.798840,48,16,0,16,37.40846872,126.50734305,320,356,89.310204,323.996210,0074,GEC8390,57616,1115,6036.000000,-5994.500000,-52.500000,72.250000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:16.274552,2019.12.25 16:00:16.274552,49,16,0,16,37.45233357,126.44552350,-45,80,6.264982,61.389540,7414,KZR960,57616,1417,562.500000,-1128.000000,5.500000,3.000000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:16.422584,2019.12.25 16:00:16.422584,50,16,0,16,37.47186005,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57616,3,1791.500000,1039.000000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:16.488120,2019.12.25 16:00:16.488120,51,16,0,16,37.46851802,126.46683633,----,62,0.000000,0.000000,0000,FDX5924,57616,139,2447.500000,668.000000,0.000000,0.000000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:16.488120,2019.12.25 16:00:16.488120,52,16,0,16,37.46640980,126.43723011,----,0,0.000000,0.000000,7440,KLM856,57616,652,-171.500000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:17.798840,2019.12.25 16:00:17.798840,53,16,0,17,37.40903735,126.50684953,320,348,85.325846,324.540382,0074,GEC8390,57617,1115,5992.500000,-5931.500000,-49.500000,69.500000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:17.274552,2019.12.25 16:00:17.274552,54,16,0,17,37.45237112,126.44557714,-45,81,5.755432,55.619655,7414,KZR960,57617,1417,567.000000,-1124.000000,4.750000,3.250000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:17.422584,2019.12.25 16:00:17.422584,55,16,0,17,37.47186005,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57617,3,1791.500000,1039.000000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:17.684728,2019.12.25 16:00:17.684728,56,16,0,17,37.46851802,126.46682024,-45,62,0.250000,270.000000,0000,FDX5924,57617,139,2446.500000,668.500000,-0.250000,-0.000000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:17.488120,2019.12.25 16:00:17.488120,57,16,0,17,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57617,652,-171.500000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:18.798840,2019.12.25 16:00:18.798840,58,16,0,18,37.40965426,126.50633991,312,348,83.073762,325.544759,0074,GEC8390,57618,1115,5947.500000,-5863.000000,-47.000000,68.500000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:18.274552,2019.12.25 16:00:18.274552,59,16,0,18,37.45239794,126.44565761,-45,78,6.149187,63.434949,7414,KZR960,57618,1417,574.500000,-1121.000000,5.500000,2.750000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:18.422584,2019.12.25 16:00:18.422584,60,16,0,18,37.47186005,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57618,3,1791.500000,1039.500000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:18.684728,2019.12.25 16:00:18.684728,61,16,0,18,37.46852338,126.46682024,-45,62,0.250000,270.000000,0000,FDX5924,57618,139,2446.000000,668.500000,-0.250000,-0.000000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:18.488120,2019.12.25 16:00:18.488120,62,16,0,18,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57618,652,-171.500000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:19.798840,2019.12.25 16:00:19.798840,63,16,0,19,37.41033554,126.50574446,304,354,85.984010,325.663072,0074,GEC8390,57619,1115,5894.500000,-5787.500000,-48.500000,71.000000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:19.274552,2019.12.25 16:00:19.274552,64,16,0,19,37.45244622,126.44571662,-45,74,6.103278,55.007980,7414,KZR960,57619,1417,579.500000,-1115.500000,5.000000,3.500000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:19.422584,2019.12.25 16:00:19.422584,65,16,0,19,37.47186005,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57619,3,1791.500000,1039.500000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:19.684728,2019.12.25 16:00:19.684728,66,16,0,19,37.46852338,126.46681488,-45,62,0.250000,270.000000,0000,FDX5924,57619,139,2446.000000,669.000000,-0.250000,-0.000000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:19.488120,2019.12.25 16:00:19.488120,67,16,0,19,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57619,652,-171.500000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:20.798840,2019.12.25 16:00:20.798840,68,16,0,20,37.41101146,126.50505245,304,342,89.450056,323.066049,0074,GEC8390,57620,1115,5833.500000,-5713.000000,-53.750000,71.500000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:20.274552,2019.12.25 16:00:20.274552,69,16,0,20,37.45248914,126.44575417,-45,66,4.609772,49.398705,7414,KZR960,57620,1417,583.000000,-1111.000000,3.500000,3.000000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:20.422584,2019.12.25 16:00:20.422584,70,16,0,20,37.47186005,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57620,3,1791.500000,1039.000000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:20.684728,2019.12.25 16:00:20.684728,71,16,0,20,37.46853948,126.46683097,-45,62,0.559017,26.565051,0000,FDX5924,57620,139,2447.500000,670.500000,0.250000,0.500000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:20.488120,2019.12.25 16:00:20.488120,72,16,0,20,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57620,652,-172.000000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:21.798840,2019.12.25 16:00:21.798840,73,16,0,21,37.41174102,126.50438190,297,335,93.005376,323.746162,0074,GEC8390,57621,1115,5773.500000,-5632.000000,-55.000000,75.000000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:21.274552,2019.12.25 16:00:21.274552,74,16,0,21,37.45253205,126.44581318,-45,64,5.315073,48.814075,7414,KZR960,57621,1417,588.000000,-1106.500000,4.000000,3.500000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:21.422584,2019.12.25 16:00:21.422584,75,16,0,21,37.47186005,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57621,3,1791.500000,1039.000000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:21.684728,2019.12.25 16:00:21.684728,76,16,0,21,37.46852338,126.46683097,-45,62,0.000000,0.000000,0000,FDX5924,57621,139,2447.000000,669.000000,0.000000,0.000000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:21.488120,2019.12.25 16:00:21.488120,77,16,0,21,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57621,652,-172.000000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:22.798840,2019.12.25 16:00:22.798840,78,16,0,22,37.41239011,126.50375426,289,316,92.952273,323.530766,0074,GEC8390,57622,1115,5718.000000,-5560.000000,-55.250000,74.750000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:22.274552,2019.12.25 16:00:22.274552,79,16,0,22,37.45255351,126.44588828,-45,66,5.031153,63.434949,7414,KZR960,57622,1417,595.000000,-1104.000000,4.500000,2.250000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:22.422584,2019.12.25 16:00:22.422584,80,16,0,22,37.47186005,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57622,3,1791.500000,1039.000000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:22.422584,2019.12.25 16:00:22.422584,81,16,0,22,37.46851802,126.46682024,-45,----,0.353553,225.000000,0000,FDX5924,57622,139,2446.500000,668.500000,-0.250000,-0.250000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:22.488120,2019.12.25 16:00:22.488120,82,16,0,22,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57622,652,-172.000000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:24.323128,2019.12.25 16:00:24.323128,83,16,0,24,37.41303921,126.50323927,289,312,90.832263,326.222458,0074,GEC8390,57624,1115,5672.500000,-5487.500000,-50.500000,75.500000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:23.274552,2019.12.25 16:00:23.274552,84,16,0,23,37.45260179,126.44595802,-45,74,6.403124,51.340192,7414,KZR960,57623,1417,601.000000,-1099.000000,5.000000,4.000000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:23.422584,2019.12.25 16:00:23.422584,85,16,0,23,37.47185469,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57623,3,1791.500000,1038.500000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:23.684728,2019.12.25 16:00:23.684728,86,16,0,23,37.46851265,126.46683097,-45,62,0.353553,135.000000,0000,FDX5924,57623,139,2447.000000,667.500000,0.250000,-0.250000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:23.488120,2019.12.25 16:00:23.488120,87,16,0,23,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57623,652,-172.000000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:25.323128,2019.12.25 16:00:25.323128,88,16,0,25,37.41372049,126.50267601,281,306,89.792121,326.354176,0074,GEC8390,57625,1115,5622.500000,-5412.000000,-49.750000,74.750000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:24.274552,2019.12.25 16:00:24.274552,89,16,0,24,37.45264471,126.44603312,-45,74,5.900212,53.615648,7414,KZR960,57624,1417,607.500000,-1093.500000,4.750000,3.500000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:24.422584,2019.12.25 16:00:24.422584,90,16,0,24,37.47185469,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57624,3,1791.500000,1038.500000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:24.684728,2019.12.25 16:00:24.684728,91,16,0,24,37.46851265,126.46683097,-45,62,0.353553,135.000000,0000,FDX5924,57624,139,2447.500000,667.500000,0.250000,-0.250000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:24.488120,2019.12.25 16:00:24.488120,92,16,0,24,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57624,652,-172.000000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:26.323128,2019.12.25 16:00:26.323128,93,16,0,26,37.41428912,126.50217175,274,270,85.589500,324.870876,0074,GEC8390,57626,1115,5577.500000,-5349.000000,-49.250000,70.000000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:24.684728,2019.12.25 16:00:24.684728,94,16,0,24,37.45269299,126.44609213,-45,64,6.189709,46.636577,7414,KZR960,57624,1417,613.000000,-1088.500000,4.500000,4.250000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:25.422584,2019.12.25 16:00:25.422584,95,16,0,25,37.47185469,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57625,3,1791.500000,1038.500000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:25.684728,2019.12.25 16:00:25.684728,96,16,0,25,37.46852338,126.46684170,-45,62,0.353553,45.000000,0000,FDX5924,57625,139,2448.000000,669.000000,0.250000,0.250000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:25.488120,2019.12.25 16:00:25.488120,97,16,0,25,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57625,652,-172.000000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:27.323128,2019.12.25 16:00:27.323128,98,16,0,27,37.41492748,126.50159776,274,257,86.838931,324.845822,0074,GEC8390,57627,1115,5527.000000,-5278.000000,-50.000000,71.000000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:25.684728,2019.12.25 16:00:25.684728,99,16,0,25,37.45272517,126.44616723,-45,59,6.309715,56.309932,7414,KZR960,57625,1417,619.500000,-1085.000000,5.250000,3.500000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:26.422584,2019.12.25 16:00:26.422584,100,16,0,26,37.47185469,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57626,3,1791.500000,1038.500000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:26.684728,2019.12.25 16:00:26.684728,101,16,0,26,37.46852875,126.46684170,-45,62,0.250000,0.000000,0000,FDX5924,57626,139,2448.000000,669.500000,0.000000,0.250000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:26.488120,2019.12.25 16:00:26.488120,102,16,0,26,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57626,652,-172.000000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
MLAT,2019.12.25 16:00:28.323128,2019.12.25 16:00:28.323128,103,16,0,28,37.41558194,126.50099158,266,251,86.957605,323.887852,0074,GEC8390,57628,1115,5473.000000,-5205.500000,-51.250000,70.250000,----,----,----,116,101,3C7063,----
MLAT,2019.12.25 16:00:26.684728,2019.12.25 16:00:26.684728,104,16,0,26,37.45275199,126.44623160,-45,55,5.618051,57.724356,7414,KZR960,57626,1417,625.500000,-1082.000000,4.750000,3.000000,----,----,----,116,101,484354,----
MLAT,2019.12.25 16:00:27.422584,2019.12.25 16:00:27.422584,105,16,0,27,37.47185469,126.45941734,-45,----,0.000000,0.000000,2000,PAC238A,57627,3,1791.500000,1038.500000,0.000000,0.000000,----,----,----,116,101,ABC5B8,----
MLAT,2019.12.25 16:00:27.684728,2019.12.25 16:00:27.684728,106,16,0,27,37.46851802,126.46683633,-45,62,0.000000,0.000000,0000,FDX5924,57627,139,2448.000000,668.000000,0.000000,0.000000,----,----,----,116,101,A7FE1C,----
MLAT,2019.12.25 16:00:27.488120,2019.12.25 16:00:27.488120,107,16,0,27,37.46640980,126.43722475,----,1,0.000000,0.000000,7440,KLM856,57627,652,-172.000000,434.000000,0.000000,0.000000,----,----,----,116,101,48436F,----
