,#Type,TimeGet,TimeStamp,Index,Hour,Min,Sec,Latitude,Longitude,BAlt,MeasuredFL,GroudSpeed,TrackAngle,Mode3A,ModeSIdent,TimeOfDay,TrackNo,X(m),Y(m),SpeedX(m/s),SpeedY(m/s),VRate(m/s),AccelX(m/s2),AccelY(m/s2),SAC,SIC,CODE,FDPCallSign
9754,MLAT,2019-12-21 15:08:10.798840,2019.12.21 15:08:10.798840,9754,15,8,10,37.48869896,126.42995596,53,161,101.100198,323.243447,4312,AAR286,54490,1012,-814.5,2908.0,-60.5,81.0,----,----,----,116,101,71BC19,----
9772,MLAT,2019-12-21 15:08:11.798840,2019.12.21 15:08:11.798840,9772,15,8,11,37.48944998,126.42926931,60,190,104.217321,324.174727,4312,AAR286,54491,1012,-875.5,2991.0,-61.0,84.5,----,----,----,116,101,71BC19,----
9790,MLAT,2019-12-21 15:08:12.536696,2019.12.21 15:08:12.536696,9790,15,8,12,37.49015808,126.42860413,68,----,101.650443,323.299199,4312,AAR286,54492,1012,-934.0,3069.5,-60.75,81.5,----,----,----,116,101,71BC19,----
9808,MLAT,2019-12-21 15:08:14.323128,2019.12.21 15:08:14.323128,9808,15,8,14,37.49094665,126.42786384,76,207,102.709542,323.911106,4312,AAR286,54494,1012,-1000.0,3157.0,-60.5,83.0,----,----,----,116,101,71BC19,----
9826,MLAT,2019-12-21 15:08:15.060984,2019.12.21 15:08:15.060984,9826,15,8,15,37.49165475,126.42724693,91,----,99.682621,324.595956,4312,AAR286,54495,1012,-1054.0,3236.0,-57.75,81.25,----,----,----,116,101,71BC19,----
9844,MLAT,2019-12-21 15:08:16.323128,2019.12.21 15:08:16.323128,9844,15,8,16,37.49237359,126.42658174,99,205,101.110398,323.951796,4312,AAR286,54496,1012,-1113.0,3315.5,-59.5,81.75,----,----,----,116,101,71BC19,----
9862,MLAT,2019-12-21 15:08:16.798840,2019.12.21 15:08:16.798840,9862,15,8,16,37.49314606,126.42585754,106,201,103.050049,323.185702,4312,AAR286,54496,1012,-1177.0,3401.5,-61.75,82.5,----,----,----,116,101,71BC19,----
9880,MLAT,2019-12-21 15:08:17.798840,2019.12.21 15:08:17.798840,9880,15,8,17,37.49387026,126.42518163,114,203,103.100982,323.380179,4312,AAR286,54497,1012,-1237.0,3482.0,-61.5,82.75,----,----,----,116,101,71BC19,----
9898,MLAT,2019-12-21 15:08:18.798840,2019.12.21 15:08:18.798840,9898,15,8,18,37.49458373,126.4245218,121,211,100.653179,323.585499,4312,AAR286,54498,1012,-1295.0,3561.5,-59.75,81.0,----,----,----,116,101,71BC19,----
9916,MLAT,2019-12-21 15:08:19.798840,2019.12.21 15:08:19.798840,9916,15,8,19,37.49540448,126.4238137,137,219,104.94433,324.795526,4312,AAR286,54499,1012,-1358.0,3652.0,-60.5,85.75,----,----,----,116,101,71BC19,----
9934,MLAT,2019-12-21 15:08:20.798840,2019.12.21 15:08:20.798840,9934,15,8,20,37.49614477,126.42313778,144,222,104.07119,324.286323,4312,AAR286,54500,1012,-1417.5,3734.5,-60.75,84.5,----,----,----,116,101,71BC19,----
9952,MLAT,2019-12-21 15:08:21.798840,2019.12.21 15:08:21.798840,9952,15,8,21,37.49690652,126.42248869,160,257,102.363324,325.145544,4312,AAR286,54501,1012,-1475.0,3819.0,-58.5,84.0,----,----,----,116,101,71BC19,----
9970,MLAT,2019-12-21 15:08:22.798840,2019.12.21 15:08:22.798840,9970,15,8,22,37.49770582,126.42180741,167,268,103.264527,325.155708,4312,AAR286,54502,1012,-1535.5,3907.5,-59.0,84.75,----,----,----,116,101,71BC19,----
9988,MLAT,2019-12-21 15:08:23.798840,2019.12.21 15:08:23.798840,9988,15,8,23,37.49844074,126.42115295,175,270,102.774024,325.304846,4312,AAR286,54503,1012,-1593.0,3989.5,-58.5,84.5,----,----,----,116,101,71BC19,----
10006,MLAT,2019-12-21 15:08:24.798840,2019.12.21 15:08:24.798840,10006,15,8,24,37.49924541,126.4204663,190,270,103.383388,326.04094,4312,AAR286,54504,1012,-1653.5,4078.5,-57.75,85.75,----,----,----,116,101,71BC19,----
10024,MLAT,2019-12-21 15:08:25.798840,2019.12.21 15:08:25.798840,10024,15,8,25,37.49998033,126.4198494,198,274,100.816975,326.428149,4312,AAR286,54505,1012,-1708.0,4160.0,-55.75,84.0,----,----,----,116,101,71BC19,----
10042,MLAT,2019-12-21 15:08:26.798840,2019.12.21 15:08:26.798840,10042,15,8,26,37.50082254,126.41918421,213,278,108.662609,327.114288,4312,AAR286,54506,1012,-1767.0,4253.5,-59.0,91.25,----,----,----,116,101,71BC19,----
10060,MLAT,2019-12-21 15:08:27.798840,2019.12.21 15:08:27.798840,10060,15,8,27,37.50154674,126.41857266,220,299,100.613431,326.862735,4312,AAR286,54507,1012,-1821.5,4334.0,-55.0,84.25,----,----,----,116,101,71BC19,----
10078,MLAT,2019-12-21 15:08:28.798840,2019.12.21 15:08:28.798840,10078,15,8,28,37.5023514,126.41798258,236,308,103.33078,329.464171,4312,AAR286,54508,1012,-1873.5,4423.5,-52.5,89.0,----,----,----,116,101,71BC19,----
10096,MLAT,2019-12-21 15:08:29.798840,2019.12.21 15:08:29.798840,10096,15,8,29,37.50316143,126.41734958,243,327,105.655691,328.152694,4312,AAR286,54509,1012,-1929.0,4513.5,-55.75,89.75,----,----,----,116,101,71BC19,----
10114,MLAT,2019-12-21 15:08:30.274552,2019.12.21 15:08:30.274552,10114,15,8,30,37.50392318,126.4167434,259,337,98.483818,328.811751,4312,AAR286,54510,1012,-1982.5,4598.0,-51.0,84.25,----,----,----,116,101,71BC19,----
10132,MLAT,2019-12-21 15:08:31.274552,2019.12.21 15:08:31.274552,10132,15,8,31,37.50472784,126.41615331,266,363,103.285103,328.964891,4312,AAR286,54511,1012,-2035.0,4687.0,-53.25,88.5,----,----,----,116,101,71BC19,----
10150,MLAT,2019-12-21 15:08:32.274552,2019.12.21 15:08:32.274552,10150,15,8,32,37.50551641,126.41557395,281,375,101.460583,330.150053,4312,AAR286,54512,1012,-2086.0,4775.0,-50.5,88.0,----,----,----,116,101,71BC19,----
10168,MLAT,2019-12-21 15:08:33.798840,2019.12.21 15:08:33.798840,10168,15,8,33,37.50634253,126.41492486,297,379,101.627383,328.069318,4312,AAR286,54513,1012,-2143.5,4866.5,-53.75,86.25,----,----,----,116,101,71BC19,----
10186,MLAT,2019-12-21 15:08:34.798840,2019.12.21 15:08:34.798840,10186,15,8,34,37.50709355,126.41435087,304,407,99.170623,328.714221,4312,AAR286,54514,1012,-2194.0,4950.0,-51.5,84.75,----,----,----,116,101,71BC19,----
10204,MLAT,2019-12-21 15:08:35.798840,2019.12.21 15:08:35.798840,10204,15,8,35,37.50782311,126.41380906,320,419,97.12138,329.870957,4312,AAR286,54515,1012,-2242.5,5031.0,-48.75,84.0,----,----,----,116,101,71BC19,----
10222,MLAT,2019-12-21 15:08:37.323128,2019.12.21 15:08:37.323128,10222,15,8,37,37.50864923,126.4131546,327,428,101.203384,327.919603,4312,AAR286,54517,1012,-2300.0,5122.5,-53.75,85.75,----,----,----,116,101,71BC19,----
10240,MLAT,2019-12-21 15:08:38.323128,2019.12.21 15:08:38.323128,10240,15,8,38,37.50943244,126.41258597,342,441,101.746314,329.591558,4312,AAR286,54518,1012,-2350.0,5209.5,-51.5,87.75,----,----,----,116,101,71BC19,----
10258,MLAT,2019-12-21 15:08:39.323128,2019.12.21 15:08:39.323128,10258,15,8,39,37.51026392,126.41198516,358,457,105.43511,329.66533,4312,AAR286,54519,1012,-2403.5,5302.0,-53.25,91.0,----,----,----,116,101,71BC19,----
10276,MLAT,2019-12-21 15:08:40.388664,2019.12.21 15:08:40.388664,10276,15,8,40,37.51107395,126.41134143,365,468,103.561878,327.921311,4312,AAR286,54520,1012,-2460.5,5392.0,-55.0,87.75,----,----,----,116,101,71BC19,----
10294,MLAT,2019-12-21 15:08:41.388664,2019.12.21 15:08:41.388664,10294,15,8,41,37.51183569,126.41076207,381,487,101.1413,329.060532,4312,AAR286,54521,1012,-2511.5,5476.5,-52.0,86.75,----,----,----,116,101,71BC19,----
10312,MLAT,2019-12-21 15:08:42.388664,2019.12.21 15:08:42.388664,10312,15,8,42,37.51255989,126.41015589,388,506,99.995312,327.144278,4312,AAR286,54522,1012,-2565.0,5557.0,-54.25,84.0,----,----,----,116,101,71BC19,----
10330,MLAT,2019-12-21 15:08:43.323128,2019.12.21 15:08:43.323128,10330,15,8,43,37.51335382,126.40952289,396,533,100.280856,327.419256,4312,AAR286,54523,1012,-2621.0,5645.5,-54.0,84.5,----,----,----,116,101,71BC19,----
10348,MLAT,2019-12-21 15:08:44.323128,2019.12.21 15:08:44.323128,10348,15,8,44,37.51408339,126.40891671,411,516,98.538381,327.116294,4312,AAR286,54524,1012,-2674.5,5726.0,-53.5,82.75,----,----,----,116,101,71BC19,----
10366,MLAT,2019-12-21 15:08:45.323128,2019.12.21 15:08:45.323128,10366,15,8,45,37.51485586,126.40830517,419,544,100.971531,327.332963,4312,AAR286,54525,1012,-2728.5,5812.0,-54.5,85.0,----,----,----,116,101,71BC19,----
10384,MLAT,2019-12-21 15:08:46.323128,2019.12.21 15:08:46.323128,10384,15,8,46,37.51566589,126.40767217,434,542,102.083299,327.399666,4312,AAR286,54526,1012,-2784.5,5901.5,-55.0,86.0,----,----,----,116,101,71BC19,----
10402,MLAT,2019-12-21 15:08:46.798840,2019.12.21 15:08:46.798840,10402,15,8,46,37.51644909,126.40704453,441,552,102.5637,327.2396,4312,AAR286,54526,1012,-2840.0,5988.5,-55.5,86.25,----,----,----,116,101,71BC19,----
10420,MLAT,2019-12-21 15:08:47.798840,2019.12.21 15:08:47.798840,10420,15,8,47,37.51720011,126.40645444,457,550,101.070829,328.039684,4312,AAR286,54527,1012,-2892.5,6072.0,-53.5,85.75,----,----,----,116,101,71BC19,----
10438,MLAT,2019-12-21 15:08:48.798840,2019.12.21 15:08:48.798840,10438,15,8,48,37.51799405,126.40583217,464,548,100.169856,328.055247,4312,AAR286,54528,1012,-2947.0,6160.5,-53.0,85.0,----,----,----,116,101,71BC19,----
10456,MLAT,2019-12-21 15:08:49.798840,2019.12.21 15:08:49.798840,10456,15,8,49,37.51875043,126.40519917,472,548,101.588016,327.052976,4312,AAR286,54529,1012,-3003.0,6244.0,-55.25,85.25,----,----,----,116,101,71BC19,----
10474,MLAT,2019-12-21 15:08:50.798840,2019.12.21 15:08:50.798840,10474,15,8,50,37.51948535,126.40458226,480,556,101.306774,325.760914,4312,AAR286,54530,1012,-3057.5,6325.5,-57.0,83.75,----,----,----,116,101,71BC19,----
10492,MLAT,2019-12-21 15:08:51.798840,2019.12.21 15:08:51.798840,10492,15,8,51,37.52022564,126.40399218,495,573,98.667687,326.470988,4312,AAR286,54531,1012,-3110.0,6408.0,-54.5,82.25,----,----,----,116,101,71BC19,----
10510,MLAT,2019-12-21 15:08:52.798840,2019.12.21 15:08:52.798840,10510,15,8,52,37.52099812,126.40335381,502,586,100.887623,326.624958,4312,AAR286,54532,1012,-3166.0,6493.5,-55.5,84.25,----,----,----,116,101,71BC19,----
10528,MLAT,2019-12-21 15:08:53.274552,2019.12.21 15:08:53.274552,10528,15,8,53,37.52177596,126.40273154,510,586,99.848948,326.7476,4312,AAR286,54533,1012,-3221.0,6580.0,-54.75,83.5,----,----,----,116,101,71BC19,----
10546,MLAT,2019-12-21 15:08:54.274552,2019.12.21 15:08:54.274552,10546,15,8,54,37.52250552,126.4021039,518,582,100.54632,325.63822,4312,AAR286,54534,1012,-3277.0,6661.0,-56.75,83.0,----,----,----,116,101,71BC19,----
10564,MLAT,2019-12-21 15:08:55.274552,2019.12.21 15:08:55.274552,10564,15,8,55,37.52328336,126.40151381,525,592,100.146455,327.539778,4312,AAR286,54535,1012,-3329.0,6747.5,-53.75,84.5,----,----,----,116,101,71BC19,----
10582,MLAT,2019-12-21 15:08:56.274552,2019.12.21 15:08:56.274552,10582,15,8,56,37.52407193,126.40086472,533,598,100.822864,326.940397,4312,AAR286,54536,1012,-3386.0,6835.0,-55.0,84.5,----,----,----,116,101,71BC19,----
10600,MLAT,2019-12-21 15:08:57.274552,2019.12.21 15:08:57.274552,10600,15,8,57,37.52489805,126.40022635,533,609,103.350133,327.847705,4312,AAR286,54537,1012,-3442.5,6927.0,-55.0,87.5,----,----,----,116,101,71BC19,----
10618,MLAT,2019-12-21 15:08:58.274552,2019.12.21 15:08:58.274552,10618,15,8,58,37.52553105,126.39965236,548,651,95.410953,325.893546,4312,AAR286,54538,1012,-3493.0,6997.5,-53.5,79.0,----,----,----,116,101,71BC19,----
10636,MLAT,2019-12-21 15:08:59.274552,2019.12.21 15:08:59.274552,10636,15,8,59,37.52623379,126.39905691,548,678,93.955442,325.844811,4312,AAR286,54539,1012,-3546.0,7075.0,-52.75,77.75,----,----,----,116,101,71BC19,----
